bbl,address,bldgclass,landuse,yearbuilt,unitsres,unitstotal,numbldgs,assesstot,latitude,longitude,source
3039600015,173 HALE AVENUE,B1,1,1901,2,2,1,59700.0,40.6808244,-73.8797882,on a listed block
3039600016,171 HALE AVENUE,C0,2,1901,3,3,1,58680.0,40.6808794,-73.8798025,on a listed block
3039600026,3122 FULTON STREET,S4,4,1900,4,5,1,221850.0,40.6812992,-73.8796684,on a listed block
3039600042,224 NORWOOD AVENUE,B2,1,1901,2,2,1,48240.0,40.6806153,-73.8792622,on a listed block
3039600046,243 NORWOOD AVENUE,C2,2,2023,6,6,1,543600.0,40.6803737,-73.8792482,on a listed block
3039600047,236 NORWOOD AVENUE,A1,1,1901,1,1,1,50640.0,40.6802886,-73.8791799,on a listed block
3039600068,227 HALE AVENUE,S2,4,1920,2,3,1,66420.0,40.6796137,-73.8795488,on a listed block
3039600108,193 HALE AVENUE,B1,1,1901,2,2,1,57960.0,40.6803934,-73.8796808,on a listed block
3039600109,189 HALE AVENUE,B1,1,1901,2,2,1,59580.0,40.6805005,-73.8797095,on a listed block
3039600033,204 NORWOOD AVENUE,B2,1,1901,2,2,2,63000.0,40.6811671,-73.8793982,on a listed block
3039600012,181 HALE AVENUE,C0,2,1901,3,3,1,59160.0,40.6806625,-73.8797488,on a listed block
3039600001,215 HALE AVENUE,B2,1,1901,2,2,2,76320.0,40.6799514,-73.8795735,on a listed block
3039600044,NORWOOD AVENUE,V0,11,0,0,0,0,30600.0,40.680489,-73.87923,on a listed block
3039600006,205 HALE AVENUE,B2,1,1920,2,2,1,38400.0,40.6802397,-73.8796451,on a listed block
3039600007,203 HALE AVENUE,B2,1,1901,2,2,1,46320.0,40.6802781,-73.8796522,on a listed block
3039600009,191 HALE AVENUE,C0,2,1901,3,3,1,60960.0,40.6804483,-73.8796952,on a listed block
3039600043,228 NORWOOD AVENUE,B2,1,1901,2,2,2,62580.0,40.6805549,-73.8792479,on a listed block
3039600065,3141 ATLANTIC AVENUE,G2,7,2010,0,1,1,168300.0,40.67977,-73.8793863,on a listed block
3039600070,223 HALE AVENUE,B1,1,1901,2,2,1,60840.0,40.6797345,-73.8795666,on a listed block
3039600071,221 HALE AVENUE,B1,1,1901,2,2,1,60840.0,40.6797894,-73.8795774,on a listed block
3039600031,3138 FULTON STREET,S4,4,1900,4,5,1,369000.0,40.681403,-73.8792211,on a listed block
3039600030,3134 FULTON STREET,S2,4,1900,2,3,2,85320.0,40.6813647,-73.8793005,on a listed block
3039600029,3132 FULTON STREET,S2,4,1900,2,3,2,88020.0,40.6813565,-73.8793907,on a listed block
3039600045,232 NORWOOD AVENUE,V0,11,0,0,0,1,10440.0,40.6804449,-73.879057,on a listed block
3039600025,FULTON STREET,V1,11,0,0,0,0,2565.0,40.681291,-73.8797081,on a listed block
3039600028,3130 FULTON STREET,S2,4,1900,2,3,2,53880.0,40.6813429,-73.8794592,on a listed block
3039600005,207 HALE AVENUE,G7,10,0,0,0,0,115650.0,40.6801902,-73.8796307,on a listed block
3039620034,511 LIBERTY AVENUE,V1,11,0,0,0,1,81450.0,40.6754585,-73.8908656,on a listed block
3039620008,2792 ATLANTIC AVENUE,G7,10,0,0,0,2,175950.0,40.6761503,-73.8910412,on a listed block
3039620031,LIBERTY AVENUE,V2,11,0,0,0,0,11940.0,40.6754994,-73.8905952,on a listed block
3039620004,175 VAN SICLEN AVENUE,B3,1,1901,2,2,1,51480.0,40.6758509,-73.8908253,on a listed block
3039620005,173 VAN SICLEN AVENUE,B3,1,1901,2,2,1,51480.0,40.6759168,-73.8908432,on a listed block
3039620006,169 VAN SICLEN AVENUE,A1,1,1901,1,1,1,47880.0,40.6759855,-73.8908612,on a listed block
3039620009,2800 ATLANTIC AVENUE,K5,5,2002,0,1,1,815400.0,40.6760675,-73.8905906,on a listed block
3039620030,523 LIBERTY AVENUE,P2,8,1930,0,1,1,382950.0,40.6755294,-73.8903788,on a listed block
3039620032,517 LIBERTY AVENUE,B2,1,1901,2,2,1,63540.0,40.6754857,-73.8906853,on a listed block
3039620033,515 LIBERTY AVENUE,B2,1,1901,2,2,1,45120.0,40.6754721,-73.8907791,on a listed block
3039620001,VAN SICLEN AVENUE,G7,10,0,0,0,0,59400.0,40.6756478,-73.8907752,on a listed block
3039620002,183 VAN SICLEN AVENUE,F5,6,1930,0,1,1,272250.0,40.6757494,-73.8908003,on a listed block
3039710013,327 LINWOOD STREET,B2,1,1901,2,2,2,42180.0,40.6776002,-73.8832731,on a listed block
3039710015,323 LINWOOD STREET,B2,1,1901,2,2,2,59340.0,40.6777347,-73.8833053,on a listed block
3039710019,3002 ATLANTIC AVENUE,D6,4,2018,100,101,1,4102650.0,40.6780119,-73.8833301,on a listed block
3039710025,3020 ATLANTIC AVENUE,K4,4,1901,1,2,1,164250.0,40.6781104,-73.8829838,on a listed block
3039710026,3024 ATLANTIC AVENUE,K4,4,1920,2,4,2,267750.0,40.6781323,-73.8828864,on a listed block
3039710029,252 ESSEX STREET,C3,2,1904,4,4,1,206100.0,40.6779265,-73.8829697,on a listed block
3039710030,254 ESSEX STREET,C3,2,1904,4,4,1,194400.0,40.6778579,-73.8829554,on a listed block
3039710033,260 ESSEX STREET,C0,2,2004,3,3,1,57480.0,40.6776547,-73.8829017,on a listed block
3039710034,264 ESSEX STREET,C0,2,2004,3,3,1,57480.0,40.6775888,-73.8828873,on a listed block
3039710002,359 LINWOOD STREET,B2,1,1901,2,2,1,57000.0,40.6768561,-73.8830833,on a listed block
3039710044,294 ESSEX STREET,B3,1,1901,2,2,1,51360.0,40.6769107,-73.8827155,on a listed block
3039710003,357 LINWOOD STREET,B2,1,1901,2,2,1,45180.0,40.6769248,-73.8831012,on a listed block
3039710006,351 LINWOOD STREET,C3,2,1905,4,4,1,187650.0,40.677128,-73.8831513,on a listed block
3039710053,725 LIBERTY AVENUE,A1,1,1950,1,1,1,40980.0,40.6766146,-73.8830585,on a listed block
3039710039,278 ESSEX STREET,B2,1,1901,2,2,2,13440.0,40.6772511,-73.8828014,on a listed block
3039710005,353 LINWOOD STREET,C5,2,1901,5,5,1,157500.0,40.6770566,-73.8831334,on a listed block
3039710007,345 LINWOOD STREET,A2,1,1950,1,1,2,37140.0,40.6771966,-73.8831692,on a listed block
3039710037,272 ESSEX STREET,A9,1,1910,1,1,2,33180.0,40.6773829,-73.8828336,on a listed block
3039710038,276 ESSEX STREET,C0,2,1925,3,3,1,55680.0,40.677317,-73.8828157,on a listed block
3039710042,288 ESSEX STREET,B2,1,1901,2,2,1,53280.0,40.6770452,-73.8827477,on a listed block
3039710043,292 ESSEX STREET,C2,2,1914,6,6,1,299700.0,40.6769793,-73.8827334,on a listed block
3039710045,298 ESSEX STREET,C0,2,1901,3,3,2,59160.0,40.6768448,-73.8826976,on a listed block
3039710046,739 LIBERTY AVENUE,S4,4,1920,4,5,2,287550.0,40.6766964,-73.8825104,on a listed block
3039710049,735 LIBERTY AVENUE,C7,4,2022,10,11,1,428400.0,40.6766691,-73.8827015,on a listed block
3039710050,731 LIBERTY AVENUE,C7,4,2022,10,11,1,570150.0,40.6766555,-73.8827953,on a listed block
3039710052,727 LIBERTY AVENUE,M1,8,1920,0,1,2,79650.0,40.6766282,-73.8829683,on a listed block
3039710054,LIBERTY AVENUE,G7,10,0,0,0,0,79650.0,40.676601,-73.8831559,on a listed block
3039710036,270 ESSEX STREET,B2,1,1901,2,2,1,58380.0,40.6774543,-73.8828515,on a listed block
3039710001,361 LINWOOD STREET,A1,1,1901,1,1,2,53820.0,40.6767903,-73.8830654,on a listed block
3039710004,355 LINWOOD STREET,B2,1,1931,2,2,1,65280.0,40.6769907,-73.8831155,on a listed block
3039710008,341 LINWOOD STREET,G1,10,1930,0,1,1,50400.0,40.6772597,-73.8831872,on a listed block
3039710009,339 LINWOOD STREET,P2,8,1930,0,1,1,51750.0,40.6773284,-73.8832015,on a listed block
3039710010,335 LINWOOD STREET,B2,1,1901,2,2,1,51540.0,40.677397,-73.8832194,on a listed block
3039710011,333 LINWOOD STREET,A1,1,1910,1,1,2,48720.0,40.6774986,-73.883248,on a listed block
3039710014,325 LINWOOD STREET,B2,1,1901,2,2,1,54000.0,40.6776661,-73.883291,on a listed block
3039710016,321 LINWOOD STREET,A5,1,2005,1,1,1,62580.0,40.6778088,-73.8833268,on a listed block
3039710024,3018 ATLANTIC AVENUE,GU,5,1999,0,1,1,140400.0,40.6780913,-73.8830667,on a listed block
3039710031,256 ESSEX STREET,B2,1,1901,2,2,1,66180.0,40.6777563,-73.8829267,on a listed block
3039710035,268 ESSEX STREET,C0,2,1925,3,3,1,55020.0,40.6775202,-73.8828694,on a listed block
3039710041,286 ESSEX STREET,G0,10,1931,1,1,1,16020.0,40.6771138,-73.8827656,on a listed block
3039710051,729 LIBERTY AVENUE,C7,4,2021,10,11,1,654750.0,40.6766419,-73.8828818,on a listed block
3039710047,737 LIBERTY AVENUE,C1,2,2007,10,10,1,524700.0,40.6766855,-73.8826077,on a listed block
3039710040,282 ESSEX STREET,Z9,,0,0,0,2,64350.0,40.6771825,-73.8827835,on a listed block
3039730161,775 LIBERTY AVENUE,B9,1,2006,2,2,1,77220.0,40.6768624,-73.8811221,on a listed block
3039730024,3064 ATLANTIC AVENUE,I5,8,1919,0,1,1,1550250.0,40.6784793,-73.881404,on a listed block
3039730050,BERRIMAN STREET,Z9,,0,0,0,0,102150.0,40.6774139,-73.8809589,on a listed block
3039730008,299 SHEPHERD AVENUE,C0,2,1930,3,3,1,57960.0,40.6772523,-73.8812908,on a listed block
3039730009,297 SHEPHERD AVENUE,C0,2,1930,3,3,1,57960.0,40.6773045,-73.8813052,on a listed block
3039730063,771 LIBERTY AVENUE,C0,2,1910,3,3,1,67920.0,40.6768406,-73.8812591,on a listed block
3039730011,289 SHEPHERD AVENUE,C0,2,1930,3,3,1,57960.0,40.677461,-73.8813445,on a listed block
3039730012,287 SHEPHERD AVENUE,C0,2,1930,3,3,1,57960.0,40.6775159,-73.8813552,on a listed block
3039730013,285 SHEPHERD AVENUE,C0,2,1930,3,3,1,57960.0,40.677568,-73.8813696,on a listed block
3039730038,22 BERRIMAN STREET,G2,7,1930,0,1,1,367650.0,40.6782403,-73.881134,on a listed block
3039730046,46 BERRIMAN STREET,E1,6,1930,0,6,1,393300.0,40.6776143,-73.881009,on a listed block
3039730052,66 BERRIMAN STREET,G1,10,1930,0,1,1,245700.0,40.6773123,-73.8809338,on a listed block
3039730060,779 LIBERTY AVENUE,C2,2,1910,6,6,1,250200.0,40.6769199,-73.8809742,on a listed block
3039730053,68 BERRIMAN STREET,B2,1,1910,2,2,2,68940.0,40.6772107,-73.8809087,on a listed block
3039730062,773 LIBERTY AVENUE,C0,2,1910,3,3,1,58620.0,40.6768515,-73.8811906,on a listed block
3039730005,329 SHEPHERD AVENUE,C0,2,1930,3,3,1,45240.0,40.6770354,-73.8812371,on a listed block
3039730007,325 SHEPHERD AVENUE,C0,2,1899,3,3,1,68940.0,40.6771452,-73.8812658,on a listed block
3039730001,333 SHEPHERD AVENUE,C2,2,1905,6,6,1,236700.0,40.6768297,-73.8813348,on a listed block
3039730004,331 SHEPHERD AVENUE,C0,2,1899,3,3,1,68880.0,40.6769805,-73.8812264,on a listed block
3039730006,327 SHEPHERD AVENUE,C0,2,1899,3,3,1,68940.0,40.6770903,-73.8812515,on a listed block
3039730010,293 SHEPHERD AVENUE,C0,2,1930,3,3,1,57960.0,40.6773566,-73.8813195,on a listed block
3039730055,BERRIMAN STREET,G7,10,0,0,0,0,56700.0,40.6771092,-73.8808837,on a listed block
3039730057,787 LIBERTY AVENUE,S9,4,1920,2,4,1,211500.0,40.676958,-73.8807073,on a listed block
3039730058,785 LIBERTY AVENUE,G2,7,1930,0,1,2,262800.0,40.6769389,-73.8808407,on a listed block
3039730061,777 LIBERTY AVENUE,C0,2,1899,3,3,1,80220.0,40.6768733,-73.8810499,on a listed block
3039730107,323 SHEPHERD AVENUE,C0,2,1930,3,3,1,46680.0,40.6771974,-73.8812801,on a listed block
3039730110,291 SHEPHERD AVENUE,C0,2,1930,3,3,1,57960.0,40.6774088,-73.8813302,on a listed block
3039730022,261 SHEPHERD AVENUE,G7,10,0,0,0,0,371700.0,40.6781666,-73.8815235,on a listed block
3039730014,283 SHEPHERD AVENUE,C0,2,1930,3,3,1,57960.0,40.6776202,-73.8813839,on a listed block
3039730015,263 SHEPHERD AVENUE,M3,8,1964,0,2,3,1887750.0,40.677922,-73.8813077,on a listed block
3039730045,44 BERRIMAN STREET,M1,8,1920,0,1,2,108450.0,40.6777955,-73.8810519,on a listed block
3039750001,3124 ATLANTIC AVENUE,C1,2,1931,102,102,54,946800.0,40.6781259,-73.8794109,on a listed block
3039770033,527 GLENMORE AVENUE,B9,1,1925,2,2,1,40200.0,40.6741273,-73.8909255,on a listed block
3039770005,267 MILLER AVENUE,G0,10,1930,1,1,1,5306.0,40.674545,-73.8914475,on a listed block
3039770021,510 LIBERTY AVENUE,V1,11,0,0,0,0,65700.0,40.6749865,-73.8910431,on a listed block
3039770020,504 LIBERTY AVENUE,V1,11,0,0,0,1,71550.0,40.6749756,-73.8911188,on a listed block
3039770008,259 MILLER AVENUE,A5,1,1910,1,1,1,41940.0,40.6747152,-73.8914905,on a listed block
3039770019,502 LIBERTY AVENUE,V1,11,0,0,0,0,71550.0,40.6749675,-73.8911873,on a listed block
3039770003,273 MILLER AVENUE,B2,1,1910,2,2,1,51960.0,40.6744077,-73.8914117,on a listed block
3039770004,269 MILLER AVENUE,A5,1,1910,1,1,2,43200.0,40.6744764,-73.8914296,on a listed block
3039770006,263 MILLER AVENUE,A5,1,1930,1,1,2,43320.0,40.6746109,-73.8914655,on a listed block
3039770007,261 MILLER AVENUE,B3,1,1910,2,2,1,37320.0,40.6746658,-73.8914798,on a listed block
3039770009,257 MILLER AVENUE,A5,1,1910,1,1,1,40740.0,40.6747646,-73.8915013,on a listed block
3039770010,255 MILLER AVENUE,A5,1,1910,1,1,1,41040.0,40.6748141,-73.8915156,on a listed block
3039770018,500 LIBERTY AVENUE,G9,7,1930,1,2,1,114750.0,40.6749565,-73.8912558,on a listed block
3039770014,492 LIBERTY AVENUE,F5,6,1960,0,1,1,54450.0,40.6749458,-73.8915478,on a listed block
3039770013,490 LIBERTY AVENUE,A5,1,1910,1,1,1,42720.0,40.6749349,-73.89162,on a listed block
3039770017,498 LIBERTY AVENUE,G9,7,1997,0,1,1,122850.0,40.6749456,-73.8913279,on a listed block
3039770029,232 VAN SICLEN AVENUE,B2,1,2002,2,2,1,50040.0,40.6743854,-73.8910368,on a listed block
3039770015,494 LIBERTY AVENUE,Z9,,0,0,0,1,29525.0,40.6749568,-73.8914793,on a listed block
3039770023,212 VAN SICLEN AVENUE,C0,2,1910,3,3,1,77880.0,40.6747972,-73.8911407,on a listed block
3039770001,275 MILLER AVENUE,C1,2,1930,7,7,1,260100.0,40.6743062,-73.8913866,on a listed block
3039770016,496 LIBERTY AVENUE,C0,2,1901,3,3,1,58140.0,40.6749649,-73.8914072,on a listed block
3039770028,226 VAN SICLEN AVENUE,B2,1,2005,2,2,1,48900.0,40.6744595,-73.8910547,on a listed block
3039770032,531 GLENMORE AVENUE,C0,2,1925,3,3,1,58920.0,40.6741849,-73.8908641,on a listed block
3039770034,525 GLENMORE AVENUE,B1,1,1910,2,2,1,65700.0,40.6741439,-73.8910228,on a listed block
3039770129,234 VAN SICLEN AVENUE,B2,1,2002,2,2,1,50400.0,40.6743195,-73.8910189,on a listed block
3039770012,488 LIBERTY AVENUE,C0,2,1899,3,3,1,47220.0,40.674924,-73.8916921,on a listed block
3039770024,216 VAN SICLEN AVENUE,B2,1,2005,2,2,2,57060.0,40.6747286,-73.8911228,on a listed block
3039770025,218 VAN SICLEN AVENUE,B1,1,2005,2,2,1,57060.0,40.6746627,-73.8911049,on a listed block
3039770026,222 VAN SICLEN AVENUE,B2,1,1910,2,2,1,46560.0,40.6745968,-73.891087,on a listed block
3039770027,224 VAN SICLEN AVENUE,B1,1,2005,2,2,1,55380.0,40.6745282,-73.8910726,on a listed block
3039770035,521 GLENMORE AVENUE,B2,1,2004,2,2,1,54900.0,40.6741302,-73.8911129,on a listed block
3039777501,509 GLENMORE AVENUE,R2,2,2011,12,12,1,1299602.0,40.6740975,-73.8913329,on a listed block
3039790031,579 GLENMORE AVENUE,QG,9,0,0,0,1,11400.0,40.6744027,-73.8890288,on a listed block
3039790033,573 GLENMORE AVENUE,QG,9,0,0,0,1,12000.0,40.6743754,-73.8892163,on a listed block
3039790032,575 GLENMORE AVENUE,QG,9,0,0,0,1,12000.0,40.6743891,-73.8891225,on a listed block
3039790002,307 HENDRIX STREET,B2,1,1910,2,2,1,39780.0,40.6745817,-73.8895945,on a listed block
3039790022,246 SCHENCK AVENUE,B2,1,2004,2,2,1,53820.0,40.6749959,-73.8893198,on a listed block
3039790040,311 HENDRIX STREET,C2,2,1925,5,5,1,270000.0,40.6744691,-73.8895658,on a listed block
3039790023,250 SCHENCK AVENUE,B2,1,2004,2,2,1,53820.0,40.67493,-73.8893019,on a listed block
3039790027,258 SCHENCK AVENUE,B2,1,1910,2,2,1,44640.0,40.6746609,-73.8892338,on a listed block
3039790034,571 GLENMORE AVENUE,B3,1,1899,2,2,1,50400.0,40.6743618,-73.8893028,on a listed block
3039790019,558 LIBERTY AVENUE,Z9,,0,0,0,1,56700.0,40.6752566,-73.8892509,on a listed block
3039790018,554 LIBERTY AVENUE,B3,1,1935,2,2,1,37560.0,40.6752429,-73.8893338,on a listed block
3039790016,550 LIBERTY AVENUE,S1,4,1935,1,2,1,33240.0,40.6752211,-73.8894853,on a listed block
3039790009,287 HENDRIX STREET,V0,11,0,0,0,0,15960.0,40.67501,-73.8896983,on a listed block
3039790021,SCHENCK AVENUE,G7,10,0,0,0,1,119700.0,40.6750645,-73.8893377,on a listed block
3039790011,536 LIBERTY AVENUE,S5,4,1935,5,6,1,252000.0,40.6751611,-73.8898783,on a listed block
3039790012,540 LIBERTY AVENUE,Z9,,0,0,0,1,44865.0,40.6751747,-73.8897918,on a listed block
3039790013,546 LIBERTY AVENUE,S9,4,1935,2,4,1,250200.0,40.6751938,-73.8896692,on a listed block
3039790015,548 LIBERTY AVENUE,B3,1,1910,2,2,1,44040.0,40.6752102,-73.8895538,on a listed block
3039790017,552 LIBERTY AVENUE,B1,1,1910,2,2,1,44100.0,40.675232,-73.8894131,on a listed block
3039790024,252 SCHENCK AVENUE,A1,1,1910,1,1,1,45900.0,40.6748641,-73.8892876,on a listed block
3039790006,293 HENDRIX STREET,B2,1,1910,2,2,2,54660.0,40.6748397,-73.8896589,on a listed block
3039790008,291 HENDRIX STREET,M1,8,1942,0,1,1,85050.0,40.6749413,-73.889684,on a listed block
3039790038,559 GLENMORE AVENUE,S1,4,1935,1,2,1,53520.0,40.6743182,-73.8895949,on a listed block
3039790005,299 HENDRIX STREET,B2,1,1910,2,2,1,40920.0,40.6747409,-73.8896339,on a listed block
3039790003,305 HENDRIX STREET,B2,1,1910,2,2,1,43680.0,40.6746311,-73.8896052,on a listed block
3039790001,309 HENDRIX STREET,B2,1,1910,2,2,1,48180.0,40.6745323,-73.8895801,on a listed block
3039790004,303 HENDRIX STREET,B2,1,1910,2,2,1,43980.0,40.6746833,-73.8896195,on a listed block
3039790026,256 SCHENCK AVENUE,A1,1,1920,1,1,1,44220.0,40.6747268,-73.8892517,on a listed block
3039790028,260 SCHENCK AVENUE,B2,1,1910,2,2,1,52920.0,40.674595,-73.8892195,on a listed block
3039790029,264 SCHENCK AVENUE,A1,1,1899,1,1,1,29040.0,40.6745264,-73.8892016,on a listed block
3039790035,565 GLENMORE AVENUE,S2,4,1935,2,3,1,50280.0,40.6743482,-73.8893822,on a listed block
3039790036,563 GLENMORE AVENUE,S2,4,1935,2,3,1,51000.0,40.67434,-73.8894507,on a listed block
3039790037,561 GLENMORE AVENUE,S1,4,1935,1,2,1,53520.0,40.6743291,-73.8895192,on a listed block
3039790039,557 GLENMORE AVENUE,S1,4,1935,1,2,1,52500.0,40.6743073,-73.8896742,on a listed block
3039790025,254 SCHENCK AVENUE,B2,1,1910,2,2,1,85320.0,40.6747955,-73.8892697,on a listed block
3039810032,613 GLENMORE AVENUE,B2,1,1910,2,2,1,39540.0,40.6746511,-73.8875935,on a listed block
3039810035,605 GLENMORE AVENUE,V0,11,0,0,0,1,16320.0,40.6746129,-73.887864,on a listed block
3039810104,321A BARBEY STREET,A9,1,1910,1,1,1,37860.0,40.6750356,-73.887838,on a listed block
3039810016,602 LIBERTY AVENUE,S9,4,1940,5,7,3,469350.0,40.6755129,-73.8874911,on a listed block
3039810014,594 LIBERTY AVENUE,C0,2,2005,3,3,1,49500.0,40.6754747,-73.887758,on a listed block
3039810008,311 BARBEY STREET,A9,1,1901,1,1,1,46140.0,40.6752772,-73.8878989,on a listed block
3039810004,323 BARBEY STREET,A9,1,1910,1,1,1,45480.0,40.6749944,-73.8878273,on a listed block
3039810005,321 BARBEY STREET,B2,1,1910,2,2,1,38520.0,40.675085,-73.8878488,on a listed block
3039810006,317 BARBEY STREET,A9,1,1910,1,1,2,50340.0,40.6751454,-73.8878667,on a listed block
3039810007,315 BARBEY STREET,B2,1,1910,2,2,1,47640.0,40.6752113,-73.887881,on a listed block
3039810010,586 LIBERTY AVENUE,C0,2,2005,3,3,1,60780.0,40.6754311,-73.8880645,on a listed block
3039810011,588 LIBERTY AVENUE,C0,2,2005,3,3,1,49740.0,40.6754447,-73.8879707,on a listed block
3039810012,590 LIBERTY AVENUE,C0,2,2005,3,3,1,49500.0,40.6754556,-73.8879022,on a listed block
3039810013,592 LIBERTY AVENUE,C0,2,2005,3,3,1,49500.0,40.6754638,-73.8878301,on a listed block
3039810015,596 LIBERTY AVENUE,C0,2,2005,3,3,1,49740.0,40.6754856,-73.8876895,on a listed block
3039810019,270 JEROME STREET,B2,1,1920,2,2,1,53460.0,40.675329,-73.8875347,on a listed block
3039810020,272 JEROME STREET,B3,1,1910,2,2,1,56460.0,40.6752302,-73.8875096,on a listed block
3039810022,276 JEROME STREET,A2,1,1920,1,1,1,39240.0,40.6751286,-73.8874846,on a listed block
3039810023,280 JEROME STREET,C0,2,1930,3,3,1,58560.0,40.6750599,-73.8874667,on a listed block
3039810115,598 LIBERTY AVENUE,C0,2,2005,3,3,1,49740.0,40.6754965,-73.8876173,on a listed block
3039810030,617 GLENMORE AVENUE,B1,1,2003,2,2,1,60060.0,40.6746784,-73.8874204,on a listed block
3039810001,329 BARBEY STREET,E9,6,1935,0,1,1,262800.0,40.6748407,-73.8877879,on a listed block
3039810025,284 JEROME STREET,B1,1,1910,2,2,2,54240.0,40.6749309,-73.8874308,on a listed block
3039810028,619 GLENMORE AVENUE,C1,2,1930,15,15,1,328950.0,40.6746975,-73.8872798,on a listed block
3039810024,282 JEROME STREET,B2,1,1920,2,2,1,63840.0,40.6749968,-73.8874487,on a listed block
3039810026,286 JEROME STREET,B1,1,1910,2,2,2,54240.0,40.6748595,-73.8874129,on a listed block
3039810003,327 BARBEY STREET,C0,2,1910,3,3,1,43680.0,40.6749423,-73.887813,on a listed block
3039810031,615 GLENMORE AVENUE,A9,1,1910,1,1,2,44760.0,40.6746647,-73.887507,on a listed block
3039810034,609 GLENMORE AVENUE,B2,1,1910,2,2,1,40860.0,40.6746266,-73.8877738,on a listed block
3039810033,611 GLENMORE AVENUE,B2,1,1910,2,2,1,43740.0,40.6746375,-73.8876837,on a listed block
3039830011,329 WARWICK STREET,B1,1,2017,2,2,1,72300.0,40.6757614,-73.8862145,on a listed block
3039830013,333 WARWICK STREET,B1,1,2017,2,2,1,80040.0,40.6756516,-73.8861858,on a listed block
3039830009,642 LIBERTY AVENUE,O1,5,1910,0,1,1,91350.0,40.6757337,-73.8860091,on a listed block
3039830010,327 WARWICK STREET,B1,1,2017,2,2,1,93840.0,40.6758163,-73.8862288,on a listed block
3039830012,331 WARWICK STREET,B1,1,2017,2,2,1,72300.0,40.6757065,-73.8862002,on a listed block
3039830015,646 LIBERTY AVENUE,K4,4,1935,1,2,2,334350.0,40.6757528,-73.8858828,on a listed block
3039830017,652 LIBERTY AVENUE,B9,1,1935,2,2,1,54720.0,40.6758378,-73.8857637,on a listed block
3039830004,349 WARWICK STREET,G0,10,1919,1,1,1,11700.0,40.6752672,-73.8860747,on a listed block
3039830030,310 ASHFORD STREET,C0,2,1935,3,3,1,57000.0,40.6748412,-73.8855563,on a listed block
3039830020,282 ASHFORD STREET,C2,2,1910,6,6,1,277650.0,40.6755194,-73.8858003,on a listed block
3039830021,284 ASHFORD STREET,B2,1,1910,2,2,1,43860.0,40.675448,-73.8857824,on a listed block
3039830022,286 ASHFORD STREET,B2,1,1910,2,2,1,39480.0,40.6753794,-73.8857645,on a listed block
3039830023,288 ASHFORD STREET,B2,1,1910,2,2,1,37680.0,40.6753135,-73.8857466,on a listed block
3039830024,294 ASHFORD STREET,B2,1,1901,2,2,2,53820.0,40.6752476,-73.8857323,on a listed block
3039830026,300 ASHFORD STREET,B2,1,1905,2,2,1,43380.0,40.6751076,-73.8856965,on a listed block
3039830029,308 ASHFORD STREET,B1,1,1930,2,2,1,47760.0,40.6748934,-73.8855707,on a listed block
3039830034,657 GLENMORE AVENUE,B2,1,2001,2,2,1,72480.0,40.6748856,-73.8859745,on a listed block
3039830035,655 GLENMORE AVENUE,B2,1,2001,2,2,1,58440.0,40.6748719,-73.8860754,on a listed block
3039830119,276 ASHFORD STREET,A9,1,1910,1,1,1,36720.0,40.6756648,-73.8857172,on a listed block
3039830125,296 ASHFORD STREET,B2,1,2009,2,2,1,40680.0,40.675179,-73.8857144,on a listed block
3039830033,661 GLENMORE AVENUE,C0,2,1910,3,3,1,52920.0,40.6749047,-73.8858951,on a listed block
3039830027,302 ASHFORD STREET,B1,1,2005,2,2,1,68460.0,40.6750499,-73.8856101,on a listed block
3039830128,306 ASHFORD STREET,B1,1,1899,2,2,1,48840.0,40.6749401,-73.8855814,on a listed block
3039830032,665 GLENMORE AVENUE,C0,2,2005,3,3,1,63060.0,40.6749183,-73.8858086,on a listed block
3039830001,357 WARWICK STREET,B2,1,2001,2,2,2,49380.0,40.6750558,-73.8860282,on a listed block
3039830014,335 WARWICK STREET,B1,1,2017,2,2,1,72300.0,40.6755966,-73.8861715,on a listed block
3039830028,304 ASHFORD STREET,B1,1,1901,2,2,1,45900.0,40.6749895,-73.8855957,on a listed block
3039830031,667 GLENMORE AVENUE,B2,1,1910,2,2,1,56700.0,40.6749292,-73.8857256,on a listed block
3039830002,353 WARWICK STREET,B2,1,1910,2,2,2,38700.0,40.6751326,-73.8860389,on a listed block
3039830003,351 WARWICK STREET,B3,1,1901,2,2,1,39660.0,40.6752013,-73.8860568,on a listed block
3039830005,347 WARWICK STREET,B2,1,1901,2,2,1,43320.0,40.6753331,-73.8860927,on a listed block
3039830007,343 WARWICK STREET,A5,1,1910,1,1,1,57600.0,40.6754786,-73.8861285,on a listed block
3039830008,341 WARWICK STREET,B2,1,2001,2,2,1,45660.0,40.6755445,-73.8861464,on a listed block
3039830019,278 ASHFORD STREET,B2,1,1910,2,2,1,46020.0,40.6755881,-73.8858182,on a listed block
3039830018,274 ASHFORD STREET,V1,11,0,0,0,1,20520.0,40.6757307,-73.8857351,on a listed block
3039830006,345 WARWICK STREET,B2,1,1901,2,2,2,41220.0,40.6754017,-73.886107,on a listed block
3039850014,680 LIBERTY AVENUE,M1,8,1942,0,1,1,51750.0,40.6759573,-73.8844837,on a listed block
3039850016,684 LIBERTY AVENUE,G7,10,0,0,0,1,87300.0,40.6759845,-73.884307,on a listed block
3039850010,373 CLEVELAND STREET,B2,1,1910,2,2,1,46320.0,40.6757789,-73.8845092,on a listed block
