coundist,borough,month,evictions,evictions_12mo,yoy_diff,yoy_change
26,Queens,2025-05,29,257,10,0.5263
26,Queens,2025-06,28,256,-1,-0.0345
26,Queens,2025-07,23,260,4,0.2105
26,Queens,2025-08,22,266,6,0.375
26,Queens,2025-09,29,277,11,0.6111
26,Queens,2025-10,32,288,11,0.5238
26,Queens,2025-11,23,293,5,0.2778
26,Queens,2025-12,14,292,-1,-0.0667
26,Queens,2026-01,20,293,1,0.0526
26,Queens,2026-02,23,293,0,0.0
26,Queens,2026-03,26,293,0,0.0
26,Queens,2026-04,29,298,5,0.2083
26,Queens,2026-05,18,287,-11,-0.3793
26,Queens,2026-06,23,282,-5,-0.1786
27,Queens,2017-01,33,,,
27,Queens,2017-02,22,,,
27,Queens,2017-03,30,,,
27,Queens,2017-04,28,,,
27,Queens,2017-05,38,,,
27,Queens,2017-06,20,,,
27,Queens,2017-07,34,,,
27,Queens,2017-08,44,,,
27,Queens,2017-09,22,,,
27,Queens,2017-10,36,,,
27,Queens,2017-11,32,,,
27,Queens,2017-12,23,362,,
27,Queens,2018-01,32,361,-1,-0.0303
27,Queens,2018-02,37,376,15,0.6818
27,Queens,2018-03,43,389,13,0.4333
27,Queens,2018-04,21,382,-7,-0.25
27,Queens,2018-05,30,374,-8,-0.2105
27,Queens,2018-06,52,406,32,1.6
27,Queens,2018-07,31,403,-3,-0.0882
27,Queens,2018-08,50,409,6,0.1364
27,Queens,2018-09,41,428,19,0.8636
27,Queens,2018-10,27,419,-9,-0.25
27,Queens,2018-11,25,412,-7,-0.2188
27,Queens,2018-12,17,406,-6,-0.2609
27,Queens,2019-01,33,407,1,0.0312
27,Queens,2019-02,30,400,-7,-0.1892
27,Queens,2019-03,40,397,-3,-0.0698
27,Queens,2019-04,29,405,8,0.381
27,Queens,2019-05,34,409,4,0.1333
27,Queens,2019-06,22,379,-30,-0.5769
27,Queens,2019-07,37,385,6,0.1935
27,Queens,2019-08,25,360,-25,-0.5
27,Queens,2019-09,19,338,-22,-0.5366
27,Queens,2019-10,24,335,-3,-0.1111
27,Queens,2019-11,20,330,-5,-0.2
27,Queens,2019-12,10,323,-7,-0.4118
27,Queens,2020-01,29,319,-4,-0.1212
27,Queens,2020-02,17,306,-13,-0.4333
27,Queens,2020-03,15,281,-25,-0.625
27,Queens,2020-04,0,252,-29,-1.0
27,Queens,2020-05,0,218,-34,-1.0
27,Queens,2020-06,0,196,-22,-1.0
27,Queens,2020-07,0,159,-37,-1.0
27,Queens,2020-08,0,134,-25,-1.0
27,Queens,2020-09,0,115,-19,-1.0
27,Queens,2020-10,0,91,-24,-1.0
27,Queens,2020-11,0,71,-20,-1.0
27,Queens,2020-12,0,61,-10,-1.0
27,Queens,2021-01,0,32,-29,-1.0
27,Queens,2021-02,0,15,-17,-1.0
27,Queens,2021-03,0,0,-15,-1.0
27,Queens,2021-04,0,0,0,
27,Queens,2021-05,0,0,0,
27,Queens,2021-06,0,0,0,
27,Queens,2021-07,0,0,0,
27,Queens,2021-08,2,2,2,
27,Queens,2021-09,0,2,0,
27,Queens,2021-10,0,2,0,
27,Queens,2021-11,1,3,1,
27,Queens,2021-12,0,3,0,
27,Queens,2022-01,3,6,3,
27,Queens,2022-02,1,7,1,
27,Queens,2022-03,3,10,3,
27,Queens,2022-04,8,18,8,
27,Queens,2022-05,2,20,2,
27,Queens,2022-06,8,28,8,
27,Queens,2022-07,4,32,4,
27,Queens,2022-08,13,43,11,5.5
27,Queens,2022-09,5,48,5,
27,Queens,2022-10,14,62,14,
27,Queens,2022-11,7,68,6,6.0
27,Queens,2022-12,1,69,1,
27,Queens,2023-01,8,74,5,1.6667
27,Queens,2023-02,6,79,5,5.0
27,Queens,2023-03,10,86,7,2.3333
27,Queens,2023-04,9,87,1,0.125
27,Queens,2023-05,21,106,19,9.5
27,Queens,2023-06,22,120,14,1.75
27,Queens,2023-07,20,136,16,4.0
27,Queens,2023-08,10,133,-3,-0.2308
27,Queens,2023-09,20,148,15,3.0
27,Queens,2023-10,15,149,1,0.0714
27,Queens,2023-11,10,152,3,0.4286
27,Queens,2023-12,9,160,8,8.0
27,Queens,2024-01,21,173,13,1.625
27,Queens,2024-02,26,193,20,3.3333
27,Queens,2024-03,24,207,14,1.4
27,Queens,2024-04,31,229,22,2.4444
27,Queens,2024-05,26,234,5,0.2381
27,Queens,2024-06,27,239,5,0.2273
27,Queens,2024-07,27,246,7,0.35
27,Queens,2024-08,22,258,12,1.2
27,Queens,2024-09,21,259,1,0.05
27,Queens,2024-10,37,281,22,1.4667
27,Queens,2024-11,22,293,12,1.2
27,Queens,2024-12,26,310,17,1.8889
27,Queens,2025-01,28,317,7,0.3333
27,Queens,2025-02,14,305,-12,-0.4615
27,Queens,2025-03,22,303,-2,-0.0833
27,Queens,2025-04,29,301,-2,-0.0645
27,Queens,2025-05,27,302,1,0.0385
27,Queens,2025-06,34,309,7,0.2593
27,Queens,2025-07,38,320,11,0.4074
27,Queens,2025-08,37,335,15,0.6818
27,Queens,2025-09,34,348,13,0.619
27,Queens,2025-10,33,344,-4,-0.1081
27,Queens,2025-11,16,338,-6,-0.2727
27,Queens,2025-12,42,354,16,0.6154
27,Queens,2026-01,27,353,-1,-0.0357
27,Queens,2026-02,37,376,23,1.6429
27,Queens,2026-03,33,387,11,0.5
27,Queens,2026-04,30,388,1,0.0345
27,Queens,2026-05,23,384,-4,-0.1481
27,Queens,2026-06,32,382,-2,-0.0588
28,Queens,2017-01,28,,,
28,Queens,2017-02,20,,,
28,Queens,2017-03,39,,,
28,Queens,2017-04,18,,,
28,Queens,2017-05,27,,,
28,Queens,2017-06,35,,,
28,Queens,2017-07,33,,,
28,Queens,2017-08,26,,,
28,Queens,2017-09,31,,,
28,Queens,2017-10,33,,,
28,Queens,2017-11,15,,,
28,Queens,2017-12,18,323,,
28,Queens,2018-01,30,325,2,0.0714
28,Queens,2018-02,29,334,9,0.45
28,Queens,2018-03,32,327,-7,-0.1795
28,Queens,2018-04,29,338,11,0.6111
28,Queens,2018-05,26,337,-1,-0.037
28,Queens,2018-06,34,336,-1,-0.0286
28,Queens,2018-07,53,356,20,0.6061
28,Queens,2018-08,41,371,15,0.5769
28,Queens,2018-09,24,364,-7,-0.2258
28,Queens,2018-10,30,361,-3,-0.0909
28,Queens,2018-11,13,359,-2,-0.1333
28,Queens,2018-12,14,355,-4,-0.2222
28,Queens,2019-01,41,366,11,0.3667
28,Queens,2019-02,24,361,-5,-0.1724
28,Queens,2019-03,22,351,-10,-0.3125
28,Queens,2019-04,19,341,-10,-0.3448
28,Queens,2019-05,25,340,-1,-0.0385
28,Queens,2019-06,35,341,1,0.0294
28,Queens,2019-07,31,319,-22,-0.4151
28,Queens,2019-08,22,300,-19,-0.4634
28,Queens,2019-09,26,302,2,0.0833
28,Queens,2019-10,16,288,-14,-0.4667
28,Queens,2019-11,13,288,0,0.0
28,Queens,2019-12,11,285,-3,-0.2143
28,Queens,2020-01,35,279,-6,-0.1463
28,Queens,2020-02,13,268,-11,-0.4583
28,Queens,2020-03,6,252,-16,-0.7273
28,Queens,2020-04,0,233,-19,-1.0
28,Queens,2020-05,0,208,-25,-1.0
28,Queens,2020-06,0,173,-35,-1.0
28,Queens,2020-07,0,142,-31,-1.0
28,Queens,2020-08,0,120,-22,-1.0
28,Queens,2020-09,0,94,-26,-1.0
28,Queens,2020-10,0,78,-16,-1.0
28,Queens,2020-11,0,65,-13,-1.0
28,Queens,2020-12,0,54,-11,-1.0
28,Queens,2021-01,0,19,-35,-1.0
28,Queens,2021-02,0,6,-13,-1.0
28,Queens,2021-03,0,0,-6,-1.0
28,Queens,2021-04,0,0,0,
28,Queens,2021-05,0,0,0,
28,Queens,2021-06,0,0,0,
28,Queens,2021-07,0,0,0,
28,Queens,2021-08,0,0,0,
28,Queens,2021-09,0,0,0,
28,Queens,2021-10,1,1,1,
28,Queens,2021-11,0,1,0,
28,Queens,2021-12,1,2,1,
28,Queens,2022-01,3,5,3,
28,Queens,2022-02,1,6,1,
28,Queens,2022-03,6,12,6,
28,Queens,2022-04,5,17,5,
28,Queens,2022-05,7,24,7,
28,Queens,2022-06,6,30,6,
28,Queens,2022-07,5,35,5,
28,Queens,2022-08,4,39,4,
28,Queens,2022-09,7,46,7,
28,Queens,2022-10,4,49,3,3.0
28,Queens,2022-11,8,57,8,
28,Queens,2022-12,3,59,2,2.0
28,Queens,2023-01,7,63,4,1.3333
28,Queens,2023-02,0,62,-1,-1.0
28,Queens,2023-03,4,60,-2,-0.3333
28,Queens,2023-04,10,65,5,1.0
28,Queens,2023-05,13,71,6,0.8571
28,Queens,2023-06,11,76,5,0.8333
28,Queens,2023-07,14,85,9,1.8
28,Queens,2023-08,27,108,23,5.75
28,Queens,2023-09,10,111,3,0.4286
28,Queens,2023-10,13,120,9,2.25
28,Queens,2023-11,15,127,7,0.875
28,Queens,2023-12,12,136,9,3.0
28,Queens,2024-01,18,147,11,1.5714
28,Queens,2024-02,14,161,14,
28,Queens,2024-03,19,176,15,3.75
28,Queens,2024-04,31,197,21,2.1
28,Queens,2024-05,31,215,18,1.3846
28,Queens,2024-06,17,221,6,0.5455
28,Queens,2024-07,32,239,18,1.2857
28,Queens,2024-08,26,238,-1,-0.037
28,Queens,2024-09,21,249,11,1.1
28,Queens,2024-10,18,254,5,0.3846
28,Queens,2024-11,13,252,-2,-0.1333
28,Queens,2024-12,17,257,5,0.4167
28,Queens,2025-01,16,255,-2,-0.1111
28,Queens,2025-02,14,255,0,0.0
28,Queens,2025-03,23,259,4,0.2105
28,Queens,2025-04,22,250,-9,-0.2903
28,Queens,2025-05,29,248,-2,-0.0645
28,Queens,2025-06,18,249,1,0.0588
28,Queens,2025-07,21,238,-11,-0.3438
28,Queens,2025-08,18,230,-8,-0.3077
28,Queens,2025-09,22,231,1,0.0476
28,Queens,2025-10,31,244,13,0.7222
28,Queens,2025-11,17,248,4,0.3077
28,Queens,2025-12,17,248,0,0.0
28,Queens,2026-01,20,252,4,0.25
28,Queens,2026-02,24,262,10,0.7143
28,Queens,2026-03,31,270,8,0.3478
28,Queens,2026-04,36,284,14,0.6364
28,Queens,2026-05,29,284,0,0.0
28,Queens,2026-06,12,278,-6,-0.3333
29,Queens,2017-01,16,,,
29,Queens,2017-02,15,,,
29,Queens,2017-03,20,,,
29,Queens,2017-04,16,,,
29,Queens,2017-05,20,,,
29,Queens,2017-06,25,,,
29,Queens,2017-07,16,,,
29,Queens,2017-08,12,,,
29,Queens,2017-09,18,,,
29,Queens,2017-10,18,,,
29,Queens,2017-11,15,,,
29,Queens,2017-12,5,196,,
29,Queens,2018-01,21,201,5,0.3125
29,Queens,2018-02,20,206,5,0.3333
29,Queens,2018-03,23,209,3,0.15
29,Queens,2018-04,15,208,-1,-0.0625
29,Queens,2018-05,19,207,-1,-0.05
29,Queens,2018-06,8,190,-17,-0.68
29,Queens,2018-07,27,201,11,0.6875
29,Queens,2018-08,20,209,8,0.6667
29,Queens,2018-09,18,209,0,0.0
29,Queens,2018-10,16,207,-2,-0.1111
29,Queens,2018-11,15,207,0,0.0
29,Queens,2018-12,8,210,3,0.6
29,Queens,2019-01,14,203,-7,-0.3333
29,Queens,2019-02,23,206,3,0.15
29,Queens,2019-03,18,201,-5,-0.2174
29,Queens,2019-04,13,199,-2,-0.1333
29,Queens,2019-05,12,192,-7,-0.3684
29,Queens,2019-06,10,194,2,0.25
29,Queens,2019-07,12,179,-15,-0.5556
29,Queens,2019-08,9,168,-11,-0.55
29,Queens,2019-09,13,163,-5,-0.2778
29,Queens,2019-10,4,151,-12,-0.75
29,Queens,2019-11,15,151,0,0.0
29,Queens,2019-12,12,155,4,0.5
29,Queens,2020-01,13,154,-1,-0.0714
29,Queens,2020-02,15,146,-8,-0.3478
29,Queens,2020-03,5,133,-13,-0.7222
29,Queens,2020-04,0,120,-13,-1.0
29,Queens,2020-05,0,108,-12,-1.0
29,Queens,2020-06,0,98,-10,-1.0
29,Queens,2020-07,0,86,-12,-1.0
29,Queens,2020-08,0,77,-9,-1.0
29,Queens,2020-09,0,64,-13,-1.0
29,Queens,2020-10,0,60,-4,-1.0
29,Queens,2020-11,0,45,-15,-1.0
29,Queens,2020-12,0,33,-12,-1.0
29,Queens,2021-01,0,20,-13,-1.0
29,Queens,2021-02,0,5,-15,-1.0
29,Queens,2021-03,0,0,-5,-1.0
29,Queens,2021-04,0,0,0,
29,Queens,2021-05,0,0,0,
29,Queens,2021-06,1,1,1,
29,Queens,2021-07,0,1,0,
29,Queens,2021-08,0,1,0,
29,Queens,2021-09,0,1,0,
29,Queens,2021-10,1,2,1,
29,Queens,2021-11,1,3,1,
29,Queens,2021-12,0,3,0,
29,Queens,2022-01,0,3,0,
29,Queens,2022-02,0,3,0,
29,Queens,2022-03,6,9,6,
29,Queens,2022-04,2,11,2,
29,Queens,2022-05,4,15,4,
29,Queens,2022-06,2,16,1,1.0
29,Queens,2022-07,2,18,2,
29,Queens,2022-08,2,20,2,
29,Queens,2022-09,1,21,1,
29,Queens,2022-10,1,21,0,0.0
29,Queens,2022-11,5,25,4,4.0
29,Queens,2022-12,5,30,5,
29,Queens,2023-01,6,36,6,
29,Queens,2023-02,11,47,11,
29,Queens,2023-03,10,51,4,0.6667
29,Queens,2023-04,6,55,4,2.0
29,Queens,2023-05,9,60,5,1.25
29,Queens,2023-06,8,66,6,3.0
29,Queens,2023-07,5,69,3,1.5
29,Queens,2023-08,12,79,10,5.0
29,Queens,2023-09,3,81,2,2.0
29,Queens,2023-10,7,87,6,6.0
29,Queens,2023-11,9,91,4,0.8
29,Queens,2023-12,7,93,2,0.4
29,Queens,2024-01,23,110,17,2.8333
29,Queens,2024-02,10,109,-1,-0.0909
29,Queens,2024-03,18,117,8,0.8
29,Queens,2024-04,27,138,21,3.5
29,Queens,2024-05,18,147,9,1.0
29,Queens,2024-06,15,154,7,0.875
29,Queens,2024-07,28,177,23,4.6
29,Queens,2024-08,15,180,3,0.25
29,Queens,2024-09,10,187,7,2.3333
29,Queens,2024-10,13,193,6,0.8571
29,Queens,2024-11,8,192,-1,-0.1111
29,Queens,2024-12,11,196,4,0.5714
29,Queens,2025-01,16,189,-7,-0.3043
29,Queens,2025-02,25,204,15,1.5
29,Queens,2025-03,28,214,10,0.5556
29,Queens,2025-04,18,205,-9,-0.3333
29,Queens,2025-05,20,207,2,0.1111
29,Queens,2025-06,26,218,11,0.7333
29,Queens,2025-07,24,214,-4,-0.1429
29,Queens,2025-08,30,229,15,1.0
29,Queens,2025-09,29,248,19,1.9
29,Queens,2025-10,27,262,14,1.0769
29,Queens,2025-11,13,267,5,0.625
29,Queens,2025-12,19,275,8,0.7273
29,Queens,2026-01,24,283,8,0.5
29,Queens,2026-02,10,268,-15,-0.6
29,Queens,2026-03,26,266,-2,-0.0714
29,Queens,2026-04,21,269,3,0.1667
29,Queens,2026-05,14,263,-6,-0.3
29,Queens,2026-06,17,254,-9,-0.3462
30,Queens,2017-01,19,,,
30,Queens,2017-02,18,,,
30,Queens,2017-03,18,,,
30,Queens,2017-04,15,,,
30,Queens,2017-05,15,,,
30,Queens,2017-06,8,,,
30,Queens,2017-07,14,,,
30,Queens,2017-08,21,,,
30,Queens,2017-09,15,,,
30,Queens,2017-10,19,,,
30,Queens,2017-11,16,,,
30,Queens,2017-12,5,183,,
30,Queens,2018-01,16,180,-3,-0.1579
30,Queens,2018-02,13,175,-5,-0.2778
30,Queens,2018-03,13,170,-5,-0.2778
30,Queens,2018-04,12,167,-3,-0.2
30,Queens,2018-05,6,158,-9,-0.6
30,Queens,2018-06,15,165,7,0.875
30,Queens,2018-07,18,169,4,0.2857
30,Queens,2018-08,21,169,0,0.0
30,Queens,2018-09,9,163,-6,-0.4
30,Queens,2018-10,11,155,-8,-0.4211
30,Queens,2018-11,9,148,-7,-0.4375
30,Queens,2018-12,7,150,2,0.4
30,Queens,2019-01,21,155,5,0.3125
30,Queens,2019-02,8,150,-5,-0.3846
30,Queens,2019-03,8,145,-5,-0.3846
30,Queens,2019-04,6,139,-6,-0.5
30,Queens,2019-05,10,143,4,0.6667
30,Queens,2019-06,10,138,-5,-0.3333
30,Queens,2019-07,11,131,-7,-0.3889
30,Queens,2019-08,8,118,-13,-0.619
30,Queens,2019-09,7,116,-2,-0.2222
30,Queens,2019-10,6,111,-5,-0.4545
30,Queens,2019-11,12,114,3,0.3333
30,Queens,2019-12,10,117,3,0.4286
30,Queens,2020-01,14,110,-7,-0.3333
30,Queens,2020-02,9,111,1,0.125
30,Queens,2020-03,0,103,-8,-1.0
30,Queens,2020-04,0,97,-6,-1.0
30,Queens,2020-05,0,87,-10,-1.0
30,Queens,2020-06,0,77,-10,-1.0
30,Queens,2020-07,0,66,-11,-1.0
30,Queens,2020-08,0,58,-8,-1.0
30,Queens,2020-09,0,51,-7,-1.0
30,Queens,2020-10,0,45,-6,-1.0
30,Queens,2020-11,0,33,-12,-1.0
30,Queens,2020-12,0,23,-10,-1.0
30,Queens,2021-01,0,9,-14,-1.0
30,Queens,2021-02,0,0,-9,-1.0
30,Queens,2021-03,0,0,0,
30,Queens,2021-04,0,0,0,
30,Queens,2021-05,0,0,0,
30,Queens,2021-06,0,0,0,
30,Queens,2021-07,0,0,0,
30,Queens,2021-08,0,0,0,
30,Queens,2021-09,0,0,0,
30,Queens,2021-10,0,0,0,
30,Queens,2021-11,0,0,0,
30,Queens,2021-12,0,0,0,
30,Queens,2022-01,2,2,2,
30,Queens,2022-02,1,3,1,
30,Queens,2022-03,2,5,2,
30,Queens,2022-04,1,6,1,
30,Queens,2022-05,2,8,2,
30,Queens,2022-06,0,8,0,
30,Queens,2022-07,2,10,2,
30,Queens,2022-08,0,10,0,
30,Queens,2022-09,5,15,5,
30,Queens,2022-10,5,20,5,
30,Queens,2022-11,5,25,5,
30,Queens,2022-12,0,25,0,
30,Queens,2023-01,1,24,-1,-0.5
30,Queens,2023-02,4,27,3,3.0
30,Queens,2023-03,2,27,0,0.0
30,Queens,2023-04,4,30,3,3.0
30,Queens,2023-05,14,42,12,6.0
30,Queens,2023-06,8,50,8,
30,Queens,2023-07,10,58,8,4.0
30,Queens,2023-08,5,63,5,
30,Queens,2023-09,7,65,2,0.4
30,Queens,2023-10,3,63,-2,-0.4
30,Queens,2023-11,5,63,0,0.0
30,Queens,2023-12,1,64,1,
30,Queens,2024-01,9,72,8,8.0
30,Queens,2024-02,9,77,5,1.25
30,Queens,2024-03,5,80,3,1.5
30,Queens,2024-04,11,87,7,1.75
30,Queens,2024-05,11,84,-3,-0.2143
30,Queens,2024-06,16,92,8,1.0
30,Queens,2024-07,10,92,0,0.0
30,Queens,2024-08,11,98,6,1.2
30,Queens,2024-09,5,96,-2,-0.2857
30,Queens,2024-10,6,99,3,1.0
30,Queens,2024-11,9,103,4,0.8
30,Queens,2024-12,1,103,0,0.0
30,Queens,2025-01,7,101,-2,-0.2222
30,Queens,2025-02,11,103,2,0.2222
30,Queens,2025-03,16,114,11,2.2
30,Queens,2025-04,6,109,-5,-0.4545
30,Queens,2025-05,14,112,3,0.2727
30,Queens,2025-06,7,103,-9,-0.5625
30,Queens,2025-07,18,111,8,0.8
30,Queens,2025-08,11,111,0,0.0
30,Queens,2025-09,21,127,16,3.2
30,Queens,2025-10,15,136,9,1.5
30,Queens,2025-11,11,138,2,0.2222
30,Queens,2025-12,17,154,16,16.0
30,Queens,2026-01,10,157,3,0.4286
30,Queens,2026-02,7,153,-4,-0.3636
30,Queens,2026-03,25,162,9,0.5625
30,Queens,2026-04,4,160,-2,-0.3333
30,Queens,2026-05,4,150,-10,-0.7143
30,Queens,2026-06,10,153,3,0.4286
31,Queens,2017-01,32,,,
31,Queens,2017-02,30,,,
31,Queens,2017-03,54,,,
31,Queens,2017-04,38,,,
31,Queens,2017-05,51,,,
31,Queens,2017-06,46,,,
31,Queens,2017-07,47,,,
31,Queens,2017-08,48,,,
31,Queens,2017-09,42,,,
31,Queens,2017-10,41,,,
31,Queens,2017-11,39,,,
31,Queens,2017-12,33,501,,
31,Queens,2018-01,51,520,19,0.5938
31,Queens,2018-02,43,533,13,0.4333
31,Queens,2018-03,48,527,-6,-0.1111
31,Queens,2018-04,35,524,-3,-0.0789
31,Queens,2018-05,46,519,-5,-0.098
31,Queens,2018-06,43,516,-3,-0.0652
31,Queens,2018-07,31,500,-16,-0.3404
31,Queens,2018-08,52,504,4,0.0833
31,Queens,2018-09,33,495,-9,-0.2143
31,Queens,2018-10,44,498,3,0.0732
31,Queens,2018-11,35,494,-4,-0.1026
31,Queens,2018-12,26,487,-7,-0.2121
31,Queens,2019-01,47,483,-4,-0.0784
31,Queens,2019-02,28,468,-15,-0.3488
31,Queens,2019-03,43,463,-5,-0.1042
31,Queens,2019-04,45,473,10,0.2857
31,Queens,2019-05,33,460,-13,-0.2826
31,Queens,2019-06,31,448,-12,-0.2791
31,Queens,2019-07,37,454,6,0.1935
31,Queens,2019-08,37,439,-15,-0.2885
31,Queens,2019-09,43,449,10,0.303
31,Queens,2019-10,36,441,-8,-0.1818
31,Queens,2019-11,31,437,-4,-0.1143
31,Queens,2019-12,15,426,-11,-0.4231
31,Queens,2020-01,50,429,3,0.0638
31,Queens,2020-02,36,437,8,0.2857
31,Queens,2020-03,5,399,-38,-0.8837
31,Queens,2020-04,0,354,-45,-1.0
31,Queens,2020-05,0,321,-33,-1.0
31,Queens,2020-06,0,290,-31,-1.0
31,Queens,2020-07,0,253,-37,-1.0
31,Queens,2020-08,0,216,-37,-1.0
31,Queens,2020-09,0,173,-43,-1.0
31,Queens,2020-10,0,137,-36,-1.0
31,Queens,2020-11,0,106,-31,-1.0
31,Queens,2020-12,0,91,-15,-1.0
31,Queens,2021-01,0,41,-50,-1.0
31,Queens,2021-02,0,5,-36,-1.0
31,Queens,2021-03,0,0,-5,-1.0
31,Queens,2021-04,0,0,0,
31,Queens,2021-05,0,0,0,
31,Queens,2021-06,0,0,0,
31,Queens,2021-07,0,0,0,
31,Queens,2021-08,1,1,1,
31,Queens,2021-09,0,1,0,
31,Queens,2021-10,0,1,0,
31,Queens,2021-11,0,1,0,
31,Queens,2021-12,1,2,1,
31,Queens,2022-01,3,5,3,
31,Queens,2022-02,3,8,3,
31,Queens,2022-03,2,10,2,
31,Queens,2022-04,2,12,2,
31,Queens,2022-05,9,21,9,
31,Queens,2022-06,4,25,4,
31,Queens,2022-07,9,34,9,
31,Queens,2022-08,8,41,7,7.0
31,Queens,2022-09,6,47,6,
31,Queens,2022-10,3,50,3,
31,Queens,2022-11,7,57,7,
31,Queens,2022-12,8,64,7,7.0
31,Queens,2023-01,7,68,4,1.3333
31,Queens,2023-02,5,70,2,0.6667
31,Queens,2023-03,14,82,12,6.0
31,Queens,2023-04,11,91,9,4.5
31,Queens,2023-05,14,96,5,0.5556
31,Queens,2023-06,14,106,10,2.5
31,Queens,2023-07,12,109,3,0.3333
31,Queens,2023-08,19,120,11,1.375
31,Queens,2023-09,12,126,6,1.0
31,Queens,2023-10,20,143,17,5.6667
31,Queens,2023-11,26,162,19,2.7143
31,Queens,2023-12,15,169,7,0.875
31,Queens,2024-01,24,186,17,2.4286
31,Queens,2024-02,20,201,15,3.0
31,Queens,2024-03,21,208,7,0.5
31,Queens,2024-04,40,237,29,2.6364
31,Queens,2024-05,29,252,15,1.0714
31,Queens,2024-06,34,272,20,1.4286
31,Queens,2024-07,42,302,30,2.5
31,Queens,2024-08,27,310,8,0.4211
31,Queens,2024-09,52,350,40,3.3333
31,Queens,2024-10,49,379,29,1.45
31,Queens,2024-11,16,369,-10,-0.3846
31,Queens,2024-12,33,387,18,1.2
31,Queens,2025-01,45,408,21,0.875
31,Queens,2025-02,21,409,1,0.05
31,Queens,2025-03,34,422,13,0.619
31,Queens,2025-04,50,432,10,0.25
31,Queens,2025-05,33,436,4,0.1379
31,Queens,2025-06,19,421,-15,-0.4412
31,Queens,2025-07,65,444,23,0.5476
31,Queens,2025-08,66,483,39,1.4444
31,Queens,2025-09,56,487,4,0.0769
31,Queens,2025-10,60,498,11,0.2245
31,Queens,2025-11,34,516,18,1.125
31,Queens,2025-12,29,512,-4,-0.1212
31,Queens,2026-01,42,509,-3,-0.0667
31,Queens,2026-02,42,530,21,1.0
31,Queens,2026-03,47,543,13,0.3824
31,Queens,2026-04,55,548,5,0.1
31,Queens,2026-05,30,545,-3,-0.0909
31,Queens,2026-06,38,564,19,1.0
32,Queens,2017-01,20,,,
32,Queens,2017-02,17,,,
32,Queens,2017-03,17,,,
32,Queens,2017-04,18,,,
32,Queens,2017-05,18,,,
32,Queens,2017-06,18,,,
32,Queens,2017-07,20,,,
32,Queens,2017-08,17,,,
32,Queens,2017-09,18,,,
32,Queens,2017-10,27,,,
32,Queens,2017-11,9,,,
32,Queens,2017-12,15,214,,
32,Queens,2018-01,18,212,-2,-0.1
32,Queens,2018-02,23,218,6,0.3529
32,Queens,2018-03,15,216,-2,-0.1176
32,Queens,2018-04,15,213,-3,-0.1667
32,Queens,2018-05,17,212,-1,-0.0556
32,Queens,2018-06,11,205,-7,-0.3889
32,Queens,2018-07,18,203,-2,-0.1
32,Queens,2018-08,25,211,8,0.4706
32,Queens,2018-09,14,207,-4,-0.2222
32,Queens,2018-10,11,191,-16,-0.5926
32,Queens,2018-11,15,197,6,0.6667
32,Queens,2018-12,8,190,-7,-0.4667
32,Queens,2019-01,27,199,9,0.5
32,Queens,2019-02,18,194,-5,-0.2174
32,Queens,2019-03,24,203,9,0.6
32,Queens,2019-04,23,211,8,0.5333
32,Queens,2019-05,22,216,5,0.2941
32,Queens,2019-06,14,219,3,0.2727
32,Queens,2019-07,26,227,8,0.4444
32,Queens,2019-08,21,223,-4,-0.16
32,Queens,2019-09,22,231,8,0.5714
32,Queens,2019-10,9,229,-2,-0.1818
32,Queens,2019-11,19,233,4,0.2667
32,Queens,2019-12,3,228,-5,-0.625
32,Queens,2020-01,12,213,-15,-0.5556
32,Queens,2020-02,12,207,-6,-0.3333
32,Queens,2020-03,4,187,-20,-0.8333
32,Queens,2020-04,0,164,-23,-1.0
32,Queens,2020-05,0,142,-22,-1.0
32,Queens,2020-06,0,128,-14,-1.0
32,Queens,2020-07,0,102,-26,-1.0
32,Queens,2020-08,0,81,-21,-1.0
32,Queens,2020-09,0,59,-22,-1.0
32,Queens,2020-10,0,50,-9,-1.0
32,Queens,2020-11,0,31,-19,-1.0
32,Queens,2020-12,0,28,-3,-1.0
32,Queens,2021-01,0,16,-12,-1.0
32,Queens,2021-02,0,4,-12,-1.0
32,Queens,2021-03,0,0,-4,-1.0
32,Queens,2021-04,0,0,0,
32,Queens,2021-05,0,0,0,
32,Queens,2021-06,0,0,0,
32,Queens,2021-07,0,0,0,
32,Queens,2021-08,0,0,0,
32,Queens,2021-09,2,2,2,
32,Queens,2021-10,0,2,0,
32,Queens,2021-11,0,2,0,
32,Queens,2021-12,0,2,0,
32,Queens,2022-01,1,3,1,
32,Queens,2022-02,1,4,1,
32,Queens,2022-03,1,5,1,
32,Queens,2022-04,0,5,0,
32,Queens,2022-05,2,7,2,
32,Queens,2022-06,7,14,7,
32,Queens,2022-07,2,16,2,
32,Queens,2022-08,1,17,1,
32,Queens,2022-09,3,18,1,0.5
32,Queens,2022-10,2,20,2,
32,Queens,2022-11,0,20,0,
32,Queens,2022-12,0,20,0,
32,Queens,2023-01,3,22,2,2.0
32,Queens,2023-02,2,23,1,1.0
32,Queens,2023-03,7,29,6,6.0
32,Queens,2023-04,7,36,7,
32,Queens,2023-05,9,43,7,3.5
32,Queens,2023-06,7,43,0,0.0
32,Queens,2023-07,11,52,9,4.5
32,Queens,2023-08,11,62,10,10.0
32,Queens,2023-09,6,65,3,1.0
32,Queens,2023-10,19,82,17,8.5
32,Queens,2023-11,7,89,7,
