coundist,borough,month,evictions,evictions_12mo,yoy_diff,yoy_change
13,Bronx,2023-07,20,145,18,9.0
13,Bronx,2023-08,27,161,16,1.4545
13,Bronx,2023-09,24,180,19,3.8
13,Bronx,2023-10,23,196,16,2.2857
13,Bronx,2023-11,15,198,2,0.1538
13,Bronx,2023-12,15,205,7,0.875
13,Bronx,2024-01,24,216,11,0.8462
13,Bronx,2024-02,20,221,5,0.3333
13,Bronx,2024-03,9,217,-4,-0.3077
13,Bronx,2024-04,8,218,1,0.1429
13,Bronx,2024-05,11,215,-3,-0.2143
13,Bronx,2024-06,4,200,-15,-0.7895
13,Bronx,2024-07,28,208,8,0.4
13,Bronx,2024-08,34,215,7,0.2593
13,Bronx,2024-09,41,232,17,0.7083
13,Bronx,2024-10,37,246,14,0.6087
13,Bronx,2024-11,23,254,8,0.5333
13,Bronx,2024-12,16,255,1,0.0667
13,Bronx,2025-01,21,252,-3,-0.125
13,Bronx,2025-02,27,259,7,0.35
13,Bronx,2025-03,14,264,5,0.5556
13,Bronx,2025-04,29,285,21,2.625
13,Bronx,2025-05,20,294,9,0.8182
13,Bronx,2025-06,35,325,31,7.75
13,Bronx,2025-07,12,309,-16,-0.5714
13,Bronx,2025-08,23,298,-11,-0.3235
13,Bronx,2025-09,17,274,-24,-0.5854
13,Bronx,2025-10,37,274,0,0.0
13,Bronx,2025-11,17,268,-6,-0.2609
13,Bronx,2025-12,24,276,8,0.5
13,Bronx,2026-01,15,270,-6,-0.2857
13,Bronx,2026-02,18,261,-9,-0.3333
13,Bronx,2026-03,17,264,3,0.2143
13,Bronx,2026-04,17,252,-12,-0.4138
13,Bronx,2026-05,19,251,-1,-0.05
13,Bronx,2026-06,23,239,-12,-0.3429
14,Bronx,2017-01,89,,,
14,Bronx,2017-02,74,,,
14,Bronx,2017-03,78,,,
14,Bronx,2017-04,69,,,
14,Bronx,2017-05,111,,,
14,Bronx,2017-06,88,,,
14,Bronx,2017-07,61,,,
14,Bronx,2017-08,78,,,
14,Bronx,2017-09,94,,,
14,Bronx,2017-10,109,,,
14,Bronx,2017-11,99,,,
14,Bronx,2017-12,69,1019,,
14,Bronx,2018-01,109,1039,20,0.2247
14,Bronx,2018-02,79,1044,5,0.0676
14,Bronx,2018-03,71,1037,-7,-0.0897
14,Bronx,2018-04,69,1037,0,0.0
14,Bronx,2018-05,97,1023,-14,-0.1261
14,Bronx,2018-06,82,1017,-6,-0.0682
14,Bronx,2018-07,68,1024,7,0.1148
14,Bronx,2018-08,69,1015,-9,-0.1154
14,Bronx,2018-09,49,970,-45,-0.4787
14,Bronx,2018-10,56,917,-53,-0.4862
14,Bronx,2018-11,62,880,-37,-0.3737
14,Bronx,2018-12,39,850,-30,-0.4348
14,Bronx,2019-01,73,814,-36,-0.3303
14,Bronx,2019-02,48,783,-31,-0.3924
14,Bronx,2019-03,57,769,-14,-0.1972
14,Bronx,2019-04,61,761,-8,-0.1159
14,Bronx,2019-05,73,737,-24,-0.2474
14,Bronx,2019-06,56,711,-26,-0.3171
14,Bronx,2019-07,66,709,-2,-0.0294
14,Bronx,2019-08,50,690,-19,-0.2754
14,Bronx,2019-09,55,696,6,0.1224
14,Bronx,2019-10,37,677,-19,-0.3393
14,Bronx,2019-11,41,656,-21,-0.3387
14,Bronx,2019-12,31,648,-8,-0.2051
14,Bronx,2020-01,72,647,-1,-0.0137
14,Bronx,2020-02,48,647,0,0.0
14,Bronx,2020-03,17,607,-40,-0.7018
14,Bronx,2020-04,0,546,-61,-1.0
14,Bronx,2020-05,0,473,-73,-1.0
14,Bronx,2020-06,0,417,-56,-1.0
14,Bronx,2020-07,0,351,-66,-1.0
14,Bronx,2020-08,0,301,-50,-1.0
14,Bronx,2020-09,0,246,-55,-1.0
14,Bronx,2020-10,0,209,-37,-1.0
14,Bronx,2020-11,0,168,-41,-1.0
14,Bronx,2020-12,0,137,-31,-1.0
14,Bronx,2021-01,0,65,-72,-1.0
14,Bronx,2021-02,0,17,-48,-1.0
14,Bronx,2021-03,0,0,-17,-1.0
14,Bronx,2021-04,0,0,0,
14,Bronx,2021-05,0,0,0,
14,Bronx,2021-06,1,1,1,
14,Bronx,2021-07,1,2,1,
14,Bronx,2021-08,0,2,0,
14,Bronx,2021-09,0,2,0,
14,Bronx,2021-10,0,2,0,
14,Bronx,2021-11,0,2,0,
14,Bronx,2021-12,1,3,1,
14,Bronx,2022-01,4,7,4,
14,Bronx,2022-02,6,13,6,
14,Bronx,2022-03,2,15,2,
14,Bronx,2022-04,7,22,7,
14,Bronx,2022-05,12,34,12,
14,Bronx,2022-06,7,40,6,6.0
14,Bronx,2022-07,10,49,9,9.0
14,Bronx,2022-08,8,57,8,
14,Bronx,2022-09,14,71,14,
14,Bronx,2022-10,26,97,26,
14,Bronx,2022-11,18,115,18,
14,Bronx,2022-12,16,130,15,15.0
14,Bronx,2023-01,34,160,30,7.5
14,Bronx,2023-02,19,173,13,2.1667
14,Bronx,2023-03,35,206,33,16.5
14,Bronx,2023-04,31,230,24,3.4286
14,Bronx,2023-05,31,249,19,1.5833
14,Bronx,2023-06,56,298,49,7.0
14,Bronx,2023-07,50,338,40,4.0
14,Bronx,2023-08,67,397,59,7.375
14,Bronx,2023-09,62,445,48,3.4286
14,Bronx,2023-10,74,493,48,1.8462
14,Bronx,2023-11,43,518,25,1.3889
14,Bronx,2023-12,40,542,24,1.5
14,Bronx,2024-01,69,577,35,1.0294
14,Bronx,2024-02,56,614,37,1.9474
14,Bronx,2024-03,27,606,-8,-0.2286
14,Bronx,2024-04,27,602,-4,-0.129
14,Bronx,2024-05,33,604,2,0.0645
14,Bronx,2024-06,36,584,-20,-0.3571
14,Bronx,2024-07,47,581,-3,-0.06
14,Bronx,2024-08,61,575,-6,-0.0896
14,Bronx,2024-09,73,586,11,0.1774
14,Bronx,2024-10,78,590,4,0.0541
14,Bronx,2024-11,52,599,9,0.2093
14,Bronx,2024-12,57,616,17,0.425
14,Bronx,2025-01,79,626,10,0.1449
14,Bronx,2025-02,54,624,-2,-0.0357
14,Bronx,2025-03,75,672,48,1.7778
14,Bronx,2025-04,92,737,65,2.4074
14,Bronx,2025-05,78,782,45,1.3636
14,Bronx,2025-06,72,818,36,1.0
14,Bronx,2025-07,74,845,27,0.5745
14,Bronx,2025-08,56,840,-5,-0.082
14,Bronx,2025-09,59,826,-14,-0.1918
14,Bronx,2025-10,61,809,-17,-0.2179
14,Bronx,2025-11,51,808,-1,-0.0192
14,Bronx,2025-12,45,796,-12,-0.2105
14,Bronx,2026-01,38,755,-41,-0.519
14,Bronx,2026-02,44,745,-10,-0.1852
14,Bronx,2026-03,61,731,-14,-0.1867
14,Bronx,2026-04,69,708,-23,-0.25
14,Bronx,2026-05,60,690,-18,-0.2308
14,Bronx,2026-06,66,684,-6,-0.0833
15,Bronx,2017-01,117,,,
15,Bronx,2017-02,101,,,
15,Bronx,2017-03,103,,,
15,Bronx,2017-04,112,,,
15,Bronx,2017-05,112,,,
15,Bronx,2017-06,123,,,
15,Bronx,2017-07,71,,,
15,Bronx,2017-08,116,,,
15,Bronx,2017-09,94,,,
15,Bronx,2017-10,108,,,
15,Bronx,2017-11,103,,,
15,Bronx,2017-12,90,1250,,
15,Bronx,2018-01,146,1279,29,0.2479
15,Bronx,2018-02,98,1276,-3,-0.0297
15,Bronx,2018-03,87,1260,-16,-0.1553
15,Bronx,2018-04,114,1262,2,0.0179
15,Bronx,2018-05,113,1263,1,0.0089
15,Bronx,2018-06,95,1235,-28,-0.2276
15,Bronx,2018-07,82,1246,11,0.1549
15,Bronx,2018-08,92,1222,-24,-0.2069
15,Bronx,2018-09,64,1192,-30,-0.3191
15,Bronx,2018-10,66,1150,-42,-0.3889
15,Bronx,2018-11,61,1108,-42,-0.4078
15,Bronx,2018-12,56,1074,-34,-0.3778
15,Bronx,2019-01,94,1022,-52,-0.3562
15,Bronx,2019-02,71,995,-27,-0.2755
15,Bronx,2019-03,67,975,-20,-0.2299
15,Bronx,2019-04,94,955,-20,-0.1754
15,Bronx,2019-05,84,926,-29,-0.2566
15,Bronx,2019-06,76,907,-19,-0.2
15,Bronx,2019-07,68,893,-14,-0.1707
15,Bronx,2019-08,78,879,-14,-0.1522
15,Bronx,2019-09,80,895,16,0.25
15,Bronx,2019-10,53,882,-13,-0.197
15,Bronx,2019-11,49,870,-12,-0.1967
15,Bronx,2019-12,55,869,-1,-0.0179
15,Bronx,2020-01,66,841,-28,-0.2979
15,Bronx,2020-02,53,823,-18,-0.2535
15,Bronx,2020-03,24,780,-43,-0.6418
15,Bronx,2020-04,0,686,-94,-1.0
15,Bronx,2020-05,0,602,-84,-1.0
15,Bronx,2020-06,0,526,-76,-1.0
15,Bronx,2020-07,0,458,-68,-1.0
15,Bronx,2020-08,0,380,-78,-1.0
15,Bronx,2020-09,0,300,-80,-1.0
15,Bronx,2020-10,0,247,-53,-1.0
15,Bronx,2020-11,0,198,-49,-1.0
15,Bronx,2020-12,0,143,-55,-1.0
15,Bronx,2021-01,0,77,-66,-1.0
15,Bronx,2021-02,0,24,-53,-1.0
15,Bronx,2021-03,0,0,-24,-1.0
15,Bronx,2021-04,0,0,0,
15,Bronx,2021-05,0,0,0,
15,Bronx,2021-06,0,0,0,
15,Bronx,2021-07,0,0,0,
15,Bronx,2021-08,4,4,4,
15,Bronx,2021-09,0,4,0,
15,Bronx,2021-10,0,4,0,
15,Bronx,2021-11,1,5,1,
15,Bronx,2021-12,0,5,0,
15,Bronx,2022-01,5,10,5,
15,Bronx,2022-02,5,15,5,
15,Bronx,2022-03,7,22,7,
15,Bronx,2022-04,6,28,6,
15,Bronx,2022-05,9,37,9,
15,Bronx,2022-06,13,50,13,
15,Bronx,2022-07,8,58,8,
15,Bronx,2022-08,15,69,11,2.75
15,Bronx,2022-09,13,82,13,
15,Bronx,2022-10,33,115,33,
15,Bronx,2022-11,25,139,24,24.0
15,Bronx,2022-12,15,154,15,
15,Bronx,2023-01,45,194,40,8.0
15,Bronx,2023-02,29,218,24,4.8
15,Bronx,2023-03,36,247,29,4.1429
15,Bronx,2023-04,31,272,25,4.1667
15,Bronx,2023-05,45,308,36,4.0
15,Bronx,2023-06,71,366,58,4.4615
15,Bronx,2023-07,69,427,61,7.625
15,Bronx,2023-08,82,494,67,4.4667
15,Bronx,2023-09,76,557,63,4.8462
15,Bronx,2023-10,116,640,83,2.5152
15,Bronx,2023-11,84,699,59,2.36
15,Bronx,2023-12,49,733,34,2.2667
15,Bronx,2024-01,77,765,32,0.7111
15,Bronx,2024-02,44,780,15,0.5172
15,Bronx,2024-03,48,792,12,0.3333
15,Bronx,2024-04,45,806,14,0.4516
15,Bronx,2024-05,41,802,-4,-0.0889
15,Bronx,2024-06,46,777,-25,-0.3521
15,Bronx,2024-07,73,781,4,0.058
15,Bronx,2024-08,74,773,-8,-0.0976
15,Bronx,2024-09,92,789,16,0.2105
15,Bronx,2024-10,88,761,-28,-0.2414
15,Bronx,2024-11,64,741,-20,-0.2381
15,Bronx,2024-12,64,756,15,0.3061
15,Bronx,2025-01,81,760,4,0.0519
15,Bronx,2025-02,73,789,29,0.6591
15,Bronx,2025-03,74,815,26,0.5417
15,Bronx,2025-04,82,852,37,0.8222
15,Bronx,2025-05,69,880,28,0.6829
15,Bronx,2025-06,63,897,17,0.3696
15,Bronx,2025-07,58,882,-15,-0.2055
15,Bronx,2025-08,70,878,-4,-0.0541
15,Bronx,2025-09,70,856,-22,-0.2391
15,Bronx,2025-10,92,860,4,0.0455
15,Bronx,2025-11,53,849,-11,-0.1719
15,Bronx,2025-12,42,827,-22,-0.3438
15,Bronx,2026-01,55,801,-26,-0.321
15,Bronx,2026-02,49,777,-24,-0.3288
15,Bronx,2026-03,80,783,6,0.0811
15,Bronx,2026-04,74,775,-8,-0.0976
15,Bronx,2026-05,60,766,-9,-0.1304
15,Bronx,2026-06,60,763,-3,-0.0476
16,Bronx,2017-01,112,,,
16,Bronx,2017-02,67,,,
16,Bronx,2017-03,63,,,
16,Bronx,2017-04,47,,,
16,Bronx,2017-05,71,,,
16,Bronx,2017-06,75,,,
16,Bronx,2017-07,64,,,
16,Bronx,2017-08,83,,,
16,Bronx,2017-09,72,,,
16,Bronx,2017-10,86,,,
16,Bronx,2017-11,90,,,
16,Bronx,2017-12,83,913,,
16,Bronx,2018-01,100,901,-12,-0.1071
16,Bronx,2018-02,77,911,10,0.1493
16,Bronx,2018-03,62,910,-1,-0.0159
16,Bronx,2018-04,73,936,26,0.5532
16,Bronx,2018-05,95,960,24,0.338
16,Bronx,2018-06,80,965,5,0.0667
16,Bronx,2018-07,61,962,-3,-0.0469
16,Bronx,2018-08,85,964,2,0.0241
16,Bronx,2018-09,72,964,0,0.0
16,Bronx,2018-10,68,946,-18,-0.2093
16,Bronx,2018-11,52,908,-38,-0.4222
16,Bronx,2018-12,62,887,-21,-0.253
16,Bronx,2019-01,84,871,-16,-0.16
16,Bronx,2019-02,56,850,-21,-0.2727
16,Bronx,2019-03,76,864,14,0.2258
16,Bronx,2019-04,76,867,3,0.0411
16,Bronx,2019-05,81,853,-14,-0.1474
16,Bronx,2019-06,66,839,-14,-0.175
16,Bronx,2019-07,64,842,3,0.0492
16,Bronx,2019-08,91,848,6,0.0706
16,Bronx,2019-09,56,832,-16,-0.2222
16,Bronx,2019-10,64,828,-4,-0.0588
16,Bronx,2019-11,38,814,-14,-0.2692
16,Bronx,2019-12,38,790,-24,-0.3871
16,Bronx,2020-01,71,777,-13,-0.1548
16,Bronx,2020-02,64,785,8,0.1429
16,Bronx,2020-03,22,731,-54,-0.7105
16,Bronx,2020-04,0,655,-76,-1.0
16,Bronx,2020-05,0,574,-81,-1.0
16,Bronx,2020-06,0,508,-66,-1.0
16,Bronx,2020-07,0,444,-64,-1.0
16,Bronx,2020-08,0,353,-91,-1.0
16,Bronx,2020-09,0,297,-56,-1.0
16,Bronx,2020-10,0,233,-64,-1.0
16,Bronx,2020-11,0,195,-38,-1.0
16,Bronx,2020-12,0,157,-38,-1.0
16,Bronx,2021-01,0,86,-71,-1.0
16,Bronx,2021-02,0,22,-64,-1.0
16,Bronx,2021-03,0,0,-22,-1.0
16,Bronx,2021-04,0,0,0,
16,Bronx,2021-05,0,0,0,
16,Bronx,2021-06,0,0,0,
16,Bronx,2021-07,0,0,0,
16,Bronx,2021-08,0,0,0,
16,Bronx,2021-09,0,0,0,
16,Bronx,2021-10,0,0,0,
16,Bronx,2021-11,0,0,0,
16,Bronx,2021-12,0,0,0,
16,Bronx,2022-01,2,2,2,
16,Bronx,2022-02,8,10,8,
16,Bronx,2022-03,3,13,3,
16,Bronx,2022-04,1,14,1,
16,Bronx,2022-05,14,28,14,
16,Bronx,2022-06,5,33,5,
16,Bronx,2022-07,13,46,13,
16,Bronx,2022-08,7,53,7,
16,Bronx,2022-09,11,64,11,
16,Bronx,2022-10,19,83,19,
16,Bronx,2022-11,22,105,22,
16,Bronx,2022-12,8,113,8,
16,Bronx,2023-01,31,142,29,14.5
16,Bronx,2023-02,13,147,5,0.625
16,Bronx,2023-03,28,172,25,8.3333
16,Bronx,2023-04,15,186,14,14.0
16,Bronx,2023-05,38,210,24,1.7143
16,Bronx,2023-06,44,249,39,7.8
16,Bronx,2023-07,35,271,22,1.6923
16,Bronx,2023-08,56,320,49,7.0
16,Bronx,2023-09,74,383,63,5.7273
16,Bronx,2023-10,75,439,56,2.9474
16,Bronx,2023-11,37,454,15,0.6818
16,Bronx,2023-12,28,474,20,2.5
16,Bronx,2024-01,51,494,20,0.6452
16,Bronx,2024-02,27,508,14,1.0769
16,Bronx,2024-03,33,513,5,0.1786
16,Bronx,2024-04,30,528,15,1.0
16,Bronx,2024-05,32,522,-6,-0.1579
16,Bronx,2024-06,37,515,-7,-0.1591
16,Bronx,2024-07,59,539,24,0.6857
16,Bronx,2024-08,53,536,-3,-0.0536
16,Bronx,2024-09,67,529,-7,-0.0946
16,Bronx,2024-10,75,529,0,0.0
16,Bronx,2024-11,57,549,20,0.5405
16,Bronx,2024-12,32,553,4,0.1429
16,Bronx,2025-01,53,555,2,0.0392
16,Bronx,2025-02,52,580,25,0.9259
16,Bronx,2025-03,67,614,34,1.0303
16,Bronx,2025-04,76,660,46,1.5333
16,Bronx,2025-05,76,704,44,1.375
16,Bronx,2025-06,77,744,40,1.0811
16,Bronx,2025-07,58,743,-1,-0.0169
16,Bronx,2025-08,69,759,16,0.3019
16,Bronx,2025-09,58,750,-9,-0.1343
16,Bronx,2025-10,74,749,-1,-0.0133
16,Bronx,2025-11,55,747,-2,-0.0351
16,Bronx,2025-12,40,755,8,0.25
16,Bronx,2026-01,51,753,-2,-0.0377
16,Bronx,2026-02,47,748,-5,-0.0962
16,Bronx,2026-03,72,753,5,0.0746
16,Bronx,2026-04,71,748,-5,-0.0658
16,Bronx,2026-05,60,732,-16,-0.2105
16,Bronx,2026-06,51,706,-26,-0.3377
17,Bronx,2017-01,105,,,
17,Bronx,2017-02,68,,,
17,Bronx,2017-03,84,,,
17,Bronx,2017-04,65,,,
17,Bronx,2017-05,70,,,
17,Bronx,2017-06,85,,,
17,Bronx,2017-07,81,,,
17,Bronx,2017-08,96,,,
17,Bronx,2017-09,98,,,
17,Bronx,2017-10,84,,,
17,Bronx,2017-11,74,,,
17,Bronx,2017-12,65,975,,
17,Bronx,2018-01,107,977,2,0.019
17,Bronx,2018-02,86,995,18,0.2647
17,Bronx,2018-03,77,988,-7,-0.0833
17,Bronx,2018-04,75,998,10,0.1538
17,Bronx,2018-05,113,1041,43,0.6143
17,Bronx,2018-06,89,1045,4,0.0471
17,Bronx,2018-07,98,1062,17,0.2099
17,Bronx,2018-08,89,1055,-7,-0.0729
17,Bronx,2018-09,73,1030,-25,-0.2551
17,Bronx,2018-10,75,1021,-9,-0.1071
17,Bronx,2018-11,79,1026,5,0.0676
17,Bronx,2018-12,55,1016,-10,-0.1538
17,Bronx,2019-01,95,1004,-12,-0.1121
17,Bronx,2019-02,90,1008,4,0.0465
17,Bronx,2019-03,61,992,-16,-0.2078
17,Bronx,2019-04,82,999,7,0.0933
17,Bronx,2019-05,77,963,-36,-0.3186
17,Bronx,2019-06,74,948,-15,-0.1685
17,Bronx,2019-07,69,919,-29,-0.2959
17,Bronx,2019-08,61,891,-28,-0.3146
17,Bronx,2019-09,64,882,-9,-0.1233
17,Bronx,2019-10,61,868,-14,-0.1867
17,Bronx,2019-11,57,846,-22,-0.2785
17,Bronx,2019-12,42,833,-13,-0.2364
17,Bronx,2020-01,69,807,-26,-0.2737
17,Bronx,2020-02,47,764,-43,-0.4778
17,Bronx,2020-03,18,721,-43,-0.7049
17,Bronx,2020-04,0,639,-82,-1.0
17,Bronx,2020-05,0,562,-77,-1.0
17,Bronx,2020-06,0,488,-74,-1.0
17,Bronx,2020-07,0,419,-69,-1.0
17,Bronx,2020-08,0,358,-61,-1.0
17,Bronx,2020-09,0,294,-64,-1.0
17,Bronx,2020-10,0,233,-61,-1.0
17,Bronx,2020-11,0,176,-57,-1.0
17,Bronx,2020-12,0,134,-42,-1.0
17,Bronx,2021-01,0,65,-69,-1.0
17,Bronx,2021-02,0,18,-47,-1.0
17,Bronx,2021-03,0,0,-18,-1.0
17,Bronx,2021-04,0,0,0,
17,Bronx,2021-05,0,0,0,
17,Bronx,2021-06,0,0,0,
17,Bronx,2021-07,1,1,1,
17,Bronx,2021-08,0,1,0,
17,Bronx,2021-09,0,1,0,
17,Bronx,2021-10,0,1,0,
17,Bronx,2021-11,0,1,0,
17,Bronx,2021-12,0,1,0,
17,Bronx,2022-01,4,5,4,
17,Bronx,2022-02,4,9,4,
17,Bronx,2022-03,3,12,3,
17,Bronx,2022-04,1,13,1,
17,Bronx,2022-05,9,22,9,
17,Bronx,2022-06,4,26,4,
17,Bronx,2022-07,7,32,6,6.0
17,Bronx,2022-08,7,39,7,
17,Bronx,2022-09,16,55,16,
17,Bronx,2022-10,21,76,21,
17,Bronx,2022-11,15,91,15,
17,Bronx,2022-12,9,100,9,
17,Bronx,2023-01,15,111,11,2.75
17,Bronx,2023-02,18,125,14,3.5
17,Bronx,2023-03,32,154,29,9.6667
17,Bronx,2023-04,24,177,23,23.0
17,Bronx,2023-05,44,212,35,3.8889
17,Bronx,2023-06,54,262,50,12.5
17,Bronx,2023-07,57,312,50,7.1429
17,Bronx,2023-08,71,376,64,9.1429
17,Bronx,2023-09,78,438,62,3.875
17,Bronx,2023-10,61,478,40,1.9048
17,Bronx,2023-11,57,520,42,2.8
17,Bronx,2023-12,44,555,35,3.8889
17,Bronx,2024-01,70,610,55,3.6667
17,Bronx,2024-02,47,639,29,1.6111
17,Bronx,2024-03,26,633,-6,-0.1875
17,Bronx,2024-04,36,645,12,0.5
17,Bronx,2024-05,31,632,-13,-0.2955
17,Bronx,2024-06,44,622,-10,-0.1852
17,Bronx,2024-07,61,626,4,0.0702
17,Bronx,2024-08,58,613,-13,-0.1831
17,Bronx,2024-09,83,618,5,0.0641
17,Bronx,2024-10,65,622,4,0.0656
17,Bronx,2024-11,59,624,2,0.0351
17,Bronx,2024-12,42,622,-2,-0.0455
17,Bronx,2025-01,81,633,11,0.1571
17,Bronx,2025-02,68,654,21,0.4468
17,Bronx,2025-03,58,686,32,1.2308
17,Bronx,2025-04,75,725,39,1.0833
17,Bronx,2025-05,68,762,37,1.1935
17,Bronx,2025-06,70,788,26,0.5909
17,Bronx,2025-07,60,787,-1,-0.0164
17,Bronx,2025-08,58,787,0,0.0
17,Bronx,2025-09,55,759,-28,-0.3373
17,Bronx,2025-10,83,777,18,0.2769
17,Bronx,2025-11,39,757,-20,-0.339
17,Bronx,2025-12,42,757,0,0.0
17,Bronx,2026-01,51,727,-30,-0.3704
17,Bronx,2026-02,47,706,-21,-0.3088
17,Bronx,2026-03,87,735,29,0.5
17,Bronx,2026-04,85,745,10,0.1333
17,Bronx,2026-05,65,742,-3,-0.0441
17,Bronx,2026-06,68,740,-2,-0.0286
18,Bronx,2017-01,55,,,
18,Bronx,2017-02,45,,,
18,Bronx,2017-03,76,,,
18,Bronx,2017-04,53,,,
18,Bronx,2017-05,76,,,
18,Bronx,2017-06,58,,,
18,Bronx,2017-07,33,,,
18,Bronx,2017-08,57,,,
18,Bronx,2017-09,55,,,
18,Bronx,2017-10,53,,,
18,Bronx,2017-11,56,,,
18,Bronx,2017-12,40,657,,
18,Bronx,2018-01,82,684,27,0.4909
18,Bronx,2018-02,48,687,3,0.0667
18,Bronx,2018-03,41,652,-35,-0.4605
18,Bronx,2018-04,59,658,6,0.1132
18,Bronx,2018-05,61,643,-15,-0.1974
18,Bronx,2018-06,51,636,-7,-0.1207
18,Bronx,2018-07,53,656,20,0.6061
18,Bronx,2018-08,63,662,6,0.1053
18,Bronx,2018-09,43,650,-12,-0.2182
18,Bronx,2018-10,53,650,0,0.0
18,Bronx,2018-11,37,631,-19,-0.3393
18,Bronx,2018-12,40,631,0,0.0
18,Bronx,2019-01,67,616,-15,-0.1829
18,Bronx,2019-02,50,618,2,0.0417
18,Bronx,2019-03,58,635,17,0.4146
18,Bronx,2019-04,52,628,-7,-0.1186
18,Bronx,2019-05,44,611,-17,-0.2787
18,Bronx,2019-06,52,612,1,0.0196
18,Bronx,2019-07,52,611,-1,-0.0189
18,Bronx,2019-08,42,590,-21,-0.3333
18,Bronx,2019-09,35,582,-8,-0.186
18,Bronx,2019-10,42,571,-11,-0.2075
18,Bronx,2019-11,21,555,-16,-0.4324
18,Bronx,2019-12,36,551,-4,-0.1
18,Bronx,2020-01,41,525,-26,-0.3881
18,Bronx,2020-02,35,510,-15,-0.3
18,Bronx,2020-03,13,465,-45,-0.7759
18,Bronx,2020-04,0,413,-52,-1.0
18,Bronx,2020-05,0,369,-44,-1.0
18,Bronx,2020-06,0,317,-52,-1.0
18,Bronx,2020-07,0,265,-52,-1.0
18,Bronx,2020-08,0,223,-42,-1.0
18,Bronx,2020-09,0,188,-35,-1.0
18,Bronx,2020-10,0,146,-42,-1.0
18,Bronx,2020-11,0,125,-21,-1.0
18,Bronx,2020-12,0,89,-36,-1.0
18,Bronx,2021-01,0,48,-41,-1.0
18,Bronx,2021-02,0,13,-35,-1.0
18,Bronx,2021-03,0,0,-13,-1.0
18,Bronx,2021-04,0,0,0,
18,Bronx,2021-05,0,0,0,
18,Bronx,2021-06,0,0,0,
18,Bronx,2021-07,0,0,0,
18,Bronx,2021-08,1,1,1,
18,Bronx,2021-09,0,1,0,
18,Bronx,2021-10,0,1,0,
18,Bronx,2021-11,1,2,1,
18,Bronx,2021-12,0,2,0,
18,Bronx,2022-01,1,3,1,
18,Bronx,2022-02,4,7,4,
18,Bronx,2022-03,1,8,1,
18,Bronx,2022-04,7,15,7,
18,Bronx,2022-05,5,20,5,
18,Bronx,2022-06,6,26,6,
18,Bronx,2022-07,8,34,8,
18,Bronx,2022-08,5,38,4,4.0
18,Bronx,2022-09,11,49,11,
18,Bronx,2022-10,14,63,14,
18,Bronx,2022-11,27,89,26,26.0
18,Bronx,2022-12,7,96,7,
18,Bronx,2023-01,29,124,28,28.0
18,Bronx,2023-02,19,139,15,3.75
18,Bronx,2023-03,20,158,19,19.0
18,Bronx,2023-04,12,163,5,0.7143
18,Bronx,2023-05,22,180,17,3.4
18,Bronx,2023-06,36,210,30,5.0
18,Bronx,2023-07,29,231,21,2.625
18,Bronx,2023-08,46,272,41,8.2
18,Bronx,2023-09,32,293,21,1.9091
18,Bronx,2023-10,36,315,22,1.5714
18,Bronx,2023-11,27,315,0,0.0
18,Bronx,2023-12,26,334,19,2.7143
18,Bronx,2024-01,34,339,5,0.1724
18,Bronx,2024-02,19,339,0,0.0
18,Bronx,2024-03,28,347,8,0.4
18,Bronx,2024-04,29,364,17,1.4167
18,Bronx,2024-05,19,361,-3,-0.1364
18,Bronx,2024-06,14,339,-22,-0.6111
18,Bronx,2024-07,29,339,0,0.0
18,Bronx,2024-08,47,340,1,0.0217
18,Bronx,2024-09,30,338,-2,-0.0625
18,Bronx,2024-10,41,343,5,0.1389
18,Bronx,2024-11,39,355,12,0.4444
18,Bronx,2024-12,32,361,6,0.2308
18,Bronx,2025-01,57,384,23,0.6765
18,Bronx,2025-02,47,412,28,1.4737
18,Bronx,2025-03,60,444,32,1.1429
18,Bronx,2025-04,60,475,31,1.069
18,Bronx,2025-05,30,486,11,0.5789
18,Bronx,2025-06,38,510,24,1.7143
18,Bronx,2025-07,24,505,-5,-0.1724
18,Bronx,2025-08,39,497,-8,-0.1702
18,Bronx,2025-09,38,505,8,0.2667
18,Bronx,2025-10,56,520,15,0.3659
18,Bronx,2025-11,39,520,0,0.0
18,Bronx,2025-12,32,520,0,0.0
18,Bronx,2026-01,25,488,-32,-0.5614
18,Bronx,2026-02,27,468,-20,-0.4255
18,Bronx,2026-03,49,457,-11,-0.1833
18,Bronx,2026-04,46,443,-14,-0.2333
18,Bronx,2026-05,32,445,2,0.0667
18,Bronx,2026-06,42,449,4,0.1053
19,Queens,2017-01,14,,,
19,Queens,2017-02,11,,,
19,Queens,2017-03,7,,,
19,Queens,2017-04,6,,,
19,Queens,2017-05,8,,,
19,Queens,2017-06,13,,,
19,Queens,2017-07,11,,,
19,Queens,2017-08,10,,,
19,Queens,2017-09,8,,,
19,Queens,2017-10,8,,,
19,Queens,2017-11,7,,,
19,Queens,2017-12,5,108,,
19,Queens,2018-01,4,98,-10,-0.7143
19,Queens,2018-02,12,99,1,0.0909
19,Queens,2018-03,5,97,-2,-0.2857
19,Queens,2018-04,7,98,1,0.1667
19,Queens,2018-05,14,104,6,0.75
19,Queens,2018-06,6,97,-7,-0.5385
19,Queens,2018-07,4,90,-7,-0.6364
19,Queens,2018-08,7,87,-3,-0.3
19,Queens,2018-09,6,85,-2,-0.25
