coundist,borough,month,rent_streeteasy,rent_zori,se_coverage
12,Bronx,2025-11,2839.53,2824.84,0.7711
12,Bronx,2025-12,3149.65,2761.01,0.7711
12,Bronx,2026-01,2961.08,2726.81,0.7711
12,Bronx,2026-02,2765.19,2732.03,0.7711
12,Bronx,2026-03,3363.63,2844.76,0.7711
12,Bronx,2026-04,3564.35,2941.38,0.7711
12,Bronx,2026-05,3143.47,2992.66,0.7711
12,Bronx,2026-06,3383.82,,0.7711
13,Bronx,2017-01,1723.23,1449.74,0.9996
13,Bronx,2017-02,1725.65,1444.96,0.9996
13,Bronx,2017-03,1800.61,1477.82,0.9996
13,Bronx,2017-04,1739.64,1500.34,0.9996
13,Bronx,2017-05,1867.38,1529.36,0.9996
13,Bronx,2017-06,1768.36,1525.02,0.9996
13,Bronx,2017-07,1804.06,1512.39,0.9996
13,Bronx,2017-08,1863.23,1499.08,0.9674
13,Bronx,2017-09,1902.72,1490.99,0.9674
13,Bronx,2017-10,1835.88,1521.42,0.9674
13,Bronx,2017-11,1826.18,1510.88,0.9996
13,Bronx,2017-12,1795.36,1526.23,0.9996
13,Bronx,2018-01,1729.03,1527.83,0.8718
13,Bronx,2018-02,1880.46,1525.83,0.8718
13,Bronx,2018-03,1923.2,1534.36,0.9996
13,Bronx,2018-04,1849.01,1543.68,0.9996
13,Bronx,2018-05,1802.83,1593.66,0.9996
13,Bronx,2018-06,1870.72,1590.48,0.9996
13,Bronx,2018-07,2064.96,1617.42,0.9996
13,Bronx,2018-08,2022.13,1581.45,0.9674
13,Bronx,2018-09,1979.86,1631.88,0.9996
13,Bronx,2018-10,2009.51,1621.36,0.9996
13,Bronx,2018-11,1959.09,1645.01,0.9996
13,Bronx,2018-12,1970.56,1619.57,0.9996
13,Bronx,2019-01,1783.97,1624.13,0.9996
13,Bronx,2019-02,1863.83,1629.17,0.9996
13,Bronx,2019-03,2240.2,1653.88,0.9996
13,Bronx,2019-04,1955.01,1669.9,0.9996
13,Bronx,2019-05,2045.74,1704.35,0.9996
13,Bronx,2019-06,2160.48,1724.07,0.9996
13,Bronx,2019-07,2043.37,1716.55,0.9996
13,Bronx,2019-08,2142.84,1702.3,0.9996
13,Bronx,2019-09,1987.95,1680.55,0.9996
13,Bronx,2019-10,1939.16,1667.08,0.9996
13,Bronx,2019-11,1999.07,1668.66,0.9996
13,Bronx,2019-12,1934.32,1698.5,0.9996
13,Bronx,2020-01,1837.69,1716.43,0.9996
13,Bronx,2020-02,1925.53,1734.5,0.9996
13,Bronx,2020-03,1966.47,1740.04,0.9996
13,Bronx,2020-04,2468.85,1753.02,0.9732
13,Bronx,2020-05,2091.14,1736.92,0.9996
13,Bronx,2020-06,2210.55,1716.0,0.9996
13,Bronx,2020-07,2070.36,1714.69,0.9996
13,Bronx,2020-08,1864.28,1731.07,0.9996
13,Bronx,2020-09,2219.45,1738.68,0.9996
13,Bronx,2020-10,2101.5,1752.61,0.9996
13,Bronx,2020-11,1918.67,1733.51,0.9996
13,Bronx,2020-12,1798.1,1717.86,0.9996
13,Bronx,2021-01,1946.27,1720.64,0.9996
13,Bronx,2021-02,1896.99,1745.78,0.8714
13,Bronx,2021-03,1946.73,1746.59,0.8714
13,Bronx,2021-04,2074.46,1733.7,0.9996
13,Bronx,2021-05,1981.96,1749.56,0.9996
13,Bronx,2021-06,2103.46,1783.86,0.9996
13,Bronx,2021-07,2233.73,1797.82,0.9996
13,Bronx,2021-08,2163.08,1820.35,0.9996
13,Bronx,2021-09,2191.93,1869.95,0.9955
13,Bronx,2021-10,2016.22,1903.98,1.0
13,Bronx,2021-11,2162.18,1886.08,1.0
13,Bronx,2021-12,2194.34,1831.66,1.0
13,Bronx,2022-01,2161.96,1850.48,1.0
13,Bronx,2022-02,2264.94,1866.49,1.0
13,Bronx,2022-03,2036.74,1927.33,0.9996
13,Bronx,2022-04,2181.85,1936.97,0.9996
13,Bronx,2022-05,1973.85,1990.11,0.9955
13,Bronx,2022-06,2133.54,2009.66,0.9674
13,Bronx,2022-07,2226.54,2010.16,0.9996
13,Bronx,2022-08,2246.19,2028.94,0.9996
13,Bronx,2022-09,2324.03,2013.34,0.9996
13,Bronx,2022-10,2297.41,2029.14,0.9996
13,Bronx,2022-11,2336.9,2010.42,1.0
13,Bronx,2022-12,2326.25,2029.05,1.0
13,Bronx,2023-01,2101.86,2066.55,1.0
13,Bronx,2023-02,2335.42,2075.25,0.9996
13,Bronx,2023-03,2456.46,2102.18,0.9996
13,Bronx,2023-04,2589.95,2122.96,0.9996
13,Bronx,2023-05,2242.63,2165.63,0.9996
13,Bronx,2023-06,2253.48,2145.0,0.9996
13,Bronx,2023-07,2429.35,2129.29,1.0
13,Bronx,2023-08,2366.11,2148.33,0.9959
13,Bronx,2023-09,2160.83,2196.22,0.9736
13,Bronx,2023-10,2399.34,2214.65,0.9996
13,Bronx,2023-11,2320.09,2221.45,0.9996
13,Bronx,2023-12,2582.68,2208.58,0.9996
13,Bronx,2024-01,2031.59,2213.67,0.9996
13,Bronx,2024-02,2428.28,2238.98,0.9996
13,Bronx,2024-03,2550.54,2263.36,0.9996
13,Bronx,2024-04,2370.98,2312.12,0.9996
13,Bronx,2024-05,2282.78,2328.64,0.9996
13,Bronx,2024-06,2014.39,2385.16,0.9996
13,Bronx,2024-07,2149.41,2353.38,0.9996
13,Bronx,2024-08,2866.41,2346.66,0.9996
13,Bronx,2024-09,2616.37,2343.49,0.8714
13,Bronx,2024-10,2318.33,2401.35,1.0
13,Bronx,2024-11,2161.96,2449.3,0.9996
13,Bronx,2024-12,2733.21,2449.51,0.9996
13,Bronx,2025-01,2556.51,2437.45,0.9996
13,Bronx,2025-02,2678.13,2407.95,0.9996
13,Bronx,2025-03,2321.48,2435.46,0.9996
13,Bronx,2025-04,2638.92,2473.32,1.0
13,Bronx,2025-05,2463.56,2468.6,0.9736
13,Bronx,2025-06,2577.62,2458.21,0.9955
13,Bronx,2025-07,2854.68,2442.42,0.9996
13,Bronx,2025-08,2408.62,2476.7,0.9732
13,Bronx,2025-09,2914.51,2523.84,0.9996
13,Bronx,2025-10,2660.51,2592.95,0.9996
13,Bronx,2025-11,2623.05,2592.33,0.9996
13,Bronx,2025-12,2492.26,2589.0,0.9955
13,Bronx,2026-01,2434.99,2587.81,0.9996
13,Bronx,2026-02,2820.04,2605.26,0.8461
13,Bronx,2026-03,2712.29,2651.7,0.9996
13,Bronx,2026-04,3028.32,2642.01,0.9732
13,Bronx,2026-05,2940.27,2695.89,0.9955
13,Bronx,2026-06,2814.84,,0.9955
14,Bronx,2017-01,1496.37,1897.06,1.0
14,Bronx,2017-02,1575.82,1890.48,1.0
14,Bronx,2017-03,1691.63,1914.23,1.0
14,Bronx,2017-04,1607.58,1922.58,1.0
14,Bronx,2017-05,1616.36,1928.24,1.0
14,Bronx,2017-06,1623.35,1934.11,1.0
14,Bronx,2017-07,1601.43,1968.95,1.0
14,Bronx,2017-08,1624.54,1974.72,1.0
14,Bronx,2017-09,1645.88,1994.63,1.0
14,Bronx,2017-10,1634.66,1970.04,1.0
14,Bronx,2017-11,1653.17,1972.22,1.0
14,Bronx,2017-12,1646.69,1965.9,1.0
14,Bronx,2018-01,1651.75,1986.13,1.0
14,Bronx,2018-02,1609.36,1984.42,1.0
14,Bronx,2018-03,1711.79,1977.96,1.0
14,Bronx,2018-04,1702.59,1982.8,1.0
14,Bronx,2018-05,1725.21,1995.68,1.0
14,Bronx,2018-06,1735.13,2026.95,1.0
14,Bronx,2018-07,1801.69,2024.11,1.0
14,Bronx,2018-08,1823.3,2003.61,1.0
14,Bronx,2018-09,1764.2,1985.6,1.0
14,Bronx,2018-10,1728.81,2003.56,1.0
14,Bronx,2018-11,1631.54,2002.02,1.0
14,Bronx,2018-12,1673.87,1987.11,1.0
14,Bronx,2019-01,1669.81,1963.66,1.0
14,Bronx,2019-02,1731.6,1978.16,1.0
14,Bronx,2019-03,1732.44,1994.31,1.0
14,Bronx,2019-04,1725.67,2010.49,1.0
14,Bronx,2019-05,1779.1,2019.79,1.0
14,Bronx,2019-06,1825.01,2040.34,1.0
14,Bronx,2019-07,1762.6,2065.66,1.0
14,Bronx,2019-08,1812.03,2089.73,1.0
14,Bronx,2019-09,1886.5,2106.95,1.0
14,Bronx,2019-10,1830.65,2103.32,1.0
14,Bronx,2019-11,1727.51,2092.1,1.0
14,Bronx,2019-12,1755.08,2062.59,1.0
14,Bronx,2020-01,1777.12,2040.9,1.0
14,Bronx,2020-02,1812.77,2062.81,1.0
14,Bronx,2020-03,1789.41,2155.02,1.0
14,Bronx,2020-04,1715.8,2145.42,1.0
14,Bronx,2020-05,1783.56,2145.76,1.0
14,Bronx,2020-06,1696.66,2122.78,1.0
14,Bronx,2020-07,1713.17,2110.01,1.0
14,Bronx,2020-08,1687.47,2094.02,1.0
14,Bronx,2020-09,1699.47,2125.39,1.0
14,Bronx,2020-10,1784.59,2109.23,1.0
14,Bronx,2020-11,1727.84,2107.6,1.0
14,Bronx,2020-12,1747.58,2071.54,1.0
14,Bronx,2021-01,1695.14,2060.37,1.0
14,Bronx,2021-02,1712.04,2056.04,1.0
14,Bronx,2021-03,1790.06,2068.18,1.0
14,Bronx,2021-04,1764.67,2109.16,1.0
14,Bronx,2021-05,1830.1,2122.34,1.0
14,Bronx,2021-06,1813.86,2125.53,1.0
14,Bronx,2021-07,1761.19,2129.26,1.0
14,Bronx,2021-08,1784.06,2129.86,1.0
14,Bronx,2021-09,1776.58,2134.64,1.0
14,Bronx,2021-10,1801.69,2171.91,1.0
14,Bronx,2021-11,1698.54,2207.21,1.0
14,Bronx,2021-12,1750.35,2212.95,1.0
14,Bronx,2022-01,1834.05,2174.84,1.0
14,Bronx,2022-02,1784.3,2165.03,1.0
14,Bronx,2022-03,1806.6,2185.63,1.0
14,Bronx,2022-04,1914.58,2206.11,1.0
14,Bronx,2022-05,1882.66,1853.55,1.0
14,Bronx,2022-06,1821.34,1877.44,1.0
14,Bronx,2022-07,1873.42,1886.06,1.0
14,Bronx,2022-08,2018.82,1891.31,1.0
14,Bronx,2022-09,1879.82,1912.26,1.0
14,Bronx,2022-10,1871.04,1931.16,1.0
14,Bronx,2022-11,1910.48,1977.39,1.0
14,Bronx,2022-12,1933.64,1942.5,1.0
14,Bronx,2023-01,1903.07,1923.67,1.0
14,Bronx,2023-02,2081.5,1926.56,1.0
14,Bronx,2023-03,2071.83,1969.14,1.0
14,Bronx,2023-04,2026.83,1982.62,1.0
14,Bronx,2023-05,2024.6,1974.19,1.0
14,Bronx,2023-06,2674.67,2005.38,1.0
14,Bronx,2023-07,2326.42,2055.3,1.0
14,Bronx,2023-08,2100.89,2081.02,1.0
14,Bronx,2023-09,2054.23,2077.43,1.0
14,Bronx,2023-10,2128.02,2057.35,1.0
14,Bronx,2023-11,2236.68,2021.34,1.0
14,Bronx,2023-12,1991.09,1998.1,1.0
14,Bronx,2024-01,2039.43,2040.37,1.0
14,Bronx,2024-02,1950.36,2094.77,1.0
14,Bronx,2024-03,1966.59,2151.8,1.0
14,Bronx,2024-04,2019.75,2136.17,1.0
14,Bronx,2024-05,2136.82,2111.34,1.0
14,Bronx,2024-06,2068.76,2110.59,1.0
14,Bronx,2024-07,2306.47,2082.87,1.0
14,Bronx,2024-08,2245.7,2119.83,1.0
14,Bronx,2024-09,2184.14,2117.97,1.0
14,Bronx,2024-10,2067.78,2153.99,1.0
14,Bronx,2024-11,2063.19,2121.1,1.0
14,Bronx,2024-12,2202.31,2113.6,1.0
14,Bronx,2025-01,2075.08,2158.56,1.0
14,Bronx,2025-02,1904.01,2152.35,1.0
14,Bronx,2025-03,1879.15,2168.93,1.0
14,Bronx,2025-04,2145.88,2160.88,1.0
14,Bronx,2025-05,2031.43,2227.01,1.0
14,Bronx,2025-06,2180.98,2232.34,1.0
14,Bronx,2025-07,2259.0,2172.16,1.0
14,Bronx,2025-08,2388.66,2203.23,1.0
14,Bronx,2025-09,2086.18,2264.84,1.0
14,Bronx,2025-10,2325.19,2356.82,1.0
14,Bronx,2025-11,2282.26,2333.95,1.0
14,Bronx,2025-12,2130.9,2241.03,1.0
14,Bronx,2026-01,2168.55,2256.01,1.0
14,Bronx,2026-02,2070.9,2279.36,1.0
14,Bronx,2026-03,2103.84,2519.23,1.0
14,Bronx,2026-04,2186.41,2653.65,1.0
14,Bronx,2026-05,2122.71,2571.46,1.0
14,Bronx,2026-06,2010.18,,1.0
15,Bronx,2017-01,1552.49,1445.44,1.0
15,Bronx,2017-02,1557.69,1465.33,1.0
15,Bronx,2017-03,1583.17,1466.35,1.0
15,Bronx,2017-04,1738.23,1487.35,1.0
15,Bronx,2017-05,1675.46,1505.22,1.0
15,Bronx,2017-06,1702.91,1490.57,1.0
15,Bronx,2017-07,1702.52,1494.5,1.0
15,Bronx,2017-08,1737.05,1477.27,0.9753
15,Bronx,2017-09,1698.59,1478.44,1.0
15,Bronx,2017-10,1697.63,1467.47,1.0
15,Bronx,2017-11,1700.51,1471.76,1.0
15,Bronx,2017-12,1640.65,1469.33,1.0
15,Bronx,2018-01,1654.87,1484.83,1.0
15,Bronx,2018-02,1675.62,1506.36,1.0
15,Bronx,2018-03,1693.76,1545.51,1.0
15,Bronx,2018-04,1679.31,1529.26,1.0
15,Bronx,2018-05,1702.16,1567.74,1.0
15,Bronx,2018-06,1792.6,1565.56,1.0
15,Bronx,2018-07,1775.72,1604.45,1.0
15,Bronx,2018-08,1849.27,1553.32,1.0
15,Bronx,2018-09,1909.82,1584.03,1.0
15,Bronx,2018-10,2016.4,1615.21,1.0
15,Bronx,2018-11,1800.02,1664.25,1.0
15,Bronx,2018-12,1755.43,1655.37,1.0
15,Bronx,2019-01,1879.96,1605.26,1.0
15,Bronx,2019-02,1956.27,1597.05,1.0
15,Bronx,2019-03,1911.69,1588.75,1.0
15,Bronx,2019-04,1815.68,1615.16,1.0
15,Bronx,2019-05,1704.72,1619.12,1.0
15,Bronx,2019-06,1717.11,1648.82,1.0
15,Bronx,2019-07,1833.83,1645.68,1.0
15,Bronx,2019-08,1946.76,1663.71,1.0
15,Bronx,2019-09,1890.27,1661.07,1.0
15,Bronx,2019-10,1854.76,1670.87,1.0
15,Bronx,2019-11,1898.24,1678.69,1.0
15,Bronx,2019-12,1735.48,1676.65,1.0
15,Bronx,2020-01,1779.35,1679.42,1.0
15,Bronx,2020-02,1824.28,1680.36,1.0
15,Bronx,2020-03,1716.33,1713.32,1.0
15,Bronx,2020-04,1833.85,1707.7,1.0
15,Bronx,2020-05,2069.88,1724.49,1.0
15,Bronx,2020-06,1984.72,1722.02,1.0
15,Bronx,2020-07,1996.28,1733.72,1.0
15,Bronx,2020-08,1931.65,1733.57,1.0
15,Bronx,2020-09,1835.59,1762.36,1.0
15,Bronx,2020-10,1785.45,1736.88,1.0
15,Bronx,2020-11,1786.36,1743.21,1.0
15,Bronx,2020-12,1816.67,1727.13,1.0
15,Bronx,2021-01,1892.33,1739.38,1.0
15,Bronx,2021-02,1938.66,1766.37,1.0
15,Bronx,2021-03,1761.99,1770.51,1.0
15,Bronx,2021-04,1830.42,1799.06,1.0
15,Bronx,2021-05,1911.26,1794.12,1.0
15,Bronx,2021-06,1910.94,1796.33,1.0
15,Bronx,2021-07,1914.77,1784.53,1.0
15,Bronx,2021-08,1966.12,1758.24,1.0
15,Bronx,2021-09,2058.23,1755.68,1.0
15,Bronx,2021-10,2180.98,1781.53,1.0
15,Bronx,2021-11,2005.2,1795.62,1.0
15,Bronx,2021-12,1862.76,1776.98,1.0
15,Bronx,2022-01,1615.43,1794.22,1.0
15,Bronx,2022-02,1808.09,1813.35,1.0
15,Bronx,2022-03,1798.06,1872.12,1.0
15,Bronx,2022-04,1853.72,1875.64,1.0
15,Bronx,2022-05,2167.03,1880.04,1.0
15,Bronx,2022-06,2085.28,1881.96,1.0
15,Bronx,2022-07,1987.05,1892.25,1.0
15,Bronx,2022-08,2202.08,1880.41,1.0
15,Bronx,2022-09,2122.13,1919.48,1.0
15,Bronx,2022-10,2115.92,1930.51,1.0
15,Bronx,2022-11,2117.58,1975.8,1.0
15,Bronx,2022-12,2149.24,1957.2,1.0
15,Bronx,2023-01,2158.14,1974.82,1.0
15,Bronx,2023-02,2282.52,1996.82,1.0
15,Bronx,2023-03,2477.36,2017.45,1.0
15,Bronx,2023-04,2480.66,2027.56,1.0
15,Bronx,2023-05,2293.93,2027.66,1.0
15,Bronx,2023-06,2298.3,2028.48,1.0
15,Bronx,2023-07,2445.96,2053.67,1.0
15,Bronx,2023-08,2263.77,2091.78,1.0
15,Bronx,2023-09,2343.48,2091.51,1.0
15,Bronx,2023-10,2150.06,2130.95,1.0
15,Bronx,2023-11,2065.01,2111.78,1.0
15,Bronx,2023-12,2301.96,2162.3,1.0
15,Bronx,2024-01,2465.13,2176.13,1.0
15,Bronx,2024-02,2225.46,2273.66,1.0
15,Bronx,2024-03,2280.18,2262.24,1.0
15,Bronx,2024-04,2179.58,2519.07,1.0
15,Bronx,2024-05,2358.92,2530.59,1.0
15,Bronx,2024-06,2586.03,2391.73,1.0
15,Bronx,2024-07,2595.04,2397.81,1.0
15,Bronx,2024-08,2360.0,2394.01,1.0
15,Bronx,2024-09,2743.77,2355.93,1.0
15,Bronx,2024-10,2256.44,2366.66,1.0
15,Bronx,2024-11,2449.68,2430.22,1.0
15,Bronx,2024-12,2745.65,2544.67,1.0
15,Bronx,2025-01,2478.99,2556.54,1.0
15,Bronx,2025-02,2598.65,2505.34,1.0
15,Bronx,2025-03,2695.68,2452.39,1.0
15,Bronx,2025-04,2872.21,2475.82,1.0
15,Bronx,2025-05,2712.05,2476.59,1.0
15,Bronx,2025-06,2669.16,2386.8,1.0
15,Bronx,2025-07,2587.43,2375.68,1.0
15,Bronx,2025-08,3118.23,2497.83,0.9753
15,Bronx,2025-09,2821.91,2476.9,1.0
15,Bronx,2025-10,2866.68,2545.51,1.0
15,Bronx,2025-11,2898.99,2666.75,1.0
15,Bronx,2025-12,2750.27,2804.06,1.0
15,Bronx,2026-01,2484.31,2903.88,1.0
15,Bronx,2026-02,2026.39,2842.47,1.0
15,Bronx,2026-03,2346.81,2784.52,1.0
15,Bronx,2026-04,2355.62,2768.58,1.0
15,Bronx,2026-05,2276.82,2799.6,1.0
15,Bronx,2026-06,2659.78,,1.0
16,Bronx,2017-01,1582.83,,1.0
16,Bronx,2017-02,1565.98,,1.0
16,Bronx,2017-03,1694.08,,1.0
16,Bronx,2017-04,1666.8,,1.0
16,Bronx,2017-05,1672.07,,1.0
16,Bronx,2017-06,1637.52,,1.0
16,Bronx,2017-07,1696.44,,1.0
16,Bronx,2017-08,1620.89,,1.0
16,Bronx,2017-09,1778.19,,1.0
16,Bronx,2017-10,1781.42,,1.0
16,Bronx,2017-11,1700.19,,1.0
16,Bronx,2017-12,1683.14,,1.0
16,Bronx,2018-01,1676.34,,1.0
16,Bronx,2018-02,1891.08,,1.0
16,Bronx,2018-03,1766.21,,1.0
16,Bronx,2018-04,1827.72,,1.0
16,Bronx,2018-05,1820.94,,1.0
16,Bronx,2018-06,1804.85,,1.0
16,Bronx,2018-07,1761.31,,1.0
16,Bronx,2018-08,1758.04,,1.0
16,Bronx,2018-09,1755.82,,1.0
16,Bronx,2018-10,1818.09,,1.0
16,Bronx,2018-11,1763.59,,1.0
16,Bronx,2018-12,1780.65,,1.0
16,Bronx,2019-01,1911.23,,1.0
16,Bronx,2019-02,1861.75,,1.0
16,Bronx,2019-03,1762.35,,1.0
16,Bronx,2019-04,1714.62,,1.0
16,Bronx,2019-05,1741.48,,1.0
16,Bronx,2019-06,1766.5,,1.0
16,Bronx,2019-07,1827.21,,1.0
16,Bronx,2019-08,1782.37,,1.0
16,Bronx,2019-09,1726.26,,1.0
16,Bronx,2019-10,1745.1,,1.0
16,Bronx,2019-11,1743.85,,1.0
16,Bronx,2019-12,1841.71,,1.0
16,Bronx,2020-01,1850.9,,1.0
16,Bronx,2020-02,1872.17,,1.0
16,Bronx,2020-03,1850.69,,1.0
16,Bronx,2020-04,1927.14,,1.0
16,Bronx,2020-05,1872.18,,1.0
16,Bronx,2020-06,1847.9,,1.0
16,Bronx,2020-07,1805.21,,1.0
16,Bronx,2020-08,1776.79,,1.0
16,Bronx,2020-09,1781.96,,1.0
16,Bronx,2020-10,1773.61,,1.0
16,Bronx,2020-11,1732.43,,1.0
16,Bronx,2020-12,1704.25,,1.0
16,Bronx,2021-01,1740.11,,1.0
16,Bronx,2021-02,1803.98,,1.0
16,Bronx,2021-03,1786.76,,1.0
16,Bronx,2021-04,1839.94,,1.0
16,Bronx,2021-05,1923.25,,1.0
16,Bronx,2021-06,1916.36,,1.0
16,Bronx,2021-07,1933.19,,1.0
16,Bronx,2021-08,1878.16,,1.0
16,Bronx,2021-09,1848.52,,1.0
16,Bronx,2021-10,1838.24,,1.0
16,Bronx,2021-11,1885.47,,1.0
16,Bronx,2021-12,1818.86,,1.0
16,Bronx,2022-01,1851.09,,1.0
16,Bronx,2022-02,1796.56,,1.0
16,Bronx,2022-03,1895.59,,1.0
16,Bronx,2022-04,1904.92,,1.0
16,Bronx,2022-05,1956.59,1742.27,1.0
16,Bronx,2022-06,1958.45,1765.91,1.0
16,Bronx,2022-07,1992.5,1761.52,1.0
16,Bronx,2022-08,2001.61,1769.36,1.0
16,Bronx,2022-09,1934.2,1796.6,1.0
16,Bronx,2022-10,1994.34,1818.28,1.0
16,Bronx,2022-11,1865.38,1862.36,1.0
16,Bronx,2022-12,2035.11,1819.73,1.0
16,Bronx,2023-01,2013.58,2718.58,1.0
16,Bronx,2023-02,2127.34,2766.33,1.0
16,Bronx,2023-03,1961.98,2782.69,1.0
16,Bronx,2023-04,2176.62,2803.18,1.0
16,Bronx,2023-05,2225.26,2783.78,1.0
16,Bronx,2023-06,2274.83,2872.16,1.0
16,Bronx,2023-07,2202.57,2943.3,1.0
16,Bronx,2023-08,2182.04,2944.31,1.0
16,Bronx,2023-09,2138.42,2896.31,1.0
16,Bronx,2023-10,2168.13,2853.43,1.0
16,Bronx,2023-11,2170.65,2917.45,1.0
16,Bronx,2023-12,2192.91,2864.24,1.0
16,Bronx,2024-01,2187.2,2846.95,1.0
16,Bronx,2024-02,2341.54,2797.6,1.0
16,Bronx,2024-03,2154.69,2808.01,1.0
16,Bronx,2024-04,2263.85,2802.79,1.0
16,Bronx,2024-05,2309.79,2786.01,1.0
16,Bronx,2024-06,2291.27,2846.47,1.0
16,Bronx,2024-07,2452.52,2871.7,1.0
16,Bronx,2024-08,2324.31,2894.88,1.0
16,Bronx,2024-09,2432.25,2876.93,1.0
16,Bronx,2024-10,2367.48,2883.44,1.0
16,Bronx,2024-11,2260.56,2847.13,1.0
16,Bronx,2024-12,2229.34,2913.29,1.0
16,Bronx,2025-01,2201.96,2927.99,1.0
16,Bronx,2025-02,2359.38,2965.24,1.0
16,Bronx,2025-03,2305.23,2907.19,1.0
16,Bronx,2025-04,2527.57,2893.93,1.0
16,Bronx,2025-05,2405.05,2861.04,1.0
16,Bronx,2025-06,2441.46,2836.15,1.0
16,Bronx,2025-07,2484.6,2752.59,1.0
16,Bronx,2025-08,2412.88,2764.0,1.0
16,Bronx,2025-09,2441.92,2708.78,1.0
16,Bronx,2025-10,2489.21,2706.05,1.0
16,Bronx,2025-11,2333.21,2775.38,1.0
16,Bronx,2025-12,2205.7,2790.45,1.0
16,Bronx,2026-01,2089.11,2664.43,1.0
16,Bronx,2026-02,2127.04,2713.76,1.0
16,Bronx,2026-03,2069.11,2469.25,1.0
16,Bronx,2026-04,2232.95,2586.39,1.0
16,Bronx,2026-05,2283.57,2664.21,1.0
16,Bronx,2026-06,2546.49,,1.0
17,Bronx,2017-01,1644.86,1467.24,1.0
17,Bronx,2017-02,1554.84,1454.63,1.0
17,Bronx,2017-03,1715.2,1478.92,1.0
17,Bronx,2017-04,1697.21,1508.68,1.0
17,Bronx,2017-05,1743.62,1538.76,1.0
17,Bronx,2017-06,1751.95,1541.15,1.0
17,Bronx,2017-07,1718.93,1524.59,1.0
17,Bronx,2017-08,1592.35,1517.44,0.8708
17,Bronx,2017-09,1641.46,1507.85,1.0
17,Bronx,2017-10,1911.06,1540.97,1.0
17,Bronx,2017-11,2023.69,1518.83,1.0
17,Bronx,2017-12,1923.01,,1.0
17,Bronx,2018-01,1750.88,1550.57,1.0
17,Bronx,2018-02,1856.98,1600.89,1.0
17,Bronx,2018-03,1926.6,1603.71,1.0
17,Bronx,2018-04,1602.68,1604.03,0.8652
17,Bronx,2018-05,1739.0,1614.19,1.0
17,Bronx,2018-06,2054.38,1685.3,1.0
17,Bronx,2018-07,1652.21,1661.28,1.0
17,Bronx,2018-08,1737.59,1642.36,1.0
17,Bronx,2018-09,1829.39,1585.78,1.0
17,Bronx,2018-10,1810.0,1582.41,1.0
17,Bronx,2018-11,1749.83,1578.31,1.0
17,Bronx,2018-12,1664.6,1612.42,1.0
17,Bronx,2019-01,1720.05,1615.26,1.0
17,Bronx,2019-02,1710.87,1643.02,1.0
17,Bronx,2019-03,1804.57,1655.39,1.0
17,Bronx,2019-04,1837.11,,1.0
17,Bronx,2019-05,1757.39,1706.4,1.0
17,Bronx,2019-06,1719.58,1705.59,1.0
17,Bronx,2019-07,1765.01,1681.12,1.0
17,Bronx,2019-08,1769.39,1668.83,1.0
17,Bronx,2019-09,1808.81,1683.51,1.0
17,Bronx,2019-10,1775.0,1697.9,1.0
17,Bronx,2019-11,2210.13,1722.62,1.0
17,Bronx,2019-12,2208.07,1711.98,1.0
17,Bronx,2020-01,1957.58,1731.14,1.0
17,Bronx,2020-02,2017.91,1698.45,1.0
17,Bronx,2020-03,1965.07,1693.03,1.0
17,Bronx,2020-04,2180.27,1714.61,1.0
17,Bronx,2020-05,1910.1,1707.02,1.0
17,Bronx,2020-06,1994.01,1713.46,0.6055
17,Bronx,2020-07,2301.26,1698.9,1.0
17,Bronx,2020-08,2154.9,1717.86,1.0
17,Bronx,2020-09,1802.56,1745.71,1.0
17,Bronx,2020-10,1791.48,1735.7,1.0
17,Bronx,2020-11,1975.4,1740.68,1.0
17,Bronx,2020-12,1805.44,1726.05,1.0
17,Bronx,2021-01,1734.43,1756.94,1.0
17,Bronx,2021-02,1720.12,1771.04,1.0
17,Bronx,2021-03,1666.81,1767.44,1.0
17,Bronx,2021-04,1845.71,1759.0,0.6055
17,Bronx,2021-05,1931.03,1767.36,1.0
17,Bronx,2021-06,1882.02,1816.43,0.6055
17,Bronx,2021-07,1843.74,1801.87,1.0
17,Bronx,2021-08,1907.47,1766.86,1.0
17,Bronx,2021-09,1929.85,1713.06,1.0
17,Bronx,2021-10,1816.85,1812.09,1.0
17,Bronx,2021-11,2058.19,1903.61,1.0
17,Bronx,2021-12,1953.6,1957.45,1.0
17,Bronx,2022-01,2114.45,1875.01,1.0
17,Bronx,2022-02,2155.12,1818.84,1.0
17,Bronx,2022-03,2037.25,2470.36,1.0
17,Bronx,2022-04,1917.3,2517.06,1.0
17,Bronx,2022-05,1963.93,2573.24,1.0
17,Bronx,2022-06,2006.85,2576.0,1.0
17,Bronx,2022-07,2136.39,2617.48,1.0
17,Bronx,2022-08,2047.85,2603.62,1.0
17,Bronx,2022-09,2571.62,2557.78,1.0
17,Bronx,2022-10,2612.51,2575.53,1.0
17,Bronx,2022-11,2545.98,2566.29,1.0
17,Bronx,2022-12,2193.69,2548.67,0.6055
17,Bronx,2023-01,2257.35,2799.18,1.0
17,Bronx,2023-02,1891.52,2850.48,1.0
17,Bronx,2023-03,2080.15,2864.51,1.0
17,Bronx,2023-04,2111.2,2885.37,1.0
17,Bronx,2023-05,2197.15,2865.24,1.0
17,Bronx,2023-06,2549.49,2958.08,1.0
17,Bronx,2023-07,2076.62,3029.93,1.0
