coundist,borough,month,rent_streeteasy,rent_zori,se_coverage
1,Manhattan,2017-01,3829.98,3684.93,1.0
1,Manhattan,2017-02,4324.72,3718.09,1.0
1,Manhattan,2017-03,4298.77,3749.38,1.0
1,Manhattan,2017-04,4409.12,3786.45,1.0
1,Manhattan,2017-05,4033.2,3820.26,1.0
1,Manhattan,2017-06,3981.91,3847.43,1.0
1,Manhattan,2017-07,4313.38,3864.72,1.0
1,Manhattan,2017-08,3898.43,3864.59,1.0
1,Manhattan,2017-09,3969.75,3858.13,1.0
1,Manhattan,2017-10,3768.03,3805.57,1.0
1,Manhattan,2017-11,3595.95,3774.84,1.0
1,Manhattan,2017-12,3719.72,3741.64,1.0
1,Manhattan,2018-01,3877.69,3745.79,1.0
1,Manhattan,2018-02,3866.48,3754.27,1.0
1,Manhattan,2018-03,3876.43,3786.81,1.0
1,Manhattan,2018-04,3798.37,3836.43,1.0
1,Manhattan,2018-05,3897.58,3871.97,1.0
1,Manhattan,2018-06,4252.74,3900.6,1.0
1,Manhattan,2018-07,4254.21,3927.01,1.0
1,Manhattan,2018-08,4434.21,3939.33,1.0
1,Manhattan,2018-09,4473.53,3946.09,1.0
1,Manhattan,2018-10,4341.03,3918.3,1.0
1,Manhattan,2018-11,4423.85,3901.39,1.0
1,Manhattan,2018-12,4282.59,3854.15,1.0
1,Manhattan,2019-01,4246.03,3858.3,1.0
1,Manhattan,2019-02,4130.48,3877.91,1.0
1,Manhattan,2019-03,4040.86,3931.5,1.0
1,Manhattan,2019-04,3960.65,3972.05,1.0
1,Manhattan,2019-05,4242.6,4003.56,1.0
1,Manhattan,2019-06,4139.96,4037.8,1.0
1,Manhattan,2019-07,4566.8,4066.04,1.0
1,Manhattan,2019-08,3967.69,4079.97,1.0
1,Manhattan,2019-09,4145.59,4083.33,1.0
1,Manhattan,2019-10,4139.22,4064.64,1.0
1,Manhattan,2019-11,4393.08,4028.51,1.0
1,Manhattan,2019-12,4388.83,4008.94,1.0
1,Manhattan,2020-01,4234.01,3993.85,1.0
1,Manhattan,2020-02,4165.05,4038.97,1.0
1,Manhattan,2020-03,4613.7,4069.31,1.0
1,Manhattan,2020-04,4357.77,4063.21,1.0
1,Manhattan,2020-05,4416.22,3976.34,1.0
1,Manhattan,2020-06,3931.6,3893.36,1.0
1,Manhattan,2020-07,3712.09,3813.07,1.0
1,Manhattan,2020-08,3728.28,3685.46,1.0
1,Manhattan,2020-09,3555.76,3540.48,1.0
1,Manhattan,2020-10,3501.33,3420.31,1.0
1,Manhattan,2020-11,3427.83,3342.3,1.0
1,Manhattan,2020-12,3689.04,3308.2,1.0
1,Manhattan,2021-01,3588.85,3286.25,1.0
1,Manhattan,2021-02,3546.36,3320.95,1.0
1,Manhattan,2021-03,3426.02,3375.67,1.0
1,Manhattan,2021-04,3507.13,3477.74,1.0
1,Manhattan,2021-05,3668.6,3608.25,1.0
1,Manhattan,2021-06,3932.65,3769.06,1.0
1,Manhattan,2021-07,3814.99,3954.17,1.0
1,Manhattan,2021-08,4278.37,4110.96,1.0
1,Manhattan,2021-09,4676.82,4230.53,1.0
1,Manhattan,2021-10,4322.8,4327.48,1.0
1,Manhattan,2021-11,4278.57,4367.58,1.0
1,Manhattan,2021-12,4876.14,4385.96,1.0
1,Manhattan,2022-01,4795.48,4412.92,1.0
1,Manhattan,2022-02,4723.8,4452.87,1.0
1,Manhattan,2022-03,4901.6,4516.29,1.0
1,Manhattan,2022-04,5020.24,4585.17,1.0
1,Manhattan,2022-05,5207.29,4659.35,1.0
1,Manhattan,2022-06,5355.08,4735.78,1.0
1,Manhattan,2022-07,5551.45,4781.96,1.0
1,Manhattan,2022-08,5577.41,4818.36,1.0
1,Manhattan,2022-09,5381.0,4820.22,1.0
1,Manhattan,2022-10,5388.88,4793.93,1.0
1,Manhattan,2022-11,5861.07,4728.47,1.0
1,Manhattan,2022-12,5479.59,4648.07,1.0
1,Manhattan,2023-01,5134.07,4629.29,1.0
1,Manhattan,2023-02,5433.55,4643.94,1.0
1,Manhattan,2023-03,5085.14,4716.03,1.0
1,Manhattan,2023-04,5267.47,4780.84,1.0
1,Manhattan,2023-05,5278.11,4849.6,1.0
1,Manhattan,2023-06,5401.25,4905.3,1.0
1,Manhattan,2023-07,5568.43,4930.06,1.0
1,Manhattan,2023-08,5735.42,4934.64,1.0
1,Manhattan,2023-09,5752.12,4908.42,1.0
1,Manhattan,2023-10,5180.63,4867.85,1.0
1,Manhattan,2023-11,5056.16,4814.57,1.0
1,Manhattan,2023-12,4888.66,4751.94,1.0
1,Manhattan,2024-01,5220.73,4754.2,1.0
1,Manhattan,2024-02,4974.53,4783.73,1.0
1,Manhattan,2024-03,5060.23,4874.05,1.0
1,Manhattan,2024-04,5297.5,4936.52,1.0
1,Manhattan,2024-05,5546.09,5007.36,1.0
1,Manhattan,2024-06,5633.67,5071.13,1.0
1,Manhattan,2024-07,5899.17,5097.79,1.0
1,Manhattan,2024-08,5660.58,5109.46,1.0
1,Manhattan,2024-09,5715.5,5072.59,1.0
1,Manhattan,2024-10,5696.02,5054.91,1.0
1,Manhattan,2024-11,5573.17,4993.27,1.0
1,Manhattan,2024-12,5346.8,4979.67,1.0
1,Manhattan,2025-01,5163.95,4977.41,1.0
1,Manhattan,2025-02,4570.57,5049.25,1.0
1,Manhattan,2025-03,5087.83,5117.88,1.0
1,Manhattan,2025-04,5345.02,5189.95,1.0
1,Manhattan,2025-05,5562.61,5249.46,1.0
1,Manhattan,2025-06,6140.34,5314.85,1.0
1,Manhattan,2025-07,6262.76,5396.56,1.0
1,Manhattan,2025-08,5867.43,5454.72,1.0
1,Manhattan,2025-09,5483.3,5462.54,1.0
1,Manhattan,2025-10,5486.66,5428.75,1.0
1,Manhattan,2025-11,5560.35,5387.75,1.0
1,Manhattan,2025-12,5638.09,5352.31,1.0
1,Manhattan,2026-01,5417.89,5367.38,1.0
1,Manhattan,2026-02,5443.34,5421.05,1.0
1,Manhattan,2026-03,5616.31,5508.9,1.0
1,Manhattan,2026-04,5673.58,5603.04,1.0
1,Manhattan,2026-05,5821.45,5689.37,1.0
1,Manhattan,2026-06,5872.44,,1.0
2,Manhattan,2017-01,3355.63,3409.38,1.0
2,Manhattan,2017-02,3453.66,3424.09,1.0
2,Manhattan,2017-03,3455.11,3458.85,1.0
2,Manhattan,2017-04,3576.33,3483.86,1.0
2,Manhattan,2017-05,3573.17,3513.15,1.0
2,Manhattan,2017-06,3471.57,3539.61,1.0
2,Manhattan,2017-07,3485.28,3550.8,1.0
2,Manhattan,2017-08,3461.24,3544.22,1.0
2,Manhattan,2017-09,3416.71,3521.85,1.0
2,Manhattan,2017-10,3312.57,3487.23,1.0
2,Manhattan,2017-11,3245.7,3446.03,1.0
2,Manhattan,2017-12,3274.93,3419.08,1.0
2,Manhattan,2018-01,3281.17,3421.36,1.0
2,Manhattan,2018-02,3379.74,3439.61,1.0
2,Manhattan,2018-03,3325.72,3475.27,1.0
2,Manhattan,2018-04,3470.84,3510.32,1.0
2,Manhattan,2018-05,3584.14,3551.38,1.0
2,Manhattan,2018-06,3562.88,3578.59,1.0
2,Manhattan,2018-07,3552.33,3595.0,1.0
2,Manhattan,2018-08,3598.14,3603.29,1.0
2,Manhattan,2018-09,3602.12,3597.2,1.0
2,Manhattan,2018-10,3476.02,3572.6,1.0
2,Manhattan,2018-11,3515.02,3553.24,1.0
2,Manhattan,2018-12,3485.18,3533.37,1.0
2,Manhattan,2019-01,3534.7,3525.34,1.0
2,Manhattan,2019-02,3527.24,3526.43,1.0
2,Manhattan,2019-03,3548.89,3551.78,1.0
2,Manhattan,2019-04,3623.63,3593.31,1.0
2,Manhattan,2019-05,3788.99,3635.83,1.0
2,Manhattan,2019-06,3851.12,3666.7,1.0
2,Manhattan,2019-07,3891.18,3692.33,1.0
2,Manhattan,2019-08,3798.4,3704.04,1.0
2,Manhattan,2019-09,3937.74,3703.17,1.0
2,Manhattan,2019-10,3901.41,3686.77,1.0
2,Manhattan,2019-11,3828.71,3655.84,1.0
2,Manhattan,2019-12,3712.99,3638.73,1.0
2,Manhattan,2020-01,3747.65,3636.95,1.0
2,Manhattan,2020-02,3743.69,3666.73,1.0
2,Manhattan,2020-03,3803.03,3680.49,1.0
2,Manhattan,2020-04,3717.65,3660.05,1.0
2,Manhattan,2020-05,3628.32,3613.57,1.0
2,Manhattan,2020-06,3499.25,3553.6,1.0
2,Manhattan,2020-07,3378.82,3476.43,1.0
2,Manhattan,2020-08,3199.48,3321.73,1.0
2,Manhattan,2020-09,3130.68,3275.35,1.0
2,Manhattan,2020-10,3020.92,3181.07,1.0
2,Manhattan,2020-11,2884.06,2997.8,1.0
2,Manhattan,2020-12,2820.08,2949.72,1.0
2,Manhattan,2021-01,2827.6,2934.32,1.0
2,Manhattan,2021-02,2838.81,2973.1,1.0
2,Manhattan,2021-03,2831.01,3029.57,1.0
2,Manhattan,2021-04,2857.9,3126.24,1.0
2,Manhattan,2021-05,3015.64,3250.05,1.0
2,Manhattan,2021-06,3262.39,3406.68,1.0
2,Manhattan,2021-07,3539.7,3562.62,1.0
2,Manhattan,2021-08,3639.92,3698.93,1.0
2,Manhattan,2021-09,3785.27,3795.88,1.0
2,Manhattan,2021-10,3921.07,3856.14,1.0
2,Manhattan,2021-11,3967.74,3884.6,1.0
2,Manhattan,2021-12,4129.17,3909.54,1.0
2,Manhattan,2022-01,4272.71,3946.39,1.0
2,Manhattan,2022-02,4244.99,3994.21,1.0
2,Manhattan,2022-03,4329.61,4055.86,1.0
2,Manhattan,2022-04,4426.8,4125.6,1.0
2,Manhattan,2022-05,4478.06,4199.79,1.0
2,Manhattan,2022-06,4539.17,4277.18,1.0
2,Manhattan,2022-07,4548.93,4337.62,1.0
2,Manhattan,2022-08,4548.78,4376.01,1.0
2,Manhattan,2022-09,4712.07,4372.59,1.0
2,Manhattan,2022-10,4505.93,4333.55,1.0
2,Manhattan,2022-11,4437.28,4270.5,1.0
2,Manhattan,2022-12,4526.81,4229.41,1.0
2,Manhattan,2023-01,4604.61,4205.27,1.0
2,Manhattan,2023-02,4776.19,4222.46,1.0
2,Manhattan,2023-03,4503.52,4246.97,1.0
2,Manhattan,2023-04,4609.81,4297.76,1.0
2,Manhattan,2023-05,4678.97,4361.27,1.0
2,Manhattan,2023-06,4678.77,4416.91,1.0
2,Manhattan,2023-07,4591.14,4459.33,1.0
2,Manhattan,2023-08,4576.33,4461.37,1.0
2,Manhattan,2023-09,4648.95,4443.59,1.0
2,Manhattan,2023-10,4507.75,4396.72,1.0
2,Manhattan,2023-11,4440.29,4351.18,1.0
2,Manhattan,2023-12,4413.29,4301.35,1.0
2,Manhattan,2024-01,4403.33,4299.45,1.0
2,Manhattan,2024-02,4395.58,4328.92,1.0
2,Manhattan,2024-03,4501.54,4390.42,1.0
2,Manhattan,2024-04,4765.68,4458.84,1.0
2,Manhattan,2024-05,4866.42,4515.68,1.0
2,Manhattan,2024-06,4785.42,4560.79,1.0
2,Manhattan,2024-07,4661.21,4579.9,1.0
2,Manhattan,2024-08,4790.32,4579.64,1.0
2,Manhattan,2024-09,4677.43,4561.58,1.0
2,Manhattan,2024-10,4736.92,4523.24,1.0
2,Manhattan,2024-11,4655.31,4477.85,1.0
2,Manhattan,2024-12,4626.11,4463.76,1.0
2,Manhattan,2025-01,4727.17,4478.84,1.0
2,Manhattan,2025-02,4736.08,4531.95,1.0
2,Manhattan,2025-03,4720.69,4593.26,1.0
2,Manhattan,2025-04,4902.2,4654.79,1.0
2,Manhattan,2025-05,5023.25,4711.04,1.0
2,Manhattan,2025-06,5200.94,4787.02,1.0
2,Manhattan,2025-07,5297.29,4874.04,1.0
2,Manhattan,2025-08,5207.44,4944.6,1.0
2,Manhattan,2025-09,5223.5,4956.99,1.0
2,Manhattan,2025-10,5264.34,4933.37,1.0
2,Manhattan,2025-11,5135.74,4878.93,1.0
2,Manhattan,2025-12,5072.7,4855.74,1.0
2,Manhattan,2026-01,5057.24,4842.56,1.0
2,Manhattan,2026-02,5220.74,4888.16,1.0
2,Manhattan,2026-03,5282.67,4948.07,1.0
2,Manhattan,2026-04,5513.73,5039.08,1.0
2,Manhattan,2026-05,5514.11,5119.61,1.0
2,Manhattan,2026-06,5455.49,,1.0
3,Manhattan,2017-01,3925.78,3702.11,1.0
3,Manhattan,2017-02,3962.7,3697.35,1.0
3,Manhattan,2017-03,3930.82,3722.27,1.0
3,Manhattan,2017-04,3960.83,3751.11,1.0
3,Manhattan,2017-05,4015.19,3794.68,1.0
3,Manhattan,2017-06,4039.38,3820.06,1.0
3,Manhattan,2017-07,4042.12,3824.5,1.0
3,Manhattan,2017-08,3982.9,3830.03,1.0
3,Manhattan,2017-09,4004.38,3816.48,1.0
3,Manhattan,2017-10,4003.18,3789.83,1.0
3,Manhattan,2017-11,3931.2,3731.92,1.0
3,Manhattan,2017-12,3894.7,3700.99,1.0
3,Manhattan,2018-01,3922.71,3687.4,1.0
3,Manhattan,2018-02,3967.22,3699.66,1.0
3,Manhattan,2018-03,3962.8,3732.03,1.0
3,Manhattan,2018-04,3972.31,3773.71,1.0
3,Manhattan,2018-05,4002.32,3829.77,1.0
3,Manhattan,2018-06,4042.9,3861.62,1.0
3,Manhattan,2018-07,4073.76,3877.56,1.0
3,Manhattan,2018-08,4124.88,3891.22,1.0
3,Manhattan,2018-09,4174.7,3886.98,1.0
3,Manhattan,2018-10,4141.86,3877.4,1.0
3,Manhattan,2018-11,4163.59,3843.7,1.0
3,Manhattan,2018-12,4089.23,3824.09,1.0
3,Manhattan,2019-01,4062.68,3814.93,1.0
3,Manhattan,2019-02,4174.12,3827.1,1.0
3,Manhattan,2019-03,4097.6,3847.4,1.0
3,Manhattan,2019-04,4180.28,3887.74,1.0
3,Manhattan,2019-05,4262.78,3929.5,1.0
3,Manhattan,2019-06,4361.68,3975.53,1.0
3,Manhattan,2019-07,4364.2,3993.97,1.0
3,Manhattan,2019-08,4335.4,4016.5,1.0
3,Manhattan,2019-09,4325.8,4007.77,1.0
3,Manhattan,2019-10,4348.6,3985.69,1.0
3,Manhattan,2019-11,4332.64,3947.32,1.0
3,Manhattan,2019-12,4325.84,3918.26,1.0
3,Manhattan,2020-01,4267.56,3917.46,1.0
3,Manhattan,2020-02,4337.53,3939.26,1.0
3,Manhattan,2020-03,4421.77,3971.81,1.0
3,Manhattan,2020-04,4320.46,3947.33,1.0
3,Manhattan,2020-05,4021.51,3889.48,1.0
3,Manhattan,2020-06,3967.14,3809.64,1.0
3,Manhattan,2020-07,3732.92,3721.14,1.0
3,Manhattan,2020-08,3596.86,3552.14,1.0
3,Manhattan,2020-09,3470.02,3417.23,1.0
3,Manhattan,2020-10,3436.86,3369.13,1.0
3,Manhattan,2020-11,3367.75,3311.39,1.0
3,Manhattan,2020-12,3362.82,3283.39,1.0
3,Manhattan,2021-01,3338.1,3276.07,1.0
3,Manhattan,2021-02,3430.66,3305.24,1.0
3,Manhattan,2021-03,3447.66,3366.84,1.0
3,Manhattan,2021-04,3501.23,3460.77,1.0
3,Manhattan,2021-05,3609.12,3590.54,1.0
3,Manhattan,2021-06,3819.06,3746.28,1.0
3,Manhattan,2021-07,4140.55,3909.64,1.0
3,Manhattan,2021-08,4392.99,4040.67,1.0
3,Manhattan,2021-09,4608.75,4148.87,1.0
3,Manhattan,2021-10,4711.53,4201.4,1.0
3,Manhattan,2021-11,4746.51,4251.44,1.0
3,Manhattan,2021-12,4692.12,4283.29,1.0
3,Manhattan,2022-01,4792.55,4317.77,1.0
3,Manhattan,2022-02,4806.37,4362.41,1.0
3,Manhattan,2022-03,4920.52,4408.81,1.0
3,Manhattan,2022-04,5078.54,4468.66,1.0
3,Manhattan,2022-05,5180.06,4542.87,1.0
3,Manhattan,2022-06,5145.24,4623.59,1.0
3,Manhattan,2022-07,5330.54,4705.35,1.0
3,Manhattan,2022-08,5206.04,4741.24,1.0
3,Manhattan,2022-09,5310.12,4738.84,1.0
3,Manhattan,2022-10,5360.78,4699.61,1.0
3,Manhattan,2022-11,5160.2,4633.25,1.0
3,Manhattan,2022-12,5091.7,4575.62,1.0
3,Manhattan,2023-01,5250.45,4549.91,1.0
3,Manhattan,2023-02,5312.77,4566.52,1.0
3,Manhattan,2023-03,5092.1,4603.17,1.0
3,Manhattan,2023-04,5179.46,4661.61,1.0
3,Manhattan,2023-05,5433.05,4719.9,1.0
3,Manhattan,2023-06,5400.07,4781.69,1.0
3,Manhattan,2023-07,5342.37,4820.11,1.0
3,Manhattan,2023-08,5293.65,4844.78,1.0
3,Manhattan,2023-09,5345.83,4826.04,1.0
3,Manhattan,2023-10,5193.79,4780.24,1.0
3,Manhattan,2023-11,5085.93,4710.22,1.0
3,Manhattan,2023-12,5145.35,4675.41,1.0
3,Manhattan,2024-01,5311.07,4680.25,1.0
3,Manhattan,2024-02,5429.99,4731.86,1.0
3,Manhattan,2024-03,5428.07,4787.23,1.0
3,Manhattan,2024-04,5300.95,4842.99,1.0
3,Manhattan,2024-05,5523.65,4902.05,1.0
3,Manhattan,2024-06,5403.62,4955.62,1.0
3,Manhattan,2024-07,5284.42,4980.19,1.0
3,Manhattan,2024-08,5279.87,4991.79,1.0
3,Manhattan,2024-09,5281.13,4975.92,1.0
3,Manhattan,2024-10,5265.4,4955.65,1.0
3,Manhattan,2024-11,5233.39,4908.9,1.0
3,Manhattan,2024-12,5372.72,4904.98,1.0
3,Manhattan,2025-01,5404.74,4908.95,1.0
3,Manhattan,2025-02,5507.62,4975.76,1.0
3,Manhattan,2025-03,5460.3,5029.21,1.0
3,Manhattan,2025-04,5518.85,5104.89,1.0
3,Manhattan,2025-05,5508.39,5139.84,1.0
3,Manhattan,2025-06,5631.37,5213.04,1.0
3,Manhattan,2025-07,5760.35,5281.57,1.0
3,Manhattan,2025-08,5780.2,5355.07,1.0
3,Manhattan,2025-09,5653.61,5344.44,1.0
3,Manhattan,2025-10,5717.92,5314.08,1.0
3,Manhattan,2025-11,5657.15,5226.48,1.0
3,Manhattan,2025-12,5705.91,5206.6,1.0
3,Manhattan,2026-01,5651.93,5185.66,1.0
3,Manhattan,2026-02,5697.58,5253.91,1.0
3,Manhattan,2026-03,5869.98,5303.34,1.0
3,Manhattan,2026-04,5879.85,5400.98,1.0
3,Manhattan,2026-05,6112.99,5468.28,1.0
3,Manhattan,2026-06,6133.95,,1.0
4,Manhattan,2017-01,4101.84,3243.71,1.0
4,Manhattan,2017-02,4036.97,3256.6,1.0
4,Manhattan,2017-03,4036.81,3268.41,1.0
4,Manhattan,2017-04,4020.68,3293.04,1.0
4,Manhattan,2017-05,4071.86,3321.33,1.0
4,Manhattan,2017-06,4193.56,3347.22,1.0
4,Manhattan,2017-07,4132.37,3355.28,1.0
4,Manhattan,2017-08,4061.97,3355.01,1.0
4,Manhattan,2017-09,4214.24,3340.16,1.0
4,Manhattan,2017-10,4180.36,3312.27,1.0
4,Manhattan,2017-11,4021.13,3270.38,1.0
4,Manhattan,2017-12,3989.13,3245.51,1.0
4,Manhattan,2018-01,4045.13,3237.5,1.0
4,Manhattan,2018-02,4062.96,3252.4,1.0
4,Manhattan,2018-03,4001.93,3271.22,1.0
4,Manhattan,2018-04,3969.76,3298.67,1.0
4,Manhattan,2018-05,3886.79,3330.88,1.0
4,Manhattan,2018-06,3921.09,3366.0,1.0
4,Manhattan,2018-07,4139.57,3388.5,1.0
4,Manhattan,2018-08,4053.22,3398.12,1.0
4,Manhattan,2018-09,4104.35,3392.84,1.0
4,Manhattan,2018-10,4148.9,3373.31,1.0
4,Manhattan,2018-11,4393.03,3340.84,1.0
4,Manhattan,2018-12,4129.38,3316.53,1.0
4,Manhattan,2019-01,4104.88,3311.1,1.0
4,Manhattan,2019-02,4042.92,3329.05,1.0
4,Manhattan,2019-03,4040.78,3354.83,1.0
4,Manhattan,2019-04,4084.65,3383.74,1.0
4,Manhattan,2019-05,4013.69,3410.43,1.0
4,Manhattan,2019-06,4080.34,3443.38,1.0
4,Manhattan,2019-07,4068.93,3465.06,1.0
4,Manhattan,2019-08,4052.51,3478.27,1.0
4,Manhattan,2019-09,4075.22,3472.07,1.0
4,Manhattan,2019-10,4249.08,3462.61,1.0
4,Manhattan,2019-11,4285.83,3436.2,1.0
4,Manhattan,2019-12,4295.88,3426.24,1.0
4,Manhattan,2020-01,4295.72,3412.73,1.0
4,Manhattan,2020-02,4365.61,3439.41,1.0
4,Manhattan,2020-03,4355.84,3446.26,1.0
4,Manhattan,2020-04,4379.22,3431.36,1.0
4,Manhattan,2020-05,4117.27,3387.76,1.0
4,Manhattan,2020-06,3982.0,3326.32,1.0
4,Manhattan,2020-07,3737.08,3264.45,1.0
4,Manhattan,2020-08,3616.61,3139.54,1.0
4,Manhattan,2020-09,3565.0,3058.69,1.0
4,Manhattan,2020-10,3566.2,2957.72,1.0
4,Manhattan,2020-11,3540.59,2879.2,1.0
4,Manhattan,2020-12,3474.67,2835.19,1.0
4,Manhattan,2021-01,3535.63,2815.31,1.0
4,Manhattan,2021-02,3534.64,2836.75,1.0
4,Manhattan,2021-03,3514.1,2882.91,1.0
4,Manhattan,2021-04,3518.35,2946.24,1.0
4,Manhattan,2021-05,3576.82,3030.58,1.0
4,Manhattan,2021-06,3714.52,3135.28,1.0
4,Manhattan,2021-07,3911.1,3265.31,1.0
4,Manhattan,2021-08,4016.48,3393.11,1.0
4,Manhattan,2021-09,4302.43,3498.23,1.0
4,Manhattan,2021-10,4466.44,3566.06,1.0
4,Manhattan,2021-11,4620.51,3616.92,1.0
4,Manhattan,2021-12,4687.4,3647.15,1.0
4,Manhattan,2022-01,4669.01,3683.75,1.0
4,Manhattan,2022-02,4702.66,3733.76,1.0
4,Manhattan,2022-03,4864.87,3794.43,1.0
4,Manhattan,2022-04,4842.42,3852.04,1.0
4,Manhattan,2022-05,4974.67,3910.27,1.0
4,Manhattan,2022-06,4990.52,3976.29,1.0
4,Manhattan,2022-07,5366.87,4038.08,1.0
4,Manhattan,2022-08,5109.76,4070.38,1.0
4,Manhattan,2022-09,5342.38,4070.84,1.0
4,Manhattan,2022-10,5341.65,4037.06,1.0
4,Manhattan,2022-11,5220.62,3987.68,1.0
4,Manhattan,2022-12,5112.76,3951.03,1.0
4,Manhattan,2023-01,5425.53,3934.31,1.0
4,Manhattan,2023-02,5458.31,3954.45,1.0
4,Manhattan,2023-03,5000.34,3976.34,1.0
4,Manhattan,2023-04,5221.85,4026.35,1.0
4,Manhattan,2023-05,5596.61,4072.88,1.0
4,Manhattan,2023-06,5599.52,4128.4,1.0
4,Manhattan,2023-07,5481.53,4160.67,1.0
4,Manhattan,2023-08,5539.89,4168.89,1.0
4,Manhattan,2023-09,5750.84,4152.57,1.0
4,Manhattan,2023-10,5676.89,4108.54,1.0
4,Manhattan,2023-11,5412.45,4062.88,1.0
4,Manhattan,2023-12,5257.88,4017.29,1.0
4,Manhattan,2024-01,5366.11,4016.35,1.0
4,Manhattan,2024-02,5379.04,4035.83,1.0
4,Manhattan,2024-03,5392.04,4089.36,1.0
4,Manhattan,2024-04,5122.32,4139.08,1.0
4,Manhattan,2024-05,5690.01,4202.83,1.0
4,Manhattan,2024-06,5145.27,4256.05,1.0
4,Manhattan,2024-07,5139.37,4285.14,1.0
4,Manhattan,2024-08,5031.43,4285.64,1.0
4,Manhattan,2024-09,4872.0,4265.94,1.0
4,Manhattan,2024-10,4901.56,4236.82,1.0
4,Manhattan,2024-11,5040.02,4209.06,1.0
4,Manhattan,2024-12,5445.14,4197.08,1.0
4,Manhattan,2025-01,5100.63,4206.43,1.0
4,Manhattan,2025-02,5251.09,4241.49,1.0
4,Manhattan,2025-03,5119.83,4282.88,1.0
4,Manhattan,2025-04,5214.64,4339.95,1.0
4,Manhattan,2025-05,5455.06,4393.14,1.0
4,Manhattan,2025-06,5537.03,4466.91,1.0
4,Manhattan,2025-07,5536.11,4534.53,1.0
4,Manhattan,2025-08,5798.72,4570.78,1.0
4,Manhattan,2025-09,5568.83,4567.01,1.0
4,Manhattan,2025-10,6028.57,4538.0,1.0
4,Manhattan,2025-11,6195.49,4514.52,1.0
4,Manhattan,2025-12,6145.34,4484.08,1.0
4,Manhattan,2026-01,5973.14,4479.65,1.0
4,Manhattan,2026-02,5978.93,4514.5,1.0
4,Manhattan,2026-03,6046.21,4566.4,1.0
4,Manhattan,2026-04,5849.17,4633.31,1.0
4,Manhattan,2026-05,6296.81,4679.78,1.0
4,Manhattan,2026-06,6324.61,,1.0
5,Manhattan,2017-01,3042.98,2771.59,1.0
5,Manhattan,2017-02,3061.03,2778.34,1.0
5,Manhattan,2017-03,2953.06,2796.63,1.0
5,Manhattan,2017-04,3109.32,2820.97,1.0
5,Manhattan,2017-05,3042.93,2846.65,1.0
5,Manhattan,2017-06,3081.76,2864.94,1.0
5,Manhattan,2017-07,3061.45,2877.23,1.0
5,Manhattan,2017-08,2938.14,2875.92,1.0
5,Manhattan,2017-09,2978.81,2865.84,1.0
5,Manhattan,2017-10,2967.37,2840.06,1.0
5,Manhattan,2017-11,2969.93,2817.51,1.0
5,Manhattan,2017-12,2994.14,2802.43,1.0
5,Manhattan,2018-01,2954.99,2801.6,1.0
5,Manhattan,2018-02,2996.29,2811.36,1.0
5,Manhattan,2018-03,2971.33,2826.55,1.0
5,Manhattan,2018-04,2882.15,2847.36,1.0
5,Manhattan,2018-05,2983.05,2872.84,1.0
5,Manhattan,2018-06,3023.08,2896.19,1.0
5,Manhattan,2018-07,3101.48,2922.93,1.0
5,Manhattan,2018-08,3108.53,2927.41,1.0
5,Manhattan,2018-09,3055.0,2925.96,1.0
5,Manhattan,2018-10,3075.0,2912.88,1.0
5,Manhattan,2018-11,3082.77,2902.91,1.0
5,Manhattan,2018-12,3086.96,2889.7,1.0
5,Manhattan,2019-01,3120.5,2882.79,1.0
5,Manhattan,2019-02,3064.47,2895.08,1.0
5,Manhattan,2019-03,3071.52,2916.54,1.0
5,Manhattan,2019-04,3088.02,2940.78,1.0
5,Manhattan,2019-05,3106.58,2956.95,1.0
5,Manhattan,2019-06,3204.33,2986.16,1.0
5,Manhattan,2019-07,3214.38,2995.86,1.0
5,Manhattan,2019-08,3163.56,3004.3,1.0
5,Manhattan,2019-09,3180.88,2996.9,1.0
5,Manhattan,2019-10,3250.73,2999.03,1.0
5,Manhattan,2019-11,3527.24,2984.05,1.0
5,Manhattan,2019-12,3415.99,2984.22,1.0
5,Manhattan,2020-01,3337.75,2980.19,1.0
5,Manhattan,2020-02,3337.99,3013.7,1.0
5,Manhattan,2020-03,3273.66,3018.64,1.0
5,Manhattan,2020-04,3296.7,3011.46,1.0
5,Manhattan,2020-05,3224.77,2967.68,1.0
5,Manhattan,2020-06,3068.69,2921.41,1.0
5,Manhattan,2020-07,3031.04,2864.83,1.0
5,Manhattan,2020-08,2932.11,2783.2,1.0
5,Manhattan,2020-09,2867.98,2670.13,1.0
5,Manhattan,2020-10,2767.19,2617.42,1.0
5,Manhattan,2020-11,2733.81,2555.27,1.0
5,Manhattan,2020-12,2660.66,2514.59,1.0
5,Manhattan,2021-01,2587.28,2482.52,1.0
5,Manhattan,2021-02,2588.11,2499.18,1.0
5,Manhattan,2021-03,2538.45,2532.68,1.0
5,Manhattan,2021-04,2571.65,2570.37,1.0
5,Manhattan,2021-05,2584.86,2614.06,1.0
5,Manhattan,2021-06,2623.96,2670.67,1.0
5,Manhattan,2021-07,2823.17,2760.73,1.0
5,Manhattan,2021-08,2943.93,2857.67,1.0
5,Manhattan,2021-09,2968.59,2945.52,1.0
5,Manhattan,2021-10,3083.53,3013.48,1.0
5,Manhattan,2021-11,3312.87,3054.4,1.0
5,Manhattan,2021-12,3468.21,3092.19,1.0
5,Manhattan,2022-01,3498.75,3132.56,1.0
5,Manhattan,2022-02,3585.85,3199.27,1.0
