bin,base_bbl,address,construction_year,yearbuilt,bldgclass,landuse,is_apartment,res_units,unitstotal,numbldgs,assesstot,dob_is_apartment,dob_dwelling_units,dob_first_filed,dob_nb_filed,dob_nb_signoff,n_dob_filings,has_dob_record,the_geom_wkt
2008309,2028570081,1425 PLAZA DRIVE,1927.0,1927.0,C7,4,True,35.0,39.0,1.0,722250.0,True,38.0,2003-06-18,,,7.0,True,"MULTIPOLYGON (((-73.917892 40.84131, -73.91785 40.841359, -73.91784 40.841341, -73.917786 40.841248, -73.917764 40.841209, -73.917782 40.841173, -73.91781 40.841118, -73.917863 40.841133, -73.917919 40.841149, -73.917936 40.841115, -73.917899 40.841104, -73.917828 40.841083, -73.917864 40.841011, -73.918037 40.840983, -73.918052 40.840981, -73.918064 40.840987, -73.918122 40.840979, -73.918127 40.840999, -73.918021 40.841124, -73.917988 40.841164, -73.918005 40.841173, -73.917962 40.841225, -73.917927 40.841208, -73.917885 40.841257, -73.917906 40.841292, -73.917901 40.841299, -73.917892 40.84131)))"
2008310,2028570090,1405 PLAZA DRIVE,1927.0,1927.0,E1,6,False,0.0,1.0,1.0,3908250.0,False,1.0,2001-11-26,,,8.0,True,"MULTIPOLYGON (((-73.918087 40.840579, -73.918145 40.840596, -73.91824 40.840623, -73.918334 40.84065, -73.918429 40.840677, -73.918459 40.840685, -73.918427 40.84075, -73.918421 40.840748, -73.918385 40.84082, -73.918342 40.840907, -73.918269 40.840914, -73.918258 40.840915, -73.918219 40.840904, -73.918205 40.840931, -73.918079 40.840947, -73.918054 40.840951, -73.918095 40.840868, -73.918046 40.840854, -73.917963 40.84083, -73.917982 40.840791, -73.918046 40.840661, -73.918087 40.840579)))"
2008311,2028570094,1401 PLAZA DRIVE,1925.0,1925.0,K9,5,False,0.0,4.0,1.0,795150.0,False,0.0,2000-12-27,,,16.0,True,"MULTIPOLYGON (((-73.918087 40.840579, -73.918114 40.840524, -73.918119 40.840514, -73.918126 40.840516, -73.91822 40.840543, -73.918315 40.84057, -73.918409 40.840597, -73.918491 40.840621, -73.918481 40.840641, -73.918459 40.840685, -73.918429 40.840677, -73.918334 40.84065, -73.91824 40.840623, -73.918145 40.840596, -73.918087 40.840579)))"
2008313,2028580001,1460 MACOMBS ROAD,1930.0,1930.0,D7,4,True,102.0,109.0,1.0,3963150.0,True,109.0,2001-09-26,,,26.0,True,"MULTIPOLYGON (((-73.917243 40.842193, -73.917323 40.842081, -73.917325 40.842078, -73.917328 40.842079, -73.917336 40.842082, -73.917344 40.842071, -73.917415 40.841971, -73.917477 40.841997, -73.917486 40.842001, -73.917516 40.841959, -73.917515 40.841959, -73.917445 40.84193, -73.917492 40.841864, -73.917529 40.841853, -73.917534 40.841839, -73.917514 40.841817, -73.917502 40.84182, -73.917498 40.841812, -73.917461 40.841826, -73.917449 40.841842, -73.917405 40.841904, -73.917402 40.841903, -73.917227 40.841831, -73.917297 40.841733, -73.917371 40.841763, -73.917383 40.841747, -73.917404 40.841755, -73.917415 40.841739, -73.917321 40.841701, -73.917376 40.841624, -73.917399 40.841617, -73.917395 40.841607, -73.917417 40.8416, -73.917403 40.84157, -73.917487 40.841448, -73.917497 40.841447, -73.917503 40.841457, -73.917606 40.841631, -73.917505 40.841665, -73.917528 40.841703, -73.917601 40.841678, -73.917628 40.841669, -73.91768 40.841757, -73.9177 40.841791, -73.917669 40.841802, -73.917602 40.841824, -73.917623 40.84186, -73.91766 40.841847, -73.917721 40.841827, -73.917767 40.841905, -73.917774 40.841917, -73.917773 40.841958, -73.917773 40.841961, -73.917627 40.842167, -73.917627 40.842167, -73.917503 40.842178, -73.917489 40.842095, -73.917476 40.842088, -73.917457 40.842089, -73.917462 40.842107, -73.91743 40.842112, -73.917437 40.842184, -73.917246 40.842201, -73.917243 40.842193)))"
2008314,2028580009,10 WEST 172 STREET,1931.0,1931.0,G9,7,False,0.0,1.0,1.0,826650.0,False,2.0,2014-01-15,,,8.0,True,"MULTIPOLYGON (((-73.9167 40.841923, -73.916754 40.841945, -73.916944 40.842023, -73.917014 40.842051, -73.917134 40.841881, -73.917169 40.841832, -73.917186 40.841839, -73.917391 40.841923, -73.917361 40.841965, -73.917259 40.84211, -73.917187 40.842211, -73.917064 40.842222, -73.916881 40.842239, -73.916649 40.842261, -73.916522 40.842272, -73.916494 40.842241, -73.916484 40.842229, -73.9167 40.841923)))"
2008315,2028580015,1481 JEROME AVENUE,1905.0,1905.0,G1,10,False,0.0,1.0,1.0,664650.0,False,,2008-01-03,,,5.0,True,"MULTIPOLYGON (((-73.9167 40.841923, -73.916869 40.841684, -73.916996 40.841736, -73.917183 40.841812, -73.917169 40.841832, -73.917134 40.841881, -73.917014 40.842051, -73.916944 40.842023, -73.916754 40.841945, -73.9167 40.841923)))"
2008316,2028580019,1477 JEROME AVENUE,1925.0,1925.0,G9,7,False,0.0,2.0,1.0,710100.0,False,,2010-04-05,,,1.0,True,"MULTIPOLYGON (((-73.916869 40.841684, -73.91696 40.841555, -73.91704 40.841442, -73.917049 40.841446, -73.917174 40.841497, -73.917307 40.841551, -73.917354 40.84157, -73.917244 40.841726, -73.917183 40.841812, -73.916996 40.841736, -73.916869 40.841684)))"
2008317,2028580023,1465 JEROME AVENUE,1925.0,1925.0,K2,5,False,0.0,2.0,1.0,632700.0,False,,2000-01-31,,,24.0,True,"MULTIPOLYGON (((-73.91704 40.841442, -73.917168 40.841261, -73.917203 40.841276, -73.917224 40.841284, -73.917329 40.841327, -73.917444 40.841374, -73.917451 40.841376, -73.91746 40.84138, -73.917473 40.841401, -73.917354 40.84157, -73.917307 40.841551, -73.917174 40.841497, -73.917049 40.841446, -73.91704 40.841442)))"
2008318,2028580028,1461 JEROME AVENUE,1927.0,1927.0,G1,10,False,0.0,1.0,1.0,128700.0,False,,,,,,False,"MULTIPOLYGON (((-73.917224 40.841284, -73.91722 40.841272, -73.917301 40.841246, -73.917276 40.841203, -73.917265 40.841182, -73.917235 40.841165, -73.917295 40.84108, -73.917336 40.841157, -73.917384 40.841247, -73.917397 40.841243, -73.917404 40.841256, -73.917463 40.84136, -73.917469 40.841369, -73.917451 40.841376, -73.917444 40.841374, -73.917329 40.841327, -73.917224 40.841284)))"
2008319,2028590001,1484 INWOOD AVENUE,1928.0,1928.0,D7,4,True,33.0,34.0,1.0,614700.0,True,34.0,2013-07-05,,,3.0,True,"MULTIPOLYGON (((-73.91719 40.842462, -73.917182 40.84246, -73.917161 40.842461, -73.917149 40.842382, -73.917194 40.842378, -73.917384 40.84236, -73.917478 40.842352, -73.91749 40.84236, -73.917335 40.84258, -73.917329 40.84258, -73.917182 40.842594, -73.917174 40.842541, -73.917172 40.842531, -73.917177 40.842531, -73.917215 40.842527, -73.917205 40.842467, -73.91719 40.842462)))"
2008320,2028590004,1496 INWOOD AVENUE,1971.0,1971.0,G1,10,False,0.0,1.0,1.0,123300.0,False,0.0,2008-08-14,,,2.0,True,"MULTIPOLYGON (((-73.917261 40.842676, -73.917238 40.842678, -73.917089 40.842693, -73.916983 40.842704, -73.916977 40.842669, -73.916971 40.842639, -73.916997 40.842637, -73.917142 40.842622, -73.91725 40.842611, -73.917258 40.842657, -73.917261 40.842676)))"
2008321,2028590005,1500 INWOOD AVENUE,1986.0,1986.0,G2,7,False,0.0,3.0,1.0,189000.0,False,,,,,,False,"MULTIPOLYGON (((-73.916983 40.842704, -73.917089 40.842693, -73.917238 40.842678, -73.917261 40.842676, -73.917155 40.842825, -73.917106 40.84283, -73.91702 40.842839, -73.916876 40.842854, -73.916855 40.842856, -73.916728 40.842869, -73.916691 40.842872, -73.916674 40.842776, -73.916667 40.842736, -73.91667 40.842736, -73.916777 40.842725, -73.916962 40.842706, -73.916983 40.842704)))"
2109809,2028590008,1504 INWOOD AVENUE,1925.0,1925.0,G2,7,False,0.0,2.0,2.0,171000.0,False,,,,,,False,"MULTIPOLYGON (((-73.916855 40.842856, -73.916876 40.842854, -73.91702 40.842839, -73.917106 40.84283, -73.917155 40.842825, -73.917117 40.842878, -73.9171 40.84288, -73.917009 40.842889, -73.916864 40.842904, -73.916859 40.842875, -73.916855 40.842856)))"
2008322,2028590008,1504 INWOOD AVENUE,1925.0,1925.0,G2,7,False,0.0,2.0,2.0,171000.0,False,,,,,,False,"MULTIPOLYGON (((-73.917013 40.843029, -73.916911 40.84304, -73.916765 40.843056, -73.916627 40.843071, -73.916622 40.843044, -73.916614 40.843, -73.916696 40.842991, -73.91671 40.84299, -73.916708 40.842978, -73.916702 40.842947, -73.916738 40.842943, -73.916849 40.842932, -73.917002 40.842917, -73.917098 40.842908, -73.917013 40.843029)))"
2008323,2028590010,1508 INWOOD AVENUE,1926.0,1926.0,G2,7,False,0.0,2.0,1.0,206550.0,False,,2000-12-08,,,4.0,True,"MULTIPOLYGON (((-73.916627 40.843071, -73.916765 40.843056, -73.916911 40.84304, -73.917013 40.843029, -73.916825 40.843288, -73.916684 40.84323, -73.916607 40.843197, -73.916574 40.843206, -73.916557 40.843211, -73.916557 40.843209, -73.916539 40.843101, -73.916535 40.843081, -73.916545 40.84308, -73.916596 40.843075, -73.916627 40.843071)))"
2008324,2028590018,1522 INWOOD AVENUE,1923.0,1923.0,G1,10,False,0.0,1.0,1.0,75600.0,False,,,,,,False,"MULTIPOLYGON (((-73.916532 40.843348, -73.916572 40.84329, -73.916759 40.843365, -73.916718 40.843423, -73.916532 40.843348)))"
2008326,2028590026,1540 INWOOD AVENUE,1925.0,1925.0,G1,10,False,0.0,1.0,1.0,658800.0,False,,,,,,False,"MULTIPOLYGON (((-73.915848 40.843913, -73.916012 40.84368, -73.916314 40.843803, -73.916426 40.843849, -73.916261 40.844081, -73.916144 40.844034, -73.915848 40.843913)))"
2008327,2028590030,1552 INWOOD AVENUE,1928.0,1928.0,G1,10,False,0.0,3.0,1.0,248400.0,False,,2012-10-09,,,2.0,True,"MULTIPOLYGON (((-73.916107 40.844266, -73.915963 40.844207, -73.915712 40.844105, -73.91584 40.843923, -73.915848 40.843913, -73.916144 40.844034, -73.916261 40.844081, -73.916126 40.844272, -73.916125 40.844273, -73.916107 40.844266)))"
2008328,2028590033,1558 INWOOD AVENUE,1910.0,1910.0,C0,2,True,3.0,3.0,1.0,46800.0,False,,,,,,False,"MULTIPOLYGON (((-73.915963 40.844207, -73.916107 40.844266, -73.916069 40.844319, -73.915925 40.84426, -73.915963 40.844207)))"
2128641,2028590034,1560 INWOOD AVENUE,2009.0,0.0,Z9,,False,0.0,0.0,1.0,45900.0,False,,2008-11-25,,,3.0,True,"MULTIPOLYGON (((-73.916066 40.844329, -73.916043 40.844364, -73.915963 40.844331, -73.915987 40.844296, -73.916066 40.844329)))"
2128642,2028590038,18 WEST MT EDEN AVENUE,,1950.0,GU,5,False,0.0,1.0,4.0,121500.0,False,,,,,,False,"MULTIPOLYGON (((-73.915807 40.844618, -73.915769 40.844672, -73.915718 40.844651, -73.915752 40.844597, -73.915807 40.844618)))"
2127539,2028590038,18 WEST MT EDEN AVENUE,,1950.0,GU,5,False,0.0,1.0,4.0,121500.0,False,,,,,,False,"MULTIPOLYGON (((-73.915727 40.844535, -73.915781 40.844466, -73.915828 40.844487, -73.915774 40.844556, -73.915727 40.844535)))"
2117797,2028590038,18 WEST MT EDEN AVENUE,1950.0,1950.0,GU,5,False,0.0,1.0,4.0,121500.0,False,,,,,,False,"MULTIPOLYGON (((-73.915903 40.84457, -73.915802 40.844528, -73.91584 40.844474, -73.915949 40.844519, -73.915943 40.844528, -73.915937 40.844525, -73.915923 40.844546, -73.915921 40.844545, -73.915903 40.84457)))"
2127540,2028590038,18 WEST MT EDEN AVENUE,,1950.0,GU,5,False,0.0,1.0,4.0,121500.0,False,,,,,,False,"MULTIPOLYGON (((-73.915807 40.844618, -73.915857 40.844556, -73.915906 40.844578, -73.91589 40.844598, -73.915894 40.8446, -73.91586 40.844642, -73.915807 40.844618)))"
2008329,2028590044,2 WEST MT EDEN AVENUE,1928.0,1928.0,K1,5,False,0.0,6.0,1.0,974250.0,False,0.0,2004-10-29,,,17.0,True,"MULTIPOLYGON (((-73.915054 40.844218, -73.915498 40.8444, -73.915448 40.84447, -73.915408 40.844526, -73.915344 40.8445, -73.914964 40.844345, -73.915054 40.844218)))"
2008330,2028590046,1565 JEROME AVENUE,1920.0,1920.0,K1,5,False,0.0,1.0,1.0,1009800.0,False,,,,,,False,"MULTIPOLYGON (((-73.915054 40.844218, -73.915216 40.843989, -73.915224 40.843978, -73.915449 40.84407, -73.915668 40.84416, -73.915655 40.844177, -73.915557 40.844316, -73.915537 40.844344, -73.915498 40.8444, -73.915054 40.844218)))"
2115197,2028590051,1545 JEROME AVENUE,1920.0,1920.0,G1,10,False,0.0,1.0,1.0,511650.0,False,,2003-01-28,2025-01-07,,5.0,True,"MULTIPOLYGON (((-73.915649 40.843533, -73.91565 40.843532, -73.915752 40.843573, -73.915772 40.843582, -73.916012 40.84368, -73.915848 40.843913, -73.91584 40.843923, -73.915617 40.843832, -73.915465 40.843766, -73.915488 40.843762, -73.915529 40.843704, -73.91553 40.843702, -73.915595 40.84361, -73.915649 40.843533)))"
2008336,2028590077,1509 JEROME AVENUE,2010.0,2010.0,W1,8,False,0.0,1.0,1.0,15213150.0,False,0.0,2002-08-08,2008-02-01,2014-01-07 00:00:00,51.0,True,"MULTIPOLYGON (((-73.916353 40.84365, -73.915671 40.843378, -73.916255 40.842573, -73.916511 40.84265, -73.916535 40.842657, -73.916487 40.84275, -73.916474 40.842775, -73.916382 40.842951, -73.916448 40.842979, -73.916433 40.843, -73.916421 40.843017, -73.916423 40.843019, -73.916435 40.843029, -73.916429 40.843038, -73.916403 40.843074, -73.916355 40.843141, -73.916331 40.843174, -73.916201 40.843357, -73.916636 40.843537, -73.916647 40.843542, -73.91655 40.843678, -73.916521 40.84372, -73.916353 40.84365)))"
2008337,2028590092,11 WEST 172 STREET,1940.0,1940.0,D1,3,True,66.0,66.0,1.0,1036800.0,True,66.0,2005-06-22,,,18.0,True,"MULTIPOLYGON (((-73.916688 40.842595, -73.91668 40.842541, -73.916676 40.842517, -73.916626 40.842521, -73.916616 40.842454, -73.916613 40.842434, -73.916798 40.842417, -73.916799 40.842417, -73.916807 40.842465, -73.916796 40.842466, -73.916803 40.842514, -73.916894 40.842506, -73.916887 40.842458, -73.916876 40.842459, -73.916869 40.84241, -73.917026 40.842396, -73.917055 40.842394, -73.917068 40.842476, -73.917042 40.842479, -73.917059 40.842585, -73.917006 40.84259, -73.91696 40.842594, -73.91697 40.842662, -73.916884 40.84267, -73.916869 40.842575, -73.916856 40.842564, -73.916836 40.842566, -73.916838 40.842583, -73.916811 40.842586, -73.916825 40.842676, -73.916778 40.84268, -73.916662 40.84269, -73.916656 40.842691, -73.916649 40.842648, -73.916645 40.842624, -73.916641 40.8426, -73.916656 40.842598, -73.916688 40.842595)))"
2008338,2028590097,11A WEST 172 STREET,1910.0,1910.0,C0,2,True,3.0,3.0,1.0,57960.0,True,3.0,2000-05-04,,,6.0,True,"MULTIPOLYGON (((-73.917107 40.84262, -73.917099 40.842559, -73.917083 40.84256, -73.917067 40.842435, -73.917089 40.842433, -73.917102 40.842418, -73.917124 40.842416, -73.917141 40.842429, -73.917158 40.842553, -73.917154 40.842553, -73.917159 40.842588, -73.917163 40.842616, -73.917145 40.842618, -73.917107 40.84262)))"
2008339,2028600034,1581 JEROME AVENUE,1999.0,1999.0,K5,5,False,0.0,1.0,1.0,486900.0,False,0.0,2006-03-03,,,11.0,True,"MULTIPOLYGON (((-73.914923 40.844753, -73.914932 40.84474, -73.914886 40.844722, -73.91496 40.844618, -73.914969 40.844622, -73.915003 40.844573, -73.915095 40.844611, -73.91506 40.84466, -73.915069 40.844664, -73.915004 40.844756, -73.914984 40.844761, -73.914953 40.844749, -73.914944 40.844761, -73.914923 40.844753)))"
2008387,2028620090,1959 JEROME AVENUE,1926.0,0.0,V1,11,False,0.0,0.0,0.0,231750.0,False,0.0,2005-02-23,,,3.0,True,"MULTIPOLYGON (((-73.909856 40.851332, -73.910165 40.850995, -73.910176 40.851001, -73.910184 40.851004, -73.910254 40.851037, -73.910324 40.851069, -73.910393 40.851101, -73.910462 40.851132, -73.910472 40.851137, -73.910394 40.851221, -73.910162 40.851473, -73.910121 40.851454, -73.910039 40.851417, -73.909956 40.851379, -73.909871 40.851339, -73.909856 40.851332)))"
2008388,2028620103,1921 JEROME AVENUE,1990.0,1990.0,N9,8,False,0.0,8.0,1.0,2870550.0,True,7.0,2003-07-17,,,22.0,True,"MULTIPOLYGON (((-73.910176 40.851001, -73.910458 40.850659, -73.910653 40.850388, -73.910844 40.850122, -73.910879 40.850127, -73.910967 40.85014, -73.911042 40.85015, -73.911112 40.85016, -73.911185 40.85017, -73.911207 40.850173, -73.911179 40.850213, -73.910893 40.850619, -73.910821 40.850723, -73.910812 40.850736, -73.910472 40.851137, -73.910463 40.851133, -73.910393 40.851101, -73.910324 40.851069, -73.910254 40.851037, -73.910184 40.851004, -73.910176 40.851001)))"
2008409,2028640025,1349 INWOOD AVENUE,1931.0,1931.0,W1,8,False,0.0,1.0,1.0,1752750.0,False,,2007-04-10,,,19.0,True,"MULTIPOLYGON (((-73.920175 40.839863, -73.920184 40.839847, -73.920018 40.839799, -73.919661 40.839696, -73.91963 40.839687, -73.919678 40.839589, -73.919773 40.839399, -73.919978 40.839458, -73.920329 40.839559, -73.920335 40.839546, -73.920377 40.839558, -73.920361 40.83959, -73.920356 40.8396, -73.920219 40.839876, -73.920175 40.839863)))"
2129798,2028640027,1366 CROMWELL AVENUE,2025.0,2023.0,W3,8,False,0.0,1.0,1.0,8344350.0,False,,,2026-01-30,,,False,"MULTIPOLYGON (((-73.920218 40.839875, -73.920055 40.840197, -73.919803 40.840097, -73.919957 40.839781, -73.920183 40.839846, -73.920175 40.839863, -73.920218 40.839875)))"
2008411,2028640035,1376 CROMWELL AVENUE,2005.0,2005.0,E7,6,False,0.0,1.0,2.0,9895950.0,False,,2004-10-26,2005-06-15,2009-07-09 00:00:00,33.0,True,"MULTIPOLYGON (((-73.919954 40.8398, -73.919836 40.840035, -73.919802 40.840103, -73.919803 40.840134, -73.919525 40.840683, -73.919521 40.840691, -73.919202 40.840598, -73.919647 40.839716, -73.919894 40.839788, -73.919954 40.8398)))"
2120492,2028640035,1376 CROMWELL AVENUE,2005.0,2005.0,E7,6,False,0.0,1.0,2.0,9895950.0,False,,,,,,False,"MULTIPOLYGON (((-73.919698 40.840733, -73.919836 40.840453, -73.919905 40.840474, -73.919767 40.840753, -73.919698 40.840733)))"
2128645,2028650001,1490 MACOMBS ROAD,2016.0,2014.0,K2,5,False,0.0,2.0,1.0,2045250.0,False,,2011-08-02,2013-06-14,,21.0,True,"MULTIPOLYGON (((-73.917803 40.842895, -73.917684 40.842885, -73.917628 40.842903, -73.917409 40.842813, -73.917743 40.842345, -73.917784 40.842346, -73.917803 40.842895)))"
2129756,2028650015,1504 MACOMBS ROAD,2024.0,2021.0,W1,8,False,0.0,1.0,1.0,16953300.0,False,,,,,,False,"MULTIPOLYGON (((-73.917325 40.843671, -73.916913 40.843501, -73.917258 40.843019, -73.917674 40.84319, -73.917619 40.84326, -73.917597 40.843251, -73.9175 40.843387, -73.917491 40.843401, -73.917486 40.843399, -73.917465 40.84343, -73.91747 40.843432, -73.917429 40.843493, -73.917367 40.843586, -73.917349 40.843619, -73.917325 40.843671)))"
2120493,2028650088,1495 INWOOD AVENUE,1920.0,1920.0,G9,7,False,0.0,2.0,2.0,133200.0,False,,,,,,False,"MULTIPOLYGON (((-73.917697 40.843004, -73.917728 40.842924, -73.9178 40.84294, -73.917768 40.84302, -73.917697 40.843004)))"
2008425,2028650088,1495 INWOOD AVENUE,1920.0,1920.0,G9,7,False,0.0,2.0,2.0,133200.0,False,,2012-08-07,,,1.0,True,"MULTIPOLYGON (((-73.91746 40.843013, -73.91734 40.842962, -73.917315 40.842951, -73.917334 40.842925, -73.917395 40.842843, -73.917611 40.842935, -73.917629 40.842911, -73.917675 40.842931, -73.917706 40.842944, -73.91764 40.843034, -73.917561 40.843001, -73.91753 40.843043, -73.91746 40.843013)))"
2008638,2028710002,1240 EDWARD L GRANT HWY,1953.0,1953.0,K1,5,False,0.0,4.0,1.0,1929150.0,True,9.0,2000-12-18,,,39.0,True,"MULTIPOLYGON (((-73.921767 40.837577, -73.92163 40.837537, -73.92185 40.837097, -73.922067 40.836664, -73.922114 40.836678, -73.922091 40.837198, -73.922091 40.83722, -73.922087 40.837334, -73.922074 40.837342, -73.921962 40.837566, -73.921959 40.837572, -73.92193 40.837564, -73.921887 40.837552, -73.921861 40.837602, -73.921861 40.837604, -73.921767 40.837577)))"
2128343,2028710061,1302 EDWARD L. GRANT HIGHWAY,2024.0,2022.0,W1,8,False,0.0,1.0,1.0,9354150.0,False,,2006-10-03,2006-10-03,,29.0,True,"MULTIPOLYGON (((-73.921141 40.838826, -73.921408 40.838422, -73.92164 40.83851, -73.921372 40.838914, -73.921141 40.838826)))"
2008641,2028710085,1355 CROMWELL AVENUE,1938.0,1938.0,G1,10,False,0.0,2.0,1.0,288900.0,False,,2003-06-12,,,2.0,True,"MULTIPOLYGON (((-73.920418 40.839936, -73.920486 40.839811, -73.920555 40.839832, -73.920674 40.83987, -73.92079 40.839906, -73.920825 40.839917, -73.920821 40.839925, -73.920813 40.839939, -73.920757 40.840042, -73.920655 40.840011, -73.920642 40.840007, -73.920637 40.840005, -73.920428 40.839939, -73.920418 40.839936)))"
2008642,2028710094,1361 CROMWELL AVENUE,1925.0,1925.0,P5,8,False,0.0,1.0,1.0,521550.0,True,80.0,2005-05-23,,,11.0,True,"MULTIPOLYGON (((-73.920259 40.840264, -73.92026 40.840263, -73.920263 40.840264, -73.920436 40.840351, -73.920495 40.840381, -73.920503 40.840385, -73.920504 40.840385, -73.920512 40.84039, -73.920521 40.840394, -73.920529 40.840398, -73.920536 40.840402, -73.920542 40.840405, -73.920548 40.840408, -73.92055 40.840409, -73.920533 40.840417, -73.920354 40.840506, -73.920229 40.840567, -73.920109 40.840626, -73.920093 40.840634, -73.920074 40.840625, -73.920076 40.84062, -73.920089 40.840594, -73.920114 40.840546, -73.920164 40.840448, -73.92021 40.840359, -73.920259 40.840264)))"
2008643,2028710110,1347 CROMWELL AVENUE,1925.0,1925.0,G1,10,False,0.0,2.0,1.0,232650.0,False,0.0,2001-04-17,,,13.0,True,"MULTIPOLYGON (((-73.920825 40.839917, -73.92079 40.839906, -73.920674 40.83987, -73.920555 40.839832, -73.920486 40.839811, -73.920551 40.839692, -73.920621 40.839714, -73.920741 40.839752, -73.920847 40.839785, -73.920895 40.8398, -73.920889 40.839937, -73.920886 40.839936, -73.920844 40.839923, -73.920825 40.839917)))"
2008644,2028710112,1345 CROMWELL AVENUE,1925.0,1925.0,G2,7,False,0.0,1.0,1.0,204750.0,False,,2016-05-16,,,2.0,True,"MULTIPOLYGON (((-73.920552 40.839678, -73.920622 40.839555, -73.920712 40.839584, -73.920832 40.839623, -73.920948 40.839662, -73.920951 40.839662, -73.920881 40.839786, -73.92086 40.839779, -73.920749 40.839742, -73.920628 40.839703, -73.920552 40.839678)))"
2008664,2028720082,1401 CROMWELL AVENUE,1924.0,1924.0,G2,7,False,0.0,2.0,1.0,335250.0,False,1.0,2003-04-15,,,10.0,True,"MULTIPOLYGON (((-73.919602 40.841283, -73.919765 40.841063, -73.91978 40.84107, -73.919797 40.841046, -73.919856 40.841072, -73.919961 40.841117, -73.919972 40.841121, -73.919979 40.841124, -73.919988 40.841128, -73.920004 40.841135, -73.920019 40.841141, -73.920034 40.841148, -73.920049 40.841154, -73.920052 40.841155, -73.920065 40.841161, -73.920077 40.841166, -73.920086 40.84117, -73.920094 40.841173, -73.919915 40.841416, -73.919913 40.841416, -73.919906 40.841413, -73.919868 40.841396, -73.919826 40.841378, -73.919783 40.84136, -73.919738 40.841341, -73.919697 40.841324, -73.919657 40.841306, -73.919616 40.841289, -73.919602 40.841283)))"
2013959,2031790008,2070 JEROME AVENUE,1920.0,1920.0,K4,4,False,0.0,7.0,1.0,578250.0,False,,,,,,False,"MULTIPOLYGON (((-73.90622 40.854391, -73.906287 40.854318, -73.906425 40.854165, -73.906446 40.854142, -73.906481 40.854155, -73.906756 40.854259, -73.906676 40.854347, -73.906662 40.854362, -73.906565 40.854469, -73.906502 40.854539, -73.906368 40.854468, -73.90622 40.854391)))"
2013960,2031790013,2080 JEROME AVENUE,1931.0,1931.0,G1,10,False,0.0,2.0,1.0,621000.0,False,2.0,2005-09-09,,,5.0,True,"MULTIPOLYGON (((-73.905898 40.854722, -73.90594 40.854676, -73.906014 40.854594, -73.906099 40.854501, -73.906205 40.854383, -73.90622 40.854391, -73.906368 40.854468, -73.906502 40.854539, -73.906459 40.854586, -73.906419 40.85463, -73.906321 40.854738, -73.906247 40.85482, -73.906195 40.854877, -73.905993 40.854772, -73.905898 40.854722)))"
2013961,2031790020,2100 JEROME AVENUE,1931.0,1931.0,E1,6,False,0.0,3.0,1.0,1051200.0,True,3.0,2005-09-09,2012-03-15,,12.0,True,"MULTIPOLYGON (((-73.905898 40.854722, -73.905993 40.854772, -73.906195 40.854877, -73.906178 40.854896, -73.9061 40.854983, -73.90594 40.855159, -73.905938 40.855158, -73.905674 40.85502, -73.905648 40.855006, -73.905643 40.855003, -73.9057 40.85494, -73.905758 40.854876, -73.905817 40.854812, -73.905876 40.854746, -73.905898 40.854722)))"
2127654,2031790030,2102 JEROME AVENUE,,2013.0,K1,5,False,0.0,1.0,1.0,906300.0,False,,,,,,False,"MULTIPOLYGON (((-73.905389 40.855337, -73.905516 40.855195, -73.905783 40.855334, -73.905655 40.855475, -73.905389 40.855337)))"
2013962,2031790031,2128 JEROME AVENUE,1917.0,1917.0,C7,4,True,31.0,37.0,1.0,1143000.0,True,31.0,2003-09-26,,,3.0,True,"MULTIPOLYGON (((-73.905288 40.855443, -73.905309 40.855419, -73.905315 40.855422, -73.905334 40.855401, -73.905369 40.855362, -73.905548 40.855454, -73.905628 40.855496, -73.905556 40.855575, -73.905473 40.855668, -73.905313 40.855585, -73.905217 40.855535, -73.905208 40.855531, -73.905209 40.855531, -73.905213 40.855526, -73.905229 40.855509, -73.90525 40.855484, -73.905288 40.855443)))"
2127768,2031850001,2150 JEROME AVENUE,,1956.0,G2,7,False,0.0,1.0,2.0,574650.0,False,,,,,,False,"MULTIPOLYGON (((-73.904801 40.855963, -73.904818 40.855937, -73.904924 40.855976, -73.904972 40.855993, -73.904955 40.85602, -73.904801 40.855963)))"
2094671,2031850001,2150 JEROME AVENUE,1956.0,1956.0,G2,7,False,0.0,1.0,2.0,574650.0,False,,2002-06-06,2007-08-01,,6.0,True,"MULTIPOLYGON (((-73.905045 40.855664, -73.905057 40.855651, -73.905138 40.855694, -73.905042 40.855801, -73.904929 40.855926, -73.904863 40.855892, -73.904847 40.855884, -73.904859 40.855871, -73.905045 40.855664)))"
2014052,2031860001,2170 JEROME AVENUE,1920.0,1920.0,E9,6,False,0.0,1.0,1.0,998100.0,False,0.0,2000-05-03,,,4.0,True,"MULTIPOLYGON (((-73.904495 40.856415, -73.90455 40.856325, -73.904603 40.856239, -73.904656 40.856152, -73.90468 40.856112, -73.90468 40.856112, -73.904702 40.85612, -73.904787 40.85615, -73.904987 40.85622, -73.905004 40.856226, -73.904931 40.856346, -73.904819 40.856529, -73.904798 40.856522, -73.904718 40.856493, -73.904637 40.856465, -73.904557 40.856437, -73.904495 40.856415)))"
