Job_Number,Job_Type,Job_Status,BIN,BBL,Boro,AddressNum,AddressSt,CompltYear,PermitYear,ClassAInit,ClassAProp,ClassANet,Units_CO,DateFiled,DatePermit,DateComplt,Bldg_Class,Job_Desc,Latitude,Longitude,hdb_completed,hdb_address,scope_via,pluto_current_bbl,bbl_sunsetted
X01064656,Alteration,5. Completed Construction,2128894,2031960066,2,27,BUCHANAN PLACE,2025.0,2024.0,25.0,25,0.0,25.0,2024-06-28,2024-09-27,2025-02-28,Other,change existing ambulatory diagnostic or treatment healthcare facilities to school - day care center.  provide new stair and door.,40.85826589735064,-73.90535294584095,True,27 BUCHANAN PLACE,bbl_block,2031960066,False
X01153979,Alteration,1. Filed Application,2008652,2028720033,2,1411,JESUP AVENUE,,,2.0,10,8.0,,2025-03-18,,,Other,Proposed alteration to existing building to propose a total of 10 dwelling units.,40.84146471068687,-73.92087664247686,False,1411 JESUP AVENUE,bbl_block,2028720033,False
X01023907,New Building,3. Permitted for Construction,2131032,2024890035,2,1240,RIVER AVENUE,,2025.0,0.0,328,328.0,,2024-05-17,2025-11-21,,Other,New 17-story mixed-use building,40.8364,-73.9209,False,1240 RIVER AVENUE,bbl_block,2024890035,True
X01056031,Alteration,2. Approved Application,2014075,2031860078,2,2243,WALTON AVENUE,,,2.0,10,8.0,,2024-05-28,,,Other,Existing 2-Story and basement 2-Family  to be converted to a 10-Family Dwelling,40.857387985287474,-73.90364397471009,False,2243 WALTON AVENUE,bbl_block,2031860078,False
X01059040,New Building,1. Filed Application,2115197,2028590051,2,1545,JEROME AVENUE,,,0.0,213,213.0,,2025-01-07,,,Other,Propose an 11-story mix-used building consisting of affordable housing use groups II (MIH) IIIA (Supportive Housing) and VI (Retail),40.84372746904938,-73.91574542891432,False,1545 JEROME AVENUE,bbl_block,2028590051,False
X01114743,Alteration,5. Completed Construction,2008441,2028650177,2,26,WEST 174 STREET,2025.0,2024.0,2.0,10,8.0,10.0,2024-09-23,2024-11-19,2025-04-09,Other,PROPOSED CONVERSION OF AN EXISTING TWO STORY AND CELLAR TWO FAMILY TO A TOTAL OF TEN RESIDENTIAL UNITS,40.84639780552215,-73.91477430709978,True,26 WEST 174 STREET,bbl_block,2028650177,False
X01116367,Alteration,3. Permitted for Construction,2014194,2031950051,2,2170,DAVIDSON AVENUE,,2025.0,31.0,34,3.0,,2024-11-20,2025-04-11,,Other,THIS APPLICATION IS BEING FILED FOR GENERAL CONSTRUCTION AND STRUCTURAL WORK TO RENOVATE EXISTING RESIDENTIAL APARTMENTS TO CREATE ADDITIONAL DWELLING UNITS AND OBTAIN A NEW CERTIFICATE OF OCCUPANCY,40.85687627214829,-73.90574076861428,False,2170 DAVIDSON AVENUE,bbl_block,2031950051,False
X01169727,New Building,2. Approved Application,2008290,2028560023,2,1376,INWOOD AVENUE,,,0.0,53,53.0,,2025-01-27,,,Other,APPLICATION FILED HEREWITH TO ERECT A NEW EIGHT STORY RESIDENTIAL BUIDLIGN WITH A TOTAL OF FIFTY THREE UNITS,40.84008656221408,-73.91906439512107,False,1376 INWOOD AVENUE,bbl_block,2028560023,False
X01181100,Demolition,3. Permitted for Construction,2008290,2028560023,2,1376,INWOOD AVENUE,,2025.0,3.0,0,-3.0,,2025-02-19,2025-04-09,,3 Family,Full demolition to a three story house,40.84008656221408,-73.91906439512107,False,1376 INWOOD AVENUE,bbl_block,2028560023,False
X01181103,Demolition,3. Permitted for Construction,2008291,2028560023,2,1378,INWOOD AVENUE,,2025.0,3.0,0,-3.0,,2025-02-19,2025-04-09,,3 Family,Full demolition to a three story house,40.840154743368615,-73.91903136964333,False,1378 INWOOD AVENUE,bbl_block,2028560023,False
X01207746,New Building,1. Filed Application,2803522,2028570006,2,1408,CROMWELL AVENUE,,,0.0,92,92.0,,2025-04-10,,,Other,APPLICATION FILED HEREWITH TO ERECT A NEW THIRTEEN STORY MIXED USE BUILDING WITH A TOTAL OF NINETY-TWO DWELLING UNITS,40.841138873524,-73.91908732042862,False,1408 CROMWELL AVENUE,bbl_block,2028570006,False
X01222014,Alteration,3. Permitted for Construction,2014289,2031980141,2,2366,DAVIDSON AVENUE,,2025.0,3.0,10,7.0,,2025-05-09,2025-10-31,,Other,PROPOSED INTERIOR RENOVATION CONVERTING EXISTING TWO STORY AND BASEMENT INTO A 10 UNIT RESIDENTIAL BUILDING,40.860537254621946,-73.90350806164689,False,2366 DAVIDSON AVENUE,bbl_block,2031980141,False
X01248963,Alteration,3. Permitted for Construction,2008694,2028720222,2,1513,JESUP AVENUE,,2026.0,2.0,10,8.0,,2025-07-02,2026-01-09,,Other,APPLICATION FILED HEREWITH TO CONVERT AN EXISTING THREE STORY TWO FAMILY BUILDING INTO A TEN FAMILY BUILDING,40.84384204644175,-73.91908064132109,False,1513 JESUP AVENUE,bbl_block,2028720222,False
X01285063,Demolition,1. Filed Application,2014241,2031980014,2,2310,GRAND AVENUE,,,1.0,0,-1.0,,2025-10-30,,,1 Family,Full demolition to a two story house,40.86046047274187,-73.90457507005777,False,2310 GRAND AVENUE,bbl_block,2031980014,False
X01314575,New Building,1. Filed Application,2008281,2028550028,2,1261,JEROME AVENUE,,,0.0,23,23.0,,2025-12-10,,,Other,NEW BUILDING.   APPLICATION HEREWITH FILED FOR NEW 12 STORY 23 FAMILY APARTMENT BUILDING. AS PER PLANS.,40.83741857337265,-73.92095014866489,False,1261 JEROME AVENUE,bbl_block,2028550028,False
X00980633,Alteration,2. Approved Application,2008140,2028460037,2,1575,TOWNSEND AVENUE,,,49.0,46,-3.0,,2024-01-10,,,Other,INTERIOR RENOVATION OF EXISTING BUILDING. NEW FINISHES REPLACEMENT OF WINDOWS & DOORS. REPLACEMENT OF KITCHEN & BATHROOM FIXTURES. NEW LED INTERIOR & EXTERIOR LIGHTING. MINOR MASONRY REPAIR & MINOR FACADE WORK. ROOF/BULKHEAD/PARAPET WORK.,40.843896124094144,-73.91425437895961,False,1575 TOWNSEND AVENUE,bbl_block,2028460037,False
X01312591,Alteration,1. Filed Application,2008700,2028720261,2,1586,JESUP AVENUE,,,2.0,9,7.0,,2025-11-04,,,Other,PROPOSED INTERIOR RENOVATION CONVERTING EXISTING 2 STORY AND BASEMENT INTO A 9 UNIT RESIDENTIAL BUILDING,40.84549911780909,-73.91806990952566,False,1586 JESUP AVENUE,bbl_block,2028720261,False
X08008823,New Building,3. Permitted for Construction,2008284,2028550051,2,1298,INWOOD AVENUE,,2024.0,0.0,0,0.0,,2022-10-12,2024-06-06,,Other,Herewith Filing Fifteen (15) Story New Building Building as per plans. Primary Use Group 3 - Non Profit w/ Sleeping Accommodations with Use Group 3 Daycare and Use Group 4 - Community Facility a the Ground Floor.,40.83821,-73.920002,False,1298 INWOOD AVENUE,bbl_block,2028550051,False
X08030027,New Building,3. Permitted for Construction,2817787,2031950021,2,30,WEST 182 STREET,,2023.0,0.0,11,11.0,,2023-01-30,2023-07-20,,Other,CONSTRUCTION OF A 7-STORY RESIDENTIAL NEW BUILDING.,40.857311,-73.906083,False,30 WEST 182 STREET,bbl_block,2031950021,False
201043049,Alteration,5. Completed Construction,2008650,2028720028,2,1427,JESUP AVENUE,2010.0,2008.0,3.0,3,0.0,3.0,2006-03-23,2008-06-25,2010-07-20,C0,,40.841887602289454,-73.92055627946735,True,1427 JESUP AVENUE,bbl_block,2028720028,False
201105874,Alteration,5. Completed Construction,2118417,2031950174,2,7,CLINTON PLACE,2019.0,2007.0,2.0,2,0.0,2.0,2007-02-06,2007-06-07,2019-04-12,B3,PROPOSED ALT. I TO CHANGE METES AND BOUNDS  EXIST. TWO STORY AND BASEMEN BUILDING TWO FAMILY DWLLG. PARTIAL DEMO FILLED IN THIS APPLICATION.,40.8568224980854,-73.9055986772155,True,7 CLINTON PLACE,bbl_block,2031950174,False
201106196,New Building,5. Completed Construction,2118416,2031950074,2,5,CLINTON PLACE,2019.0,2007.0,0.0,3,3.0,3.0,2007-02-07,2007-07-17,2019-05-23,C0,,40.85679157620552,-73.90550764862886,True,5 CLINTON PLACE,bbl_block,2031950074,False
201091576,Alteration,5. Completed Construction,2008381,2028620003,2,43,WEST 177 STREET,2021.0,2007.0,2.0,3,1.0,3.0,2006-11-24,2007-01-02,2021-01-21,C0,"CONVERTING FROM 2 FAMILIES TO 3 FAMILIES. RESTORE EXTERIOR MASONRY AND BRICK WALL AT THIRD FLOOR,WITH NO ATTIC AND BUILD NEW ROOF OBTAIN NEW C OF O.",40.8506028557931,-73.91184887891582,True,43 WEST 177 STREET,bbl_block,2028620003,False
210178225,New Building,5. Completed Construction,2129224,2028567501,2,1325,JEROME AVENUE,2021.0,2019.0,0.0,255,255.0,255.0,2018-06-15,2019-04-18,2021-05-24,R0,,40.83861707617746,-73.91926744988228,True,1325 JEROME AVENUE,bbl_block,2028567501,False
210025836,New Building,5. Completed Construction,2124719,2031960052,2,2254,GRAND AVENUE,2016.0,2008.0,0.0,3,3.0,3.0,2007-12-06,2008-04-24,2016-03-08,C0,,40.85849817016023,-73.905731779176,True,2254 GRAND AVENUE,bbl_block,2031960052,False
210032016,New Building,5. Completed Construction,2120514,2028720007,2,1382,SHAKESPEARE AVENUE,2010.0,2008.0,0.0,127,127.0,127.0,2008-01-23,2008-07-01,2010-08-20,D1,,40.84186483183985,-73.92109710189096,True,1382 SHAKESPEARE AVENUE,bbl_block,2028720007,False
210182176,Alteration,5. Completed Construction,2008696,2028720230,2,1543,JESUP AVENUE,2023.0,2021.0,3.0,21,18.0,21.0,2020-11-09,2021-02-10,2023-04-26,C1,"TO BE ENLARGED VERTICALLY TO A 5 STORY AND PENTHOUSE, 21-UNIT RESIDENTIAL BUILDING WITH NO ON-SITE PARKING_AND THE FOLLOWING IN CONJUNCTION JOB #'S ST- X00440376, FN - X00440370, MH - X00440367, PL/SP X00440359.",40.84458374312769,-73.91878070204572,True,1543 JESUP AVENUE,bbl_block,2028720230,False
210182283,New Building,5. Completed Construction,2014087,2031870036,2,2351,WALTON AVENUE,2023.0,2021.0,0.0,61,61.0,61.0,2020-12-03,2021-05-26,2023-02-27,D1,,40.8600002764684,-73.9020821456303,True,2351 WALTON AVENUE,bbl_block,2031870036,False
210182390,New Building,5. Completed Construction,2131166,2028720071,2,1436,JESUP AVENUE,2025.0,2023.0,0.0,49,49.0,49.0,2021-01-25,2023-01-17,2025-01-23,D1,,40.84192258093447,-73.91992491608903,True,1436 JESUP AVENUE,bbl_block,2028720071,False
210182461,New Building,5. Completed Construction,2130902,2028720274,2,1548,JESUP AVENUE,2023.0,2022.0,0.0,10,10.0,10.0,2021-02-22,2022-03-29,2023-07-14,C1,,40.84461414828486,-73.91821806333584,True,1548 JESUP AVENUE,bbl_block,2028720274,False
210182470,New Building,5. Completed Construction,2130658,2028720275,2,1546,JESUP AVENUE,2023.0,2022.0,0.0,10,10.0,10.0,2021-02-22,2022-03-29,2023-07-14,C1,,40.84456162140711,-73.91822740712051,True,1546 JESUP AVENUE,bbl_block,2028720275,False
210182498,New Building,5. Completed Construction,2130659,2028720273,2,1550,JESUP AVENUE,2023.0,2022.0,0.0,16,16.0,16.0,2021-02-23,2022-03-29,2023-07-03,,,40.84466461652806,-73.9181371182918,True,1550 JESUP AVENUE,bbl_block,2028720273,False
210179634,New Building,5. Completed Construction,2129668,2028720148,2,1544,SHAKESPEARE AVENUE,2024.0,2021.0,0.0,116,116.0,116.0,2019-05-29,2021-06-22,2024-01-09,D7,,40.84577141884002,-73.91897249098476,True,1544 SHAKESPEARE AVENUE,bbl_block,2028727501,True
