bin,base_bbl,input_list,resolution,last_status_type,address,construction_year,yearbuilt,bldgclass,landuse,is_apartment,res_units,unitstotal,numbldgs,assesstot,dob_is_apartment,dob_dwelling_units,dob_nb_filed,dob_nb_signoff,n_dob_filings,has_dob_record,the_geom_wkt
3083543,3036890011,unverified,block_expanded,Constructed,179 VERMONT STREET,1969.0,1969.0,F1,6,False,0.0,1.0,1.0,150300.0,False,,,,,False,"MULTIPOLYGON (((-73.894315 40.675515, -73.894298 40.67545, -73.894288 40.67541, -73.894262 40.675313, -73.894635 40.675257, -73.894682 40.675438, -73.894691 40.675471, -73.894698 40.675501, -73.894533 40.675526, -73.894532 40.675522, -73.894465 40.675533, -73.894464 40.675529, -73.894391 40.67554, -73.894324 40.67555, -73.894315 40.675515)))"
3430474,3036890012,unverified,block_expanded,Constructed,2700 ATLANTIC AVENUE,2025.0,2023.0,D6,4,True,233.0,234.0,5.0,20138850.0,True,231.0,2020-09-14,,2.0,True,"MULTIPOLYGON (((-73.894533 40.675526, -73.894698 40.675501, -73.894768 40.675768, -73.894033 40.675853, -73.893958 40.675571, -73.894312 40.67552, -73.89432 40.67555, -73.894324 40.67555, -73.894464 40.675529, -73.894465 40.675533, -73.894532 40.675522, -73.894533 40.675526)))"
3083550,3036890025,unverified,block_expanded,Constructed,144 WYONA STREET,1901.0,1901.0,B2,1,False,2.0,2.0,3.0,48480.0,False,,,,,False,"MULTIPOLYGON (((-73.893944 40.675503, -73.894056 40.675486, -73.894067 40.675529, -73.89407 40.675541, -73.894067 40.675541, -73.893958 40.675558, -73.893944 40.675503)))"
3401175,3036890025,unverified,block_expanded,Constructed,144 WYONA STREET,1901.0,1901.0,B2,1,False,2.0,2.0,3.0,48480.0,False,,,,,False,"MULTIPOLYGON (((-73.894243 40.675526, -73.894071 40.675541, -73.894057 40.675486, -73.894227 40.675461, -73.894243 40.675526)))"
3401176,3036890025,unverified,block_expanded,Constructed,144 WYONA STREET,1901.0,1901.0,B2,1,False,2.0,2.0,3.0,48480.0,False,,,,,False,"MULTIPOLYGON (((-73.894227 40.675461, -73.894298 40.67545, -73.894315 40.675515, -73.894243 40.675526, -73.894227 40.675461)))"
3083551,3036890026,unverified,block_expanded,Constructed,146 WYONA STREET,1930.0,1930.0,G2,7,False,0.0,2.0,1.0,431100.0,False,,,,,False,"MULTIPOLYGON (((-73.893908 40.675366, -73.894263 40.675313, -73.894288 40.67541, -73.894298 40.67545, -73.894227 40.675461, -73.894069 40.675485, -73.894056 40.675486, -73.893944 40.675503, -73.893908 40.675366)))"
3083552,3036900001,unverified,block_expanded,Constructed,157 WYONA STREET,1901.0,1901.0,B1,1,False,2.0,2.0,1.0,56760.0,False,,,,,False,"MULTIPOLYGON (((-73.893464 40.675266, -73.893511 40.675259, -73.89365 40.675238, -73.893656 40.67526, -73.89366 40.675261, -73.893663 40.675263, -73.893667 40.675265, -73.89367 40.675267, -73.893672 40.67527, -73.893673 40.675273, -73.893674 40.675276, -73.893674 40.67528, -73.893674 40.675283, -73.893672 40.675286, -73.89367 40.675289, -73.893667 40.675292, -73.893664 40.675294, -73.893595 40.675304, -73.893578 40.675306, -73.893575 40.675294, -73.893539 40.6753, -73.893542 40.675312, -73.893478 40.675321, -73.893464 40.675266)))"
3083553,3036900002,unverified,block_expanded,Constructed,155 WYONA STREET,1901.0,1901.0,B1,1,False,2.0,2.0,1.0,57120.0,False,,,,,False,"MULTIPOLYGON (((-73.893478 40.675321, -73.893542 40.675312, -73.893545 40.675323, -73.893581 40.675317, -73.893578 40.675306, -73.893595 40.675304, -73.893664 40.675294, -73.893668 40.675295, -73.893672 40.675296, -73.893675 40.675299, -73.893678 40.675301, -73.89368 40.675304, -73.893682 40.675307, -73.893683 40.67531, -73.893683 40.675313, -73.893682 40.675317, -73.893681 40.67532, -73.893679 40.675323, -73.893676 40.675325, -73.893673 40.675327, -73.893677 40.675346, -73.893594 40.675358, -73.893492 40.675373, -73.893478 40.675321)))"
3083554,3036900003,unverified,block_expanded,Constructed,153 WYONA STREET,1901.0,1901.0,B1,1,False,2.0,2.0,1.0,61380.0,False,,,,,False,"MULTIPOLYGON (((-73.893492 40.675373, -73.893594 40.675358, -73.893677 40.675346, -73.893691 40.6754, -73.893605 40.675412, -73.893602 40.675401, -73.893586 40.675403, -73.893566 40.675406, -73.893569 40.675418, -73.893505 40.675427, -73.893492 40.675373)))"
3083555,3036900004,unverified,block_expanded,Constructed,149 WYONA STREET,1910.0,1910.0,A1,1,False,1.0,1.0,1.0,42300.0,False,,,,,False,"MULTIPOLYGON (((-73.893718 40.675476, -73.8937 40.675478, -73.893622 40.675489, -73.893612 40.675446, -73.893611 40.675438, -73.893707 40.675425, -73.893718 40.675476)))"
3083556,3036900005,unverified,block_expanded,Constructed,147 WYONA STREET,1924.0,1924.0,G9,7,False,0.0,1.0,1.0,252000.0,False,1.0,,,5.0,True,"MULTIPOLYGON (((-73.893622 40.675489, -73.8937 40.675478, -73.893718 40.675476, -73.89375 40.675472, -73.893758 40.675505, -73.893774 40.675578, -73.893779 40.6756, -73.893781 40.675606, -73.893695 40.675617, -73.893609 40.675629, -73.893427 40.675653, -73.893397 40.675518, -73.893622 40.675489)))"
3083557,3036900007,unverified,block_expanded,Constructed,141 WYONA STREET,1930.0,1930.0,F5,6,False,0.0,1.0,1.0,54450.0,False,,,,,False,"MULTIPOLYGON (((-73.893695 40.675617, -73.893781 40.675606, -73.893796 40.675673, -73.89371 40.675684, -73.893695 40.675617)))"
3083558,3036900008,unverified,block_expanded,Constructed,2720 ATLANTIC AVENUE,1920.0,1920.0,S4,4,True,4.0,5.0,1.0,335700.0,False,,,,,False,"MULTIPOLYGON (((-73.89371 40.675684, -73.893796 40.675673, -73.893843 40.675881, -73.893757 40.675892, -73.89371 40.675684)))"
3083559,3036900009,unverified,block_expanded,Constructed,2724 ATLANTIC AVENUE,1920.0,1920.0,S4,4,True,4.0,5.0,1.0,279000.0,True,4.0,,,4.0,True,"MULTIPOLYGON (((-73.89363 40.675721, -73.893609 40.675629, -73.893695 40.675617, -73.89371 40.675684, -73.893757 40.675892, -73.893671 40.675903, -73.89363 40.675721)))"
3083560,3036900010,unverified,block_expanded,Constructed,2726 ATLANTIC AVENUE,1920.0,1920.0,S5,4,True,5.0,6.0,1.0,240300.0,False,,,,,False,"MULTIPOLYGON (((-73.893548 40.675761, -73.89361 40.675752, -73.893603 40.675724, -73.89363 40.675721, -73.893671 40.675903, -73.893583 40.675915, -73.893548 40.675761)))"
3083561,3036900011,unverified,block_expanded,Constructed,2730 ATLANTIC AVENUE,1920.0,1920.0,S1,4,False,1.0,2.0,1.0,36960.0,False,,2025-10-31,,1.0,True,"MULTIPOLYGON (((-73.893464 40.675815, -73.893504 40.67581, -73.893494 40.675768, -73.893548 40.675761, -73.893583 40.675915, -73.89349 40.675927, -73.893464 40.675815)))"
3083562,3036900012,unverified,block_expanded,Constructed,2732 ATLANTIC AVENUE,1952.0,1952.0,G9,7,False,0.0,1.0,1.0,202950.0,False,,,,1.0,True,"MULTIPOLYGON (((-73.893335 40.675665, -73.893427 40.675653, -73.893464 40.675815, -73.89349 40.675927, -73.893397 40.675939, -73.893335 40.675665)))"
3083563,3036900013,unverified,block_expanded,Constructed,2734 ATLANTIC AVENUE,1907.0,1907.0,G2,7,False,0.0,1.0,1.0,220950.0,False,,2025-10-31,,,False,"MULTIPOLYGON (((-73.893246 40.675677, -73.893335 40.675665, -73.893397 40.675939, -73.893397 40.67594, -73.893308 40.675951, -73.893275 40.675804, -73.893246 40.675677)))"
3350238,3036900014,unverified,block_expanded,Constructed,2736 ATLANTIC AVENUE,1910.0,1910.0,S2,4,False,2.0,3.0,1.0,46920.0,False,,,,,False,"MULTIPOLYGON (((-73.893246 40.675677, -73.893275 40.675804, -73.893308 40.675951, -73.893225 40.675962, -73.893163 40.675688, -73.893197 40.675683, -73.893246 40.675677)))"
3430356,3036900015,unverified,block_expanded,Constructed,2738 ATLANTIC AVENUE,2025.0,2025.0,CB,,True,10.0,11.0,0.0,536850.0,False,,2022-05-17,2026-03-25 12:01:31,2.0,True,"MULTIPOLYGON (((-73.893225 40.675962, -73.893137 40.675975, -73.893063 40.675695, -73.893161 40.675682, -73.893163 40.675688, -73.893225 40.675962)))"
3083565,3036900017,unverified,block_expanded,Constructed,152 BRADFORD STREET,1927.0,1927.0,C2,2,True,6.0,6.0,1.0,594900.0,True,5.0,,,3.0,True,"MULTIPOLYGON (((-73.893071 40.675615, -73.89326 40.675587, -73.893353 40.675573, -73.893369 40.675634, -73.893204 40.675659, -73.893087 40.675677, -73.893071 40.675615)))"
3083566,3036900019,unverified,block_expanded,Constructed,154 BRADFORD STREET,1928.0,1928.0,C2,2,True,6.0,6.0,1.0,594900.0,False,,,,,False,"MULTIPOLYGON (((-73.893353 40.675573, -73.89326 40.675587, -73.893071 40.675615, -73.893055 40.675554, -73.893314 40.675515, -73.893337 40.675511, -73.893353 40.675573)))"
3083567,3036900020,unverified,block_expanded,Constructed,158 BRADFORD STREET,1928.0,1928.0,C2,2,True,6.0,6.0,1.0,419400.0,False,,,,,False,"MULTIPOLYGON (((-73.893028 40.675446, -73.893055 40.675442, -73.893311 40.675404, -73.893327 40.675466, -73.893044 40.675508, -73.893038 40.675482, -73.893028 40.675446)))"
3083568,3036900021,unverified,block_expanded,Constructed,160 BRADFORD STREET,1928.0,1928.0,C2,2,True,6.0,6.0,1.0,419400.0,False,,,,,False,"MULTIPOLYGON (((-73.893311 40.675404, -73.893055 40.675442, -73.893028 40.675446, -73.893013 40.675384, -73.893089 40.675373, -73.893296 40.675342, -73.893311 40.675404)))"
3083569,3036900022,unverified,block_expanded,Constructed,168 BRADFORD STREET,1910.0,1910.0,A9,1,False,1.0,1.0,1.0,46260.0,False,1.0,,,1.0,True,"MULTIPOLYGON (((-73.893015 40.67536, -73.893005 40.675315, -73.893096 40.675304, -73.893124 40.6753, -73.893126 40.675307, -73.893171 40.675302, -73.893173 40.675316, -73.893192 40.675314, -73.893197 40.675338, -73.8931 40.67535, -73.893015 40.67536)))"
3326758,3036900024,unverified,block_expanded,Constructed,170 BRADFORD STREET,1923.0,1923.0,S2,4,False,2.0,3.0,3.0,39300.0,False,,,,1.0,True,"MULTIPOLYGON (((-73.892989 40.675018, -73.893015 40.675118, -73.893017 40.675124, -73.893015 40.675124, -73.89293 40.675137, -73.892902 40.675031, -73.892989 40.675018)))"
3326759,3036900024,unverified,block_expanded,Constructed,170 BRADFORD STREET,1923.0,1923.0,S2,4,False,2.0,3.0,3.0,39300.0,False,,,,,False,"MULTIPOLYGON (((-73.893024 40.675205, -73.893029 40.675204, -73.893036 40.675226, -73.893053 40.675284, -73.892968 40.675299, -73.892944 40.675218, -73.893024 40.675205)))"
3326757,3036900024,unverified,block_expanded,Constructed,170 BRADFORD STREET,1923.0,1923.0,S2,4,False,2.0,3.0,3.0,39300.0,False,,,,,False,"MULTIPOLYGON (((-73.89293 40.675137, -73.893015 40.675124, -73.893017 40.675124, -73.893026 40.67516, -73.893029 40.67517, -73.893013 40.675173, -73.892942 40.675184, -73.89293 40.675137)))"
3083571,3036900026,unverified,block_expanded,Constructed,451 LIBERTY AVENUE,1901.0,1901.0,B2,1,False,2.0,2.0,2.0,55260.0,False,,,,,False,"MULTIPOLYGON (((-73.893163 40.674991, -73.893178 40.675047, -73.893197 40.675119, -73.893116 40.675131, -73.893107 40.675099, -73.893096 40.6751, -73.893072 40.675008, -73.893071 40.675005, -73.893163 40.674991)))"
3414432,3036900026,unverified,block_expanded,Constructed,451 LIBERTY AVENUE,1901.0,1901.0,B2,1,False,2.0,2.0,2.0,55260.0,False,,,,,False,"MULTIPOLYGON (((-73.893163 40.675244, -73.893172 40.675242, -73.89317 40.675233, -73.893228 40.675225, -73.893236 40.675255, -73.893168 40.675265, -73.893163 40.675244)))"
3083572,3036900027,unverified,block_expanded,Constructed,449 LIBERTY AVENUE,1901.0,2021.0,C7,4,True,10.0,11.0,2.0,651600.0,True,10.0,2020-01-21,2023-04-18 00:00:00,7.0,True,"MULTIPOLYGON (((-73.8932 40.675123, -73.893181 40.67505, -73.893167 40.674995, -73.893166 40.674991, -73.893236 40.67498, -73.893249 40.67503, -73.893283 40.675159, -73.893213 40.67517, -73.8932 40.675123)))"
3347530,3036900027,unverified,block_expanded,Constructed,449 LIBERTY AVENUE,1901.0,2021.0,C7,4,True,10.0,11.0,2.0,651600.0,False,,,,1.0,True,"MULTIPOLYGON (((-73.893226 40.675218, -73.893308 40.675206, -73.893318 40.675243, -73.893236 40.675255, -73.893227 40.675223, -73.893226 40.675218)))"
3083573,3036900028,unverified,block_expanded,Constructed,447 LIBERTY AVENUE,1901.0,1901.0,C0,2,True,3.0,3.0,1.0,75780.0,True,3.0,,,2.0,True,"MULTIPOLYGON (((-73.893326 40.674967, -73.893334 40.674997, -73.893364 40.675111, -73.89336 40.675111, -73.893363 40.675121, -73.893295 40.675132, -73.893266 40.675023, -73.893254 40.674977, -73.893326 40.674967)))"
3083574,3036900029,unverified,block_expanded,Constructed,445 LIBERTY AVENUE,1901.0,1901.0,C0,2,True,3.0,3.0,1.0,75180.0,False,,,,,False,"MULTIPOLYGON (((-73.893326 40.674967, -73.893393 40.674956, -73.893396 40.674967, -73.893429 40.675095, -73.893431 40.6751, -73.893364 40.675111, -73.893334 40.674997, -73.893326 40.674967)))"
3083575,3036900030,unverified,block_expanded,Constructed,443 LIBERTY AVENUE,1901.0,1901.0,C0,2,True,3.0,3.0,1.0,75780.0,False,,,,,False,"MULTIPOLYGON (((-73.893393 40.674956, -73.893415 40.674953, -73.893464 40.674946, -73.893501 40.675084, -73.893429 40.675095, -73.893396 40.674967, -73.893393 40.674956)))"
3083576,3036900032,unverified,block_expanded,Constructed,439 LIBERTY AVENUE,,0.0,Z9,,False,0.0,0.0,1.0,16731.0,False,,,,,False,"MULTIPOLYGON (((-73.893629 40.674983, -73.893637 40.674982, -73.893652 40.675049, -73.893647 40.675049, -73.893573 40.67506, -73.893557 40.674993, -73.893629 40.674983)))"
3083577,3036900033,unverified,block_expanded,Constructed,161 WYONA STREET,1901.0,1901.0,C0,2,True,3.0,3.0,1.0,60420.0,True,3.0,,,3.0,True,"MULTIPOLYGON (((-73.893636 40.675183, -73.89355 40.675196, -73.893548 40.675186, -73.893511 40.675191, -73.893514 40.675201, -73.89345 40.675211, -73.89345 40.675207, -73.893382 40.675217, -73.893371 40.675171, -73.893624 40.675134, -73.893628 40.67515, -73.893632 40.675151, -73.893635 40.675152, -73.893639 40.675154, -73.893642 40.675157, -73.893644 40.67516, -73.893645 40.675163, -73.893646 40.675166, -73.893646 40.675169, -73.893646 40.675173, -73.893644 40.675176, -73.893642 40.675179, -73.893639 40.675181, -73.893636 40.675183)))"
3083578,3036900034,unverified,block_expanded,Constructed,159 WYONA STREET,1901.0,1901.0,B1,1,False,2.0,2.0,1.0,56640.0,False,,,,,False,"MULTIPOLYGON (((-73.89345 40.675211, -73.893514 40.675201, -73.893517 40.675213, -73.893553 40.675208, -73.89355 40.675196, -73.893636 40.675183, -73.89364 40.675184, -73.893644 40.675186, -73.893647 40.675188, -73.89365 40.675191, -73.893652 40.675193, -73.893654 40.675196, -73.893655 40.6752, -73.893655 40.675203, -73.893654 40.675206, -73.893653 40.675209, -73.893651 40.675212, -73.893648 40.675215, -73.893645 40.675217, -73.89365 40.675238, -73.893511 40.675259, -73.893464 40.675266, -73.893456 40.675233, -73.89345 40.675211)))"
3083579,3036910001,unverified,block_expanded,Constructed,165 BRADFORD STREET,1984.0,1984.0,Y1,8,False,0.0,0.0,1.0,1017450.0,False,1.0,,,8.0,True,"MULTIPOLYGON (((-73.89249 40.675372, -73.892574 40.675359, -73.89274 40.675333, -73.892797 40.675546, -73.89279 40.675547, -73.892804 40.6756, -73.892715 40.675614, -73.892529 40.675643, -73.892513 40.675586, -73.892481 40.675591, -73.892466 40.675536, -73.892523 40.675527, -73.892495 40.675427, -73.892418 40.675439, -73.892404 40.675385, -73.89249 40.675372)))"
3341506,3036910005,unverified,block_expanded,Constructed,157 BRADFORD STREET,1910.0,1910.0,B2,1,False,2.0,2.0,1.0,48720.0,False,,,,,False,"MULTIPOLYGON (((-73.892715 40.675614, -73.892804 40.6756, -73.892824 40.675597, -73.892841 40.675662, -73.892827 40.675664, -73.892688 40.675686, -73.89265 40.675692, -73.892639 40.675649, -73.892639 40.675649, -73.892712 40.675637, -73.892714 40.675647, -73.892714 40.675647, -73.892715 40.675647, -73.892723 40.675646, -73.892715 40.675614)))"
3341507,3036910006,unverified,block_expanded,Constructed,155 BRADFORD STREET,1910.0,1910.0,B2,1,False,2.0,2.0,1.0,39960.0,False,,,,,False,"MULTIPOLYGON (((-73.892688 40.675686, -73.892827 40.675664, -73.892841 40.675662, -73.892843 40.675667, -73.892857 40.67572, -73.89274 40.675738, -73.89272 40.675707, -73.892695 40.675711, -73.892688 40.675686)))"
3083583,3036910009,unverified,block_expanded,Constructed,2748 ATLANTIC AVENUE,1910.0,1910.0,S2,4,False,2.0,3.0,1.0,48600.0,True,3.0,,,5.0,True,"MULTIPOLYGON (((-73.892722 40.675924, -73.892692 40.675801, -73.892781 40.675788, -73.892837 40.676016, -73.892749 40.676029, -73.892722 40.675924)))"
3083584,3036910010,unverified,block_expanded,Constructed,2750 ATLANTIC AVENUE,1910.0,1910.0,S9,4,False,2.0,4.0,1.0,207900.0,False,,,,,False,"MULTIPOLYGON (((-73.892722 40.675924, -73.892749 40.676029, -73.89266 40.676042, -73.892634 40.675936, -73.892722 40.675924)))"
3427023,3036910011,unverified,block_expanded,Constructed,ATLANTIC AVENUE,,0.0,G7,10,False,0.0,0.0,1.0,347400.0,False,,,,,False,"MULTIPOLYGON (((-73.892574 40.675938, -73.892549 40.675831, -73.892598 40.675822, -73.892624 40.675933, -73.892574 40.675938)))"
3083585,3036910014,unverified,block_expanded,Constructed,2762 ATLANTIC AVENUE,1920.0,1920.0,E9,6,False,0.0,1.0,1.0,165150.0,False,,,,,False,"MULTIPOLYGON (((-73.892249 40.675813, -73.892324 40.675802, -73.89233 40.675825, -73.892396 40.676087, -73.892321 40.676098, -73.892275 40.675918, -73.892249 40.675813)))"
3083586,3036910015,unverified,block_expanded,Constructed,2764 ATLANTIC AVENUE,1920.0,1920.0,K4,4,False,0.0,1.0,1.0,188550.0,False,,,,,False,"MULTIPOLYGON (((-73.892249 40.675813, -73.892275 40.675918, -73.892321 40.676098, -73.892227 40.676112, -73.892221 40.676113, -73.892144 40.675809, -73.892202 40.675801, -73.892206 40.675819, -73.892249 40.675813)))"
3083587,3036910016,unverified,block_expanded,Constructed,216 MILLER AVENUE,1930.0,1930.0,Z9,,False,0.0,0.0,1.0,49050.0,False,,,,,False,"MULTIPOLYGON (((-73.892415 40.675685, -73.89247 40.675678, -73.892475 40.675696, -73.892492 40.675764, -73.892378 40.67578, -73.892316 40.675789, -73.892302 40.675732, -73.892423 40.675715, -73.892415 40.675685)))"
3345621,3036910024,unverified,block_expanded,Constructed,477 LIBERTY AVENUE,,0.0,Z9,,False,0.0,0.0,1.0,107100.0,False,,,,3.0,True,"MULTIPOLYGON (((-73.892354 40.675224, -73.892277 40.675235, -73.89225 40.675129, -73.892327 40.675118, -73.892354 40.675224)))"
3343345,3036910028,unverified,block_expanded,Constructed,471 LIBERTY AVENUE,1901.0,1901.0,A1,1,False,1.0,1.0,1.0,47340.0,False,,2026-04-15,,,False,"MULTIPOLYGON (((-73.892419 40.6751, -73.892441 40.675175, -73.892366 40.675188, -73.892344 40.675112, -73.892419 40.6751)))"
3343347,3036910029,unverified,block_expanded,Constructed,469 LIBERTY AVENUE,1910.0,1910.0,B1,1,False,2.0,2.0,2.0,50820.0,False,,,,,False,"MULTIPOLYGON (((-73.892574 40.675359, -73.89249 40.675372, -73.892457 40.675249, -73.892515 40.67524, -73.892532 40.675303, -73.892558 40.675299, -73.892574 40.675359)))"
3083588,3036910029,unverified,block_expanded,Constructed,469 LIBERTY AVENUE,1910.0,1910.0,B1,1,False,2.0,2.0,2.0,50820.0,False,,,,,False,"MULTIPOLYGON (((-73.892441 40.675175, -73.892419 40.6751, -73.892489 40.675088, -73.892526 40.675217, -73.892456 40.675228, -73.892441 40.675175)))"
3083589,3036910030,unverified,block_expanded,Constructed,465 LIBERTY AVENUE,1930.0,1930.0,M1,8,False,0.0,1.0,1.0,60750.0,False,0.0,,,3.0,True,"MULTIPOLYGON (((-73.89261 40.675074, -73.892668 40.675296, -73.892672 40.675312, -73.892589 40.675325, -73.892528 40.675086, -73.89261 40.675074)))"
3083590,3036910032,unverified,block_expanded,Constructed,463 LIBERTY AVENUE,1925.0,1925.0,S4,4,True,4.0,5.0,2.0,249300.0,False,,,,,False,"MULTIPOLYGON (((-73.89261 40.675074, -73.892682 40.675063, -73.89274 40.675286, -73.892668 40.675296, -73.89261 40.675074)))"
3343348,3036910032,unverified,block_expanded,Constructed,463 LIBERTY AVENUE,1925.0,1925.0,S4,4,True,4.0,5.0,2.0,249300.0,False,,,,,False,"MULTIPOLYGON (((-73.892672 40.675312, -73.892668 40.675296, -73.89274 40.675286, -73.89275 40.675326, -73.892678 40.675336, -73.892672 40.675312)))"
3425973,3037030001,unverified,block_expanded,Constructed,367 GLENMORE AVENUE,2019.0,2019.0,H3,5,False,0.0,1.0,1.0,1751400.0,True,40.0,2017-10-03,2023-01-09 00:00:00,13.0,True,"MULTIPOLYGON (((-73.896831 40.673328, -73.896798 40.673192, -73.897061 40.673152, -73.897096 40.673287, -73.896831 40.673328)))"
3083644,3037030005,unverified,block_expanded,Split,161 SHEFFIELD AVENUE,1931.0,1930.0,G2,7,False,0.0,1.0,1.0,97650.0,False,,,,,False,"MULTIPOLYGON (((-73.897183 40.673441, -73.896961 40.673473, -73.896976 40.673529, -73.896971 40.67353, -73.896848 40.673548, -73.896821 40.673441, -73.896821 40.673441, -73.89717 40.673389, -73.897183 40.673441)))"
3427457,3037030006,unverified,block_expanded,Split,159 SHEFFIELD AVENUE,1931.0,1931.0,G2,7,False,0.0,1.0,1.0,59400.0,False,,,,,False,"MULTIPOLYGON (((-73.897183 40.673441, -73.897184 40.673442, -73.897198 40.673496, -73.897103 40.67351, -73.896976 40.673529, -73.896961 40.673473, -73.897183 40.673441)))"
3252547,3037030007,unverified,block_expanded,Constructed,157 SHEFFIELD AVENUE,1945.0,1945.0,E1,6,False,0.0,1.0,1.0,83700.0,False,,,,,False,"MULTIPOLYGON (((-73.896848 40.673548, -73.897103 40.67351, -73.897198 40.673496, -73.897206 40.67353, -73.897211 40.673549, -73.896862 40.673601, -73.896848 40.673548)))"
3252548,3037030008,unverified,block_expanded,Constructed,155 SHEFFIELD AVENUE,1945.0,1945.0,E1,6,False,0.0,1.0,1.0,83700.0,False,,,,,False,"MULTIPOLYGON (((-73.896862 40.673601, -73.897211 40.673549, -73.897225 40.673604, -73.896876 40.673656, -73.896862 40.673601)))"
3252549,3037030009,unverified,block_expanded,Constructed,153 SHEFFIELD AVENUE,1930.0,1930.0,E1,6,False,0.0,1.0,1.0,83700.0,False,,,,4.0,True,"MULTIPOLYGON (((-73.896876 40.673656, -73.897225 40.673604, -73.897239 40.673656, -73.897226 40.673658, -73.897063 40.673682, -73.896889 40.673708, -73.896876 40.673656)))"
3328481,3037030010,unverified,block_expanded,Constructed,147 SHEFFIELD AVENUE,1905.0,1905.0,C1,2,True,8.0,8.0,1.0,421650.0,True,6.0,,,9.0,True,"MULTIPOLYGON (((-73.897063 40.673682, -73.897226 40.673658, -73.897259 40.67379, -73.897097 40.673814, -73.897095 40.673805, -73.897034 40.673814, -73.897023 40.67377, -73.897083 40.673762, -73.897077 40.673738, -73.897017 40.673747, -73.897006 40.673704, -73.897066 40.673695, -73.897063 40.673682)))"
3083645,3037030012,unverified,block_expanded,Constructed,145 SHEFFIELD AVENUE,1901.0,1901.0,B2,1,False,2.0,2.0,1.0,66240.0,False,,,,,False,"MULTIPOLYGON (((-73.897142 40.673878, -73.89714 40.673869, -73.89709 40.673877, -73.897078 40.673828, -73.897242 40.673804, -73.897257 40.673861, -73.897142 40.673878)))"
3252550,3037030018,unverified,block_expanded,Constructed,346 LIBERTY AVENUE,1986.0,1986.0,K1,5,False,0.0,1.0,1.0,100800.0,False,,,,,False,"MULTIPOLYGON (((-73.897081 40.674087, -73.897118 40.674082, -73.897127 40.674115, -73.897155 40.674228, -73.897117 40.674233, -73.89708 40.674239, -73.897058 40.674151, -73.897043 40.674092, -73.897081 40.674087)))"
3083649,3037030021,unverified,block_expanded,Constructed,140 PENNSYLVANIA AVENUE,1930.0,1930.0,K1,5,False,0.0,1.0,1.0,141300.0,False,,,,2.0,True,"MULTIPOLYGON (((-73.89664 40.674162, -73.896719 40.67415, -73.89674 40.674147, -73.89675 40.674183, -73.896774 40.674179, -73.896796 40.674264, -73.8968 40.67428, -73.896778 40.674284, -73.896726 40.674291, -73.896705 40.674209, -73.896655 40.674217, -73.89664 40.674162)))"
3083650,3037030023,unverified,block_expanded,Constructed,144 PENNSYLVANIA AVENUE,1921.0,1921.0,C1,2,True,16.0,16.0,1.0,575550.0,False,,,,,False,"MULTIPOLYGON (((-73.896611 40.674052, -73.89669 40.67404, -73.896697 40.674065, -73.896728 40.67406, -73.896727 40.674054, -73.896926 40.674024, -73.896946 40.674101, -73.896747 40.674132, -73.896745 40.674123, -73.896713 40.674128, -73.896719 40.67415, -73.89664 40.674162, -73.896611 40.674052)))"
3083651,3037030025,unverified,block_expanded,Constructed,148 PENNSYLVANIA AVENUE,1921.0,1921.0,C1,2,True,16.0,16.0,1.0,592200.0,True,48.0,,,2.0,True,"MULTIPOLYGON (((-73.896582 40.67394, -73.896661 40.673928, -73.896664 40.673941, -73.896667 40.673952, -73.896699 40.673947, -73.896697 40.673941, -73.896896 40.67391, -73.896917 40.673991, -73.896718 40.674021, -73.896716 40.674012, -73.896684 40.674017, -73.89669 40.67404, -73.896611 40.674052, -73.896597 40.673999, -73.896582 40.67394)))"
3083652,3037030027,unverified,block_expanded,Constructed,158 PENNSYLVANIA AVENUE,1921.0,1921.0,C1,2,True,16.0,16.0,1.0,540450.0,False,,,,,False,"MULTIPOLYGON (((-73.896553 40.673829, -73.896632 40.673817, -73.896638 40.673841, -73.896661 40.673838, -73.896659 40.67383, -73.896767 40.673813, -73.896867 40.673798, -73.896887 40.673877, -73.896704 40.673905, -73.89668 40.673909, -73.896678 40.673899, -73.896654 40.673903, -73.896661 40.673928, -73.896582 40.67394, -73.896553 40.673829)))"
3422333,3037030028,unverified,block_expanded,Constructed,164 PENNSYLVANIA AVENUE,,1901.0,B1,1,False,2.0,2.0,2.0,65460.0,False,,,,,False,"MULTIPOLYGON (((-73.896794 40.673733, -73.896883 40.67372, -73.896895 40.673771, -73.896807 40.673784, -73.896794 40.673733)))"
3083653,3037030028,unverified,block_expanded,Constructed,164 PENNSYLVANIA AVENUE,1901.0,1901.0,B1,1,False,2.0,2.0,2.0,65460.0,False,,,,,False,"MULTIPOLYGON (((-73.896632 40.673817, -73.896553 40.673829, -73.89654 40.673781, -73.896783 40.673744, -73.896785 40.673752, -73.896795 40.673792, -73.896779 40.673795, -73.896632 40.673817)))"
3083654,3037030029,unverified,block_expanded,Constructed,166 PENNSYLVANIA AVENUE,1901.0,1901.0,B2,1,False,2.0,2.0,1.0,65580.0,False,,,,,False,"MULTIPOLYGON (((-73.896516 40.673701, -73.896703 40.673674, -73.896717 40.673734, -73.896531 40.67376, -73.896516 40.673701)))"
