bbl,address,bldgclass,landuse,yearbuilt,unitsres,unitstotal,numbldgs,assesstot,latitude,longitude,source
2028570028,1485 MACOMBS ROAD,D1,3,1937,49,49,1,624150.0,40.8424687,-73.9182979,listed lot
2028570043,1447 INWOOD AVENUE,G2,7,1925,0,1,1,143550.0,40.8418703,-73.9182661,listed lot
2028570064,25 WEST 170 STREET,G9,7,1930,0,5,1,807750.0,40.8408522,-73.9185168,listed lot
2028570071,1430 INWOOD AVENUE,G9,7,1928,0,2,1,1469700.0,40.8411457,-73.9182345,listed lot
2028570077,1447 MACOMBS ROAD,C1,2,1927,53,53,1,1156950.0,40.8414008,-73.9180463,listed lot
2028570081,1425 PLAZA DRIVE,C7,4,1927,35,39,1,722250.0,40.8410961,-73.9179382,listed lot
2028570090,1405 PLAZA DRIVE,E1,6,1927,0,1,1,3908250.0,40.8407751,-73.9181699,listed lot
2028570094,1401 PLAZA DRIVE,K9,5,1925,0,4,1,795150.0,40.8405886,-73.9182786,listed lot
2028580001,1460 MACOMBS ROAD,D7,4,1930,102,109,1,3963150.0,40.8418561,-73.9174891,listed lot
2028580009,10 WEST 172 STREET,G9,7,1931,0,1,1,826650.0,40.842078,-73.916925,listed lot
2028580015,1481 JEROME AVENUE,G1,10,1905,0,1,1,664650.0,40.8418612,-73.9169325,listed lot
2028580019,1477 JEROME AVENUE,G9,7,1925,0,2,1,710100.0,40.8416198,-73.9171063,listed lot
2028580023,1465 JEROME AVENUE,K2,5,1925,0,2,1,632700.0,40.8414058,-73.9172584,listed lot
2028580028,1461 JEROME AVENUE,G1,10,1927,0,1,1,128700.0,40.8412274,-73.9173092,listed lot
2028590001,1484 INWOOD AVENUE,D7,4,1928,33,34,1,614700.0,40.8424515,-73.9172932,listed lot
2028590004,1496 INWOOD AVENUE,G1,10,1971,0,1,1,123300.0,40.8426435,-73.917134,listed lot
2028590005,1500 INWOOD AVENUE,G2,7,1986,0,3,1,189000.0,40.8427697,-73.9169386,listed lot
2028590008,1504 INWOOD AVENUE,G2,7,1925,0,2,2,171000.0,40.8429398,-73.9168481,listed lot
2028590010,1508 INWOOD AVENUE,G2,7,1926,0,2,1,206550.0,40.8431373,-73.9167575,listed lot
2028590017,1520 INWOOD AVENUE,Z9,,0,0,0,1,29016.0,40.8432745,-73.9166561,listed lot
2028590018,1522 INWOOD AVENUE,G1,10,1923,0,1,1,75600.0,40.8433238,-73.9165693,listed lot
2028590026,1540 INWOOD AVENUE,G1,10,1925,0,1,1,658800.0,40.8438779,-73.9161313,listed lot
2028590030,1552 INWOOD AVENUE,G1,10,1928,0,3,1,248400.0,40.8440864,-73.9159828,listed lot
2028590033,1558 INWOOD AVENUE,C0,2,1910,3,3,1,46800.0,40.8442099,-73.9158959,listed lot
2028590034,1560 INWOOD AVENUE,Z9,,0,0,0,1,45900.0,40.8442702,-73.9158489,listed lot
2028590035,1562 INWOOD AVENUE,Z9,,0,0,0,0,75150.0,40.8443608,-73.9157873,listed lot
2028590038,18 WEST MT EDEN AVENUE,GU,5,1950,0,1,4,121500.0,40.8445391,-73.915722,listed lot
2028590041,16 WEST MT EDEN AVENUE,GU,5,1975,0,1,1,140850.0,40.8444539,-73.9155161,listed lot
2028590044,2 WEST MT EDEN AVENUE,K1,5,1928,0,6,1,974250.0,40.8443686,-73.9152162,listed lot
2028590046,1565 JEROME AVENUE,K1,5,1920,0,1,1,1009800.0,40.8441793,-73.9153538,listed lot
2028590050,1551 JEROME AVENUE,G7,10,0,0,0,1,598500.0,40.8439406,-73.915524,listed lot
2028590051,1545 JEROME AVENUE,G1,10,1920,0,1,1,511650.0,40.843702,-73.9156942,listed lot
2028590077,1509 JEROME AVENUE,W1,8,2010,0,1,1,15213150.0,40.8431013,-73.9162587,listed lot
2028590089,WEST 172 STREET,V0,11,0,0,0,0,9240.0,40.8429533,-73.9165517,listed lot
2028590092,11 WEST 172 STREET,D1,3,1940,66,66,1,1036800.0,40.8425445,-73.9168377,listed lot
2028590097,11A WEST 172 STREET,C0,2,1910,3,3,1,57960.0,40.8424898,-73.9171125,listed lot
2028600034,1581 JEROME AVENUE,K5,5,1999,0,1,1,486900.0,40.8446401,-73.9149267,listed lot
2028620090,1959 JEROME AVENUE,V1,11,0,0,0,0,231750.0,40.8514432,-73.909966,listed lot
2028620103,1921 JEROME AVENUE,N9,8,1990,0,8,1,2870550.0,40.8506039,-73.91069,listed lot
2028640021,1337 INWOOD AVENUE,V0,11,0,0,0,0,59340.0,40.8393548,-73.9201268,listed lot
2028640025,1349 INWOOD AVENUE,W1,8,1931,0,1,1,1752750.0,40.8396072,-73.92,listed lot
2028640027,1366 CROMWELL AVENUE,W3,8,2023,0,1,1,8344350.0,40.839986,-73.9200032,listed lot
2028640035,1376 CROMWELL AVENUE,E7,6,2005,0,1,2,9895950.0,40.8402602,-73.9196342,listed lot
2028650001,1490 MACOMBS ROAD,K2,5,2014,0,2,1,2045250.0,40.8426741,-73.9176724,listed lot
2028650015,1504 MACOMBS ROAD,W1,8,2021,0,1,1,16953300.0,40.8433463,-73.9172957,listed lot
2028650023,MACOMBS ROAD,Q1,9,1938,0,0,1,124650.0,40.8437661,-73.9170458,listed lot
2028650088,1495 INWOOD AVENUE,G9,7,1920,0,2,2,133200.0,40.8430034,-73.91756,listed lot
2028710002,1240 EDWARD L GRANT HWY,K1,5,1953,0,4,1,1929150.0,40.8376295,-73.921813,listed lot
2028710061,1302 EDWARD L. GRANT HIGHWAY,W1,8,2022,0,1,1,9354150.0,40.83862,-73.9213276,listed lot
2028710078,WEST 170 STREET,Z9,,0,0,0,1,132750.0,40.8397973,-73.9210298,listed lot
2028710085,1355 CROMWELL AVENUE,G1,10,1938,0,2,1,288900.0,40.8400989,-73.9206391,listed lot
2028710094,1361 CROMWELL AVENUE,P5,8,1925,0,1,1,521550.0,40.8404226,-73.9202954,listed lot
2028710110,1347 CROMWELL AVENUE,G1,10,1925,0,2,1,232650.0,40.8398053,-73.9207009,listed lot
2028710112,1345 CROMWELL AVENUE,G2,7,1925,0,1,1,204750.0,40.8396626,-73.9207445,listed lot
2028710133,CROMWELL AVENUE,V1,11,0,0,0,0,86400.0,40.8386884,-73.9210637,listed lot
2028720082,1401 CROMWELL AVENUE,G2,7,1924,0,2,1,335250.0,40.8412265,-73.919868,listed lot
2031790008,2070 JEROME AVENUE,K4,4,1920,0,7,1,578250.0,40.8543196,-73.9064774,listed lot
2031790013,2080 JEROME AVENUE,G1,10,1931,0,2,1,621000.0,40.8546241,-73.9061986,listed lot
2031790020,2100 JEROME AVENUE,E1,6,1931,0,3,1,1051200.0,40.854934,-73.9059162,listed lot
2031790030,2102 JEROME AVENUE,K1,5,2013,0,1,1,906300.0,40.8552439,-73.9056374,listed lot
2031790031,2128 JEROME AVENUE,C7,4,1917,31,37,1,1143000.0,40.855499,-73.9054093,listed lot
2031850001,2150 JEROME AVENUE,G2,7,1956,0,1,2,574650.0,40.8558665,-73.905069,listed lot
2031860001,2170 JEROME AVENUE,E9,6,1920,0,1,1,998100.0,40.8563081,-73.9047539,listed lot
2031860010,2184 JEROME AVENUE,K1,5,1920,0,1,1,338400.0,40.8565248,-73.9046198,listed lot
2031860012,2190 JEROME AVENUE,I5,8,1920,0,1,1,574650.0,40.8566812,-73.9045256,listed lot
2031860017,2218 JEROME AVENUE,G1,10,1928,0,1,1,708750.0,40.856961,-73.9043517,listed lot
2031860041,2230 JEROME AVENUE,K1,5,1920,0,5,1,347850.0,40.8573506,-73.9041161,listed lot
2031860044,2240 JEROME AVENUE,M1,8,1942,0,1,1,349200.0,40.8575042,-73.9040219,listed lot
2031860047,2242 JEROME AVENUE,K1,5,1949,0,1,1,207000.0,40.8576304,-73.9039494,listed lot
2031860048,2244 JEROME AVENUE,G7,10,0,0,1,1,95850.0,40.8576907,-73.9039132,listed lot
2031860049,2246 JEROME AVENUE,W1,8,1927,0,1,1,1322550.0,40.8579322,-73.9037683,listed lot
2031860055,2262 JEROME AVENUE,K1,5,1920,0,1,1,505800.0,40.8582422,-73.9035834,listed lot
2031860059,2274 JEROME AVENUE,K1,5,1920,0,9,1,1197000.0,40.8584314,-73.9034675,listed lot
2031870001,2300 JEROME AVENUE,K1,5,1931,0,4,1,924750.0,40.858725,-73.9032791,listed lot
2031870003,2304 JEROME AVENUE,G1,10,1920,0,1,1,210150.0,40.8588457,-73.9032066,listed lot
2031870005,2308 JEROME AVENUE,G7,10,0,0,0,0,95850.0,40.8589362,-73.903145,listed lot
2031870007,2314 JEROME AVENUE,D1,3,1922,20,20,1,2238750.0,40.8590596,-73.9030689,listed lot
2031870009,2318 JEROME AVENUE,GW,5,1967,0,1,1,358200.0,40.8593065,-73.9029167,listed lot
2031870014,2334 JEROME AVENUE,GW,5,2004,0,1,1,246150.0,40.8595864,-73.9027428,listed lot
2031870018,2340 JEROME AVENUE,G3,7,2009,0,1,1,785250.0,40.8599293,-73.9025326,listed lot
2031870025,2360 JEROME AVENUE,K1,5,1928,0,7,1,523800.0,40.8602667,-73.9023333,listed lot
2031920034,10 WEST 181 STREET,G1,10,1920,0,1,1,379350.0,40.8558483,-73.9063451,listed lot
2031920037,WEST 181 STREET,G6,10,0,0,0,0,33741.0,40.8557795,-73.9061174,listed lot
2031920039,WEST 181 STREET,G6,10,0,0,0,0,597.0,40.8557547,-73.906038,listed lot
2031920042,2131 JEROME AVENUE,G1,10,1931,0,1,1,521100.0,40.8556093,-73.9061249,listed lot
2031920050,2123 JEROME AVENUE,G2,7,1995,0,1,1,149400.0,40.855368,-73.9063747,listed lot
2031920055,2113 JEROME AVENUE,G7,10,0,0,0,0,221400.0,40.8552117,-73.9065159,listed lot
2031920144,2124 DAVIDSON AVENUE,B1,1,1996,2,2,1,49920.0,40.8557029,-73.9064429,listed lot
2031950040,9 WEST 181 STREET,O2,5,1920,0,2,1,561600.0,40.8562104,-73.9060662,listed lot
2031950061,10 WEST 182 STREET,C1,2,1927,46,46,1,860850.0,40.8570304,-73.9053023,listed lot
2031950066,2195 JEROME AVENUE,G1,10,1951,0,2,1,254250.0,40.8569451,-73.905053,listed lot
2031950069,2181 JEROME AVENUE,E7,6,1920,0,1,1,1548000.0,40.8567203,-73.9052883,listed lot
2031950083,2 CLINTON PLACE,O7,5,2008,0,2,1,173250.0,40.8563994,-73.9056539,listed lot
2031950084,2175 JEROME AVENUE,K1,5,2008,0,5,1,404550.0,40.8563307,-73.9054587,listed lot
2031950090,2165 JEROME AVENUE,E7,6,1922,0,1,1,3561300.0,40.8561991,-73.9056469,listed lot
2031950092,2151 JEROME AVENUE,M9,8,1920,0,3,1,248850.0,40.8560564,-73.9057556,listed lot
2031960036,2231 JEROME AVENUE,K1,5,1920,0,2,1,445950.0,40.8576859,-73.9047013,listed lot
2031960038,2201 JEROME AVENUE,D7,4,1941,61,65,1,1910700.0,40.8574335,-73.9048571,listed lot
2031960081,2261 JEROME AVENUE,K1,5,1920,0,9,1,1034100.0,40.8582702,-73.9043462,listed lot
2031960086,5 BUCHANAN PLACE,D1,3,1941,51,51,1,739350.0,40.8580124,-73.904502,listed lot
2031970029,2289 JEROME AVENUE,K2,5,1920,0,2,1,1029600.0,40.8589204,-73.9039548,listed lot
2031970033,2285 JEROME AVENUE,Y1,8,1928,0,1,1,365400.0,40.8587284,-73.9040708,listed lot
2031970035,1 WEST 183 STREET,K1,5,1920,0,7,1,654750.0,40.8586022,-73.9041469,listed lot
2031980077,10 WEST 184 STREET,B2,1,1899,2,2,1,41700.0,40.860583,-73.9030812,listed lot
2031980078,2369 JEROME AVENUE,K1,5,1920,0,1,1,683100.0,40.8605252,-73.9029149,listed lot
2031980081,2359 JEROME AVENUE,K1,5,1963,0,1,1,1009800.0,40.8603058,-73.9031033,listed lot
2031980087,2357 JEROME AVENUE,C4,2,1910,4,5,1,384300.0,40.8601137,-73.9031758,listed lot
2031980088,2353 JEROME AVENUE,C4,2,1910,5,6,1,396000.0,40.8600259,-73.9032302,listed lot
2031980089,2349 JEROME AVENUE,S4,4,1910,4,5,1,407250.0,40.8599354,-73.9032845,listed lot
2031980090,2347 JEROME AVENUE,S4,4,1901,4,5,1,393750.0,40.8598888,-73.9033099,listed lot
2031980091,7 NORTH STREET,G7,10,0,0,0,1,96300.0,40.8600343,-73.9034254,listed lot
2031980102,2343 JEROME AVENUE,K1,5,1920,0,1,1,558900.0,40.8595953,-73.9035381,listed lot
2031980105,2301 JEROME AVENUE,K2,5,1931,0,1,1,1318950.0,40.8593429,-73.9036939,listed lot
2031980148,2355 JEROME AVENUE,S4,4,1910,4,5,1,418050.0,40.8600698,-73.9032012,listed lot
2031980149,2351 JEROME AVENUE,S4,4,1910,4,5,1,445500.0,40.8599793,-73.9032556,listed lot
2031980150,2345 JEROME AVENUE,S9,4,1920,2,5,1,441000.0,40.8598421,-73.9033389,listed lot
2031790060,2065 WALTON AVENUE,D1,3,2015,90,90,1,1740150.0,40.8539737,-73.9063405,on a listed block
2031790047,2085 WALTON AVENUE,D1,3,1927,42,42,1,784350.0,40.8546429,-73.905725,on a listed block
2031790052,2075 WALTON AVENUE,D4,3,1927,54,54,1,989100.0,40.8543823,-73.9059748,on a listed block
2031790001,2050 JEROME AVENUE,C7,4,1900,7,11,1,397350.0,40.853815,-73.9069299,on a listed block
2031790004,2058 JEROME AVENUE,O7,5,2011,0,1,1,1945350.0,40.85407,-73.9066982,on a listed block
2031790063,13 EAST BURNSIDE AVENUE,K1,5,1931,0,2,1,1823850.0,40.8537735,-73.9065215,on a listed block
2031790002,2052 JEROME AVENUE,K1,5,1920,0,3,1,341550.0,40.8539055,-73.9068503,on a listed block
2028460002,7 EAST 172 STREET,K1,5,1978,0,1,1,163350.0,40.8422225,-73.9156129,on a listed block
2028650064,1545 INWOOD AVENUE,O7,5,1927,0,1,1,1110150.0,40.8441363,-73.9166622,on a listed block
2028460074,1505 TOWNSEND AVENUE,D1,3,1941,74,74,1,1797300.0,40.8423266,-73.9153742,on a listed block
2028640071,1329 INWOOD AVENUE,C0,2,1920,3,3,1,39780.0,40.839072,-73.9200946,on a listed block
2028460047,1549 TOWNSEND AVENUE,D1,3,1950,63,63,1,1243800.0,40.8431962,-73.9147407,on a listed block
2028460061,1533 TOWNSEND AVENUE,D1,3,1927,96,96,1,2633850.0,40.8427409,-73.9150665,on a listed block
2028650030,45 GOBLE PLACE,M1,8,1952,0,1,1,1448100.0,40.8442875,-73.9169946,on a listed block
2028650032,1566 MACOMBS ROAD,C1,2,1925,56,56,1,1337400.0,40.8445731,-73.9171641,on a listed block
2028650067,1543 INWOOD AVENUE,I5,8,1997,0,1,1,767700.0,40.8440074,-73.9167528,on a listed block
2028460037,1575 TOWNSEND AVENUE,C7,4,1922,45,53,2,1432350.0,40.8438821,-73.9142735,on a listed block
2028570045,1439 INWOOD AVENUE,G2,7,1923,0,2,2,361350.0,40.8416975,-73.9183928,on a listed block
2028640069,1333 INWOOD AVENUE,B3,1,1920,2,2,1,34080.0,40.83919,-73.9200367,on a listed block
2028570051,1419 INWOOD AVENUE,E9,6,1920,0,1,1,762300.0,40.8413025,-73.918762,on a listed block
2028570008,1414 CROMWELL AVENUE,E9,6,1931,0,1,1,731700.0,40.841429,-73.9190473,on a listed block
2028570048,1433 INWOOD AVENUE,Z9,,1947,0,1,1,10013.0,40.8418321,-73.9184541,on a listed block
2028640070,1331 INWOOD AVENUE,C0,2,1920,3,3,1,40140.0,40.8391324,-73.9200657,on a listed block
2028640076,1307 INWOOD AVENUE,Z3,8,1969,0,1,1,723150.0,40.838828,-73.9204238,on a listed block
2028640073,1323 INWOOD AVENUE,C2,2,1910,6,6,1,450450.0,40.8389349,-73.9201888,on a listed block
2028710069,1309 CROMWELL AVENUE,O7,5,1920,0,1,1,766800.0,40.8389822,-73.9211103,on a listed block
2028640001,1290 CROMWELL AVENUE,G1,10,1925,0,1,1,328050.0,40.8383452,-73.9208653,on a listed block
2028640074,1321 INWOOD AVENUE,A5,1,1920,1,1,1,35160.0,40.838836,-73.9201383,on a listed block
2028640008,1301 INWOOD AVENUE,E9,6,1924,0,2,1,651150.0,40.8386031,-73.9206337,on a listed block
2028440038,1450 TOWNSEND AVENUE,C1,2,1924,59,59,1,1449900.0,40.8410889,-73.9155891,on a listed block
2028440058,1475 WALTON AVENUE,D1,3,1935,68,68,1,2402100.0,40.8414398,-73.9149308,on a listed block
2028440033,1455 TOWNSEND AVENUE,D1,3,1926,54,54,1,718200.0,40.8412595,-73.9161093,on a listed block
2028440105,1459 WYTHE PLACE,D1,3,1929,73,73,1,1615950.0,40.8406763,-73.9144042,on a listed block
2028440095,1475 WYTHE PLACE,D1,3,1929,73,73,1,1108800.0,40.8411043,-73.9140964,on a listed block
2028440050,50 EAST 172 STREET,C1,2,1925,38,38,1,688500.0,40.8416925,-73.9152124,on a listed block
2028440083,1478 WALTON AVENUE,D1,3,1928,79,79,1,2629350.0,40.8412363,-73.9144215,on a listed block
2028440021,1465 TOWNSEND AVENUE,D1,3,1927,106,106,2,2659950.0,40.8416874,-73.9158051,on a listed block
2028440043,1466 TOWNSEND AVENUE,D1,3,1940,60,60,1,936450.0,40.8414181,-73.9153501,on a listed block
2028440065,1453 WALTON AVENUE,D1,3,1927,73,73,1,1232550.0,40.8410091,-73.9152314,on a listed block
2031950104,27 WEST 181 STREET,C1,2,1924,45,45,1,647550.0,40.8563975,-73.9065937,on a listed block
2031950013,2173 DAVIDSON AVENUE,B2,1,1991,2,2,1,45540.0,40.8567431,-73.90638,on a listed block
2031950045,16 CLINTON PLACE,B1,1,1920,2,2,1,47460.0,40.8565068,-73.9060405,on a listed block
2031950032,2175 DAVIDSON AVENUE,C1,2,2022,18,18,1,438750.0,40.856957,-73.9060941,on a listed block
2031920056,2111 JEROME AVENUE,K1,5,1920,0,1,1,388350.0,40.8550334,-73.9066752,on a listed block
2031920142,2120 DAVIDSON AVENUE,B1,1,1996,2,2,1,44400.0,40.8556015,-73.9065587,on a listed block
2031950017,2167 DAVIDSON AVENUE,B2,1,1991,2,2,1,45540.0,40.856595,-73.9064706,on a listed block
2031950156,2178 DAVIDSON AVENUE,C0,2,2006,3,3,1,61800.0,40.8570773,-73.9056095,on a listed block
2031950174,7 CLINTON PLACE,B3,1,1901,2,2,1,50040.0,40.8568221,-73.9055773,on a listed block
2031920137,2110 DAVIDSON AVENUE,B1,1,1996,2,2,1,44400.0,40.8553793,-73.9067615,on a listed block
2031950074,5 CLINTON PLACE,C0,2,2007,3,3,1,55980.0,40.8567918,-73.9054942,on a listed block
2031950051,2170 DAVIDSON AVENUE,C1,2,1924,31,31,1,369900.0,40.8568771,-73.9057327,on a listed block
2031960006,2222 GRAND AVENUE,C0,2,2006,3,3,1,50640.0,40.8580301,-73.9060673,on a listed block
2031960001,2200 GRAND AVENUE,D1,3,1932,49,49,1,902700.0,40.8578051,-73.9061327,on a listed block
2031960052,2254 GRAND AVENUE,C0,2,2008,3,3,1,63660.0,40.8584827,-73.905716,on a listed block
2031960055,2262 GRAND AVENUE,B2,1,1901,2,2,1,35340.0,40.858672,-73.9056036,on a listed block
2031950157,2180 DAVIDSON AVENUE,C0,2,2006,3,3,1,61800.0,40.8571267,-73.9055805,on a listed block
2031950159,2184 DAVIDSON AVENUE,C0,2,2006,3,3,1,62100.0,40.8572255,-73.9055189,on a listed block
2031960066,27 BUCHANAN PLACE,D7,4,2018,25,26,1,894600.0,40.858304,-73.9053258,on a listed block
2031960109,42 BUCHANAN PLACE,C0,2,2006,3,3,1,53460.0,40.85803,-73.905901,on a listed block
2031960053,2258 GRAND AVENUE,C1,2,1926,22,22,1,565200.0,40.8585787,-73.905658,on a listed block
2031960018,2201 DAVIDSON AVENUE,D1,3,1929,48,48,1,1115550.0,40.8576868,-73.9057966,on a listed block
2031920009,2060 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8542466,-73.9077933,on a listed block
2031920012,2064 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8543343,-73.9077136,on a listed block
2031960004,2220 GRAND AVENUE,C0,2,2006,3,3,1,53580.0,40.8579807,-73.9060963,on a listed block
2031960068,31 BUCHANAN PLACE,C0,2,1930,3,3,1,50640.0,40.8583453,-73.9054523,on a listed block
2031950022,28 WEST 182 STREET,D1,3,1927,30,30,1,571950.0,40.857267,-73.9059563,on a listed block
2031960108,2226 GRAND AVENUE,C0,2,2006,3,3,1,50640.0,40.8581289,-73.9060057,on a listed block
2031960051,2252 GRAND AVENUE,A1,1,1901,1,1,1,32820.0,40.8584224,-73.9057558,on a listed block
2031960069,33 BUCHANAN PLACE,V0,11,0,0,0,1,10980.0,40.8583728,-73.9055318,on a listed block
2031950158,2182 DAVIDSON AVENUE,C0,2,2006,3,3,1,61800.0,40.8571761,-73.9055479,on a listed block
2031960010,30 BUCHANAN PLACE,C1,2,1924,47,47,1,933300.0,40.8579392,-73.9056444,on a listed block
2031960056,2280 GRAND AVENUE,C7,4,1924,26,31,1,1084950.0,40.8587653,-73.9055457,on a listed block
2031960110,40 BUCHANAN PLACE,C0,2,2006,3,3,1,53460.0,40.858008,-73.9058396,on a listed block
2031960050,2250 GRAND AVENUE,A1,1,1901,1,1,2,32820.0,40.8583565,-73.9057957,on a listed block
2031960058,2265 DAVIDSON AVENUE,C7,4,1926,49,56,1,1222650.0,40.8585839,-73.9052567,on a listed block
2031950030,29 CLINTON PLACE,S3,4,1901,3,4,2,301500.0,40.8570421,-73.9061157,on a listed block
2031960008,2224 GRAND AVENUE,C0,2,2006,3,3,1,50640.0,40.8580795,-73.9060347,on a listed block
2031920033,2100 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8551462,-73.9069751,on a listed block
2031920029,2090 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8549185,-73.9071814,on a listed block
2031920132,2098 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8551023,-73.9070149,on a listed block
2031950014,2171 DAVIDSON AVENUE,B2,1,1991,2,2,1,45060.0,40.8566937,-73.906409,on a listed block
2031950016,38 WEST 182 STREET,C1,2,1924,43,43,1,530100.0,40.8573963,-73.9063321,on a listed block
2031960009,2228 GRAND AVENUE,C0,2,2006,3,3,1,54660.0,40.8581783,-73.9059731,on a listed block
2031950048,10 CLINTON PLACE,C3,2,1931,4,4,1,266850.0,40.856416,-73.9057876,on a listed block
2031950001,2150 GRAND AVENUE,B2,1,1991,2,2,1,45540.0,40.8564142,-73.9069914,on a listed block
2031950015,2169 DAVIDSON AVENUE,B2,1,1991,2,2,1,45060.0,40.8566444,-73.9064416,on a listed block
2031950009,2164 GRAND AVENUE,B2,1,1991,2,2,1,45060.0,40.8567626,-73.9067776,on a listed block
2031920143,2122 DAVIDSON AVENUE,B1,1,1996,2,2,1,44400.0,40.8556481,-73.9065189,on a listed block
2031950003,2154 GRAND AVENUE,B2,1,1991,2,2,1,45060.0,40.856513,-73.9069298,on a listed block
2031950006,2158 GRAND AVENUE,B2,1,1991,2,2,1,45060.0,40.8566145,-73.9068682,on a listed block
2031950007,2160 GRAND AVENUE,B2,1,1991,2,2,1,45060.0,40.8566666,-73.9068392,on a listed block
2031950008,2162 GRAND AVENUE,B2,1,1991,2,2,1,45060.0,40.8567133,-73.9068066,on a listed block
2031950010,2166 GRAND AVENUE,B2,1,1991,2,2,1,45060.0,40.856812,-73.906745,on a listed block
2031950028,31 CLINTON PLACE,C0,2,1901,3,3,1,55260.0,40.8570559,-73.9062349,on a listed block
2031950155,2176 DAVIDSON AVENUE,C0,2,2006,3,3,1,62100.0,40.857028,-73.9056385,on a listed block
2031950047,12 CLINTON PLACE,C3,2,1931,4,4,2,266850.0,40.8564463,-73.9058707,on a listed block
2031920025,2084 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8547869,-73.9073009,on a listed block
2031920138,2112 DAVIDSON AVENUE,B1,1,1996,2,2,2,47340.0,40.8554232,-73.9067216,on a listed block
2031950004,2156 GRAND AVENUE,B2,1,1991,2,2,1,45060.0,40.8565651,-73.9069008,on a listed block
2031920006,2056 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8541588,-73.9078729,on a listed block
2031920060,2075 JEROME AVENUE,K1,5,1926,0,5,1,896850.0,40.854729,-73.9069503,on a listed block
2031920011,2062 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8542905,-73.9077534,on a listed block
2031980068,2356 DAVIDSON AVENUE,A5,1,1901,1,1,1,33300.0,40.8602732,-73.9035588,on a listed block
2031980070,2360 DAVIDSON AVENUE,A5,1,1901,1,1,1,32940.0,40.8603583,-73.9035045,on a listed block
2031960093,2254 DAVIDSON AVENUE,C1,2,1922,37,37,1,517050.0,40.8581664,-73.9049392,on a listed block
2031980063,2350 DAVIDSON AVENUE,I7,8,1910,45,45,1,930150.0,40.8601279,-73.9037976,on a listed block
2031860080,WALTON AVENUE,G7,10,0,0,0,0,242100.0,40.857235,-73.9037837,on a listed block
2031860109,2259 WALTON AVENUE,B1,1,1901,2,2,1,38700.0,40.8578578,-73.9034032,on a listed block
2031860110,2255 WALTON AVENUE,B1,1,1901,2,2,1,45480.0,40.8577562,-73.9034649,on a listed block
2031850015,2151 WALTON AVENUE,C0,2,1901,3,3,1,40860.0,40.8555616,-73.9048489,on a listed block
2031860036,2187 WALTON AVENUE,B2,1,1920,2,2,2,47400.0,40.856445,-73.9042729,on a listed block
2031860069,2267 WALTON AVENUE,B1,1,1901,2,2,1,38700.0,40.8580553,-73.9032837,on a listed block
2031960079,12 WEST 183 STREET,K9,5,1910,2,3,1,181350.0,40.8583418,-73.9045557,on a listed block
2031980050,2324 DAVIDSON AVENUE,C1,2,1911,17,17,1,223650.0,40.859475,-73.9041818,on a listed block
2031980055,2344 DAVIDSON AVENUE,D1,3,1936,59,59,1,1215000.0,40.8596862,-73.9039176,on a listed block
2031850009,2163 WALTON AVENUE,B1,1,1901,2,2,1,33000.0,40.8558194,-73.9046136,on a listed block
2031970017,19 WEST 183 STREET,K1,5,1996,0,4,1,381150.0,40.8588166,-73.9045442,on a listed block
2031980092,15 NORTH STREET,D1,3,1936,38,38,1,918000.0,40.8600592,-73.9036061,on a listed block
2031960029,2232 DAVIDSON AVENUE,C1,2,1923,65,65,1,825750.0,40.8577466,-73.9051025,on a listed block
2031860030,2201 WALTON AVENUE,C1,2,1926,27,27,1,483750.0,40.8567961,-73.9040591,on a listed block
2031860065,2273 WALTON AVENUE,M1,8,1910,0,2,2,246150.0,40.8582336,-73.903175,on a listed block
2031960077,14 WEST 183 STREET,K4,4,1910,2,3,1,120150.0,40.8583775,-73.9046569,on a listed block
2031850011,2159 WALTON AVENUE,A5,1,1901,1,1,1,29400.0,40.8557344,-73.9046896,on a listed block
2031920133,2102 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8551928,-73.9069316,on a listed block
2031920030,2092 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8549624,-73.9071416,on a listed block
2031920139,2114 DAVIDSON AVENUE,B1,1,1996,2,2,1,44400.0,40.8554698,-73.9066818,on a listed block
2031920007,2058 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8542027,-73.9078331,on a listed block
2031920014,2068 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8544221,-73.9076304,on a listed block
2031920016,2070 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8544687,-73.9075905,on a listed block
2031920017,2072 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8545154,-73.9075507,on a listed block
2031920020,2076 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8546031,-73.9074674,on a listed block
2031920021,2078 DAVIDSON AVENUE,B1,1,1996,2,2,1,47340.0,40.8546497,-73.9074276,on a listed block
